"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2020-11-21 00:00:00",252264,325073,6356,0,2005408,2086413.142857143,3243338.714285714
"2020-11-22 00:00:00",332318,674198,5039,0,1422519,2111788.8571428573,3438135.1428571427
"2020-11-23 00:00:00",141078,436010,7277,4826,601609,1998634.857142857,3416893
"2020-11-24 00:00:00",538183,529894,22381,0,731153,1968320.4285714286,3278362.5714285714
"2020-11-25 00:00:00",472875,364393,4586,4110,1168443,1943234.857142857,3435629.8571428573
"2020-11-26 00:00:00",404911,495551,0,0,976617,2007991,3498631.285714286
"2020-11-27 00:00:00",451588,461350,67122,0,1634269,2077344.142857143,3639214.8571428573
"2020-11-28 00:00:00",360833,266892,2996,3819,1354624,1991639,3731006.5714285714
"2020-11-29 00:00:00",533251,68626,994,8171,900213,1859807.7142857143,3631204.714285714
"2020-11-30 00:00:00",508987,552592,39629,0,610431,1934213.2857142857,3890428.1428571427
"2020-12-01 00:00:00",371199,317935,28809,0,1266067,1957413.142857143,3728297.8571428573
"2020-12-02 00:00:00",433677,447072,27250,9523,2466662,2153095.8571428573,3687633.4285714286
"2020-12-03 00:00:00",414223,404032,19203,0,3703107,2533594,3642845.4285714286
"2020-12-04 00:00:00",614478,321447,11141,0,2369792,2633955.4285714286,3626265.8571428573
"2020-12-05 00:00:00",439327,321857,8949,0,2829135,2863970.1428571427,3327415.5714285714
"2020-12-06 00:00:00",537641,113834,11438,0,1607686,2972447.714285714,3052068
"2020-12-07 00:00:00",231196,302028,0,0,1925296,3079144.8571428573,2583219.1428571427
"2020-12-08 00:00:00",316126,239061,4751,0,447666,2939658.4285714286,2733951.8571428573
"2020-12-09 00:00:00",264137,347331,0,0,1751420,2793758.5714285714,2662505.285714286
"2020-12-10 00:00:00",433495,653980,0,0,1022081,2446471.4285714286,2558893.285714286
"2020-12-11 00:00:00",334318,308256,0,0,2480190,2418743.5714285714,2448325.714285714
"2020-12-12 00:00:00",131025,457182,3461,4988,1329573,2179738.1428571427,2409268.4285714286
"2020-12-13 00:00:00",159618,347691,5229,0,432260,1990338,2415480.8571428573
"2020-12-14 00:00:00",375159,110073,0,5359,915029,1839924,2426236.714285714
"2020-12-15 00:00:00",371253,542095,19607,4784,1496545,2043735.5714285714,2253236.8571428573
"2020-12-16 00:00:00",494760,583174,4994,0,1418588,2063539.857142857,2296364.5714285714
"2020-12-17 00:00:00",586844,79440,7001,0,1761503,2110001.5714285714,2205075.5714285714
"2020-12-18 00:00:00",337917,454056,1881,0,1098811,1934273.142857143,2148351.5714285714
"2020-12-19 00:00:00",220104,440789,8726,3454,1073779,1908648,2211749.5714285714
"2020-12-20 00:00:00",539806,147939,0,8102,1437592,2078454,2346193.285714286
"2020-12-21 00:00:00",371274,219229,0,0,1724767,2208403.8571428573,2458656.285714286
"2020-12-22 00:00:00",415502,133753,5402,0,1908846,2212577.8571428573,2675917
"2020-12-23 00:00:00",517607,295206,2200,12539,1993359,2258205.8571428573,2840265.1428571427
"2020-12-24 00:00:00",262926,142874,7799,0,943547,2104257,3181266.5714285714
"2020-12-25 00:00:00",470512,320792,30404,9660,2001170,2238524.714285714,3239207
"2020-12-26 00:00:00",190697,105002,0,0,1031176,2178527.714285714,3527226.8571428573
"2020-12-27 00:00:00",323737,186219,25212,0,1419298,2152960,3739035.714285714
"2020-12-28 00:00:00",536117,322599,0,6223,497814,2016886.2857142857,3650560
"2020-12-29 00:00:00",173136,495927,0,2861,1560009,1983804.857142857,3796484.285714286
"2020-12-30 00:00:00",436582,163772,22494,11233,1510371,1887167.7142857143,3835321.5714285714
"2020-12-31 00:00:00",527399,273576,5808,0,2225421,2126461.8571428573,3660847.4285714286
"2021-01-01 00:00:00",374254,521278,9467,7845,476746,1920326.4285714286,3760811.5714285714
"2021-01-02 00:00:00",400765,286013,2322,3902,1296630,2015006.142857143,3750997.5714285714
"2021-01-03 00:00:00",136010,322703,4655,3809,1654933,2038955.4285714286,3655461.5714285714
"2021-01-04 00:00:00",480021,115397,24483,2763,1586270,2159838.4285714286,3877066.4285714286
"2021-01-05 00:00:00",211195,408433,3713,0,2181572,2241692.5714285714,3620018.714285714
"2021-01-06 00:00:00",286729,268172,35528,5576,1171328,2187818.5714285714,3300209.714285714
"2021-01-07 00:00:00",477562,239066,5638,0,2011202,2145142,3358361.4285714286
"2021-01-08 00:00:00",357060,338149,1996,2838,1069636,2199440.4285714286,3211646
"2021-01-09 00:00:00",218278,235870,0,3253,1449602,2187636.1428571427,3178590.714285714
"2021-01-10 00:00:00",107995,157909,0,2719,592415,2007482.857142857,3299865.285714286
"2021-01-11 00:00:00",516755,343766,9071,0,782214,1927893,3346745.714285714
"2021-01-12 00:00:00",273451,211732,39279,6847,1384872,1800931.5714285714,3319477.285714286
"2021-01-13 00:00:00",341831,291637,13690,7573,1547790,1863101.2857142857,3333302.4285714286
"2021-01-14 00:00:00",476699,259814,4018,2801,1771054,1831803.857142857,3419870.714285714
"2021-01-15 00:00:00",373562,705126,13304,0,1597390,1963189.857142857,3411712.1428571427
"2021-01-16 00:00:00",268453,504044,27820,0,2267148,2128970.285714286,3391996.8571428573
"2021-01-17 00:00:00",370140,311828,48993,0,2131706,2414917.285714286,3124874.4285714286
"2021-01-18 00:00:00",599489,493010,85780,3237,2804360,2748356,3137731.714285714
"2021-01-19 00:00:00",257620,956590,35184,10791,3173141,3107948,3137693.714285714
"2021-01-20 00:00:00",301365,208892,3005,9338,2900872,3282369.4285714286,3316934.714285714
"2021-01-21 00:00:00",221082,564947,31162,0,3294388,3510539.8571428573,3302489.714285714
"2021-01-22 00:00:00",511456,685539,7204,6525,1193556,3469811.1428571427,3301157.1428571427
"2021-01-23 00:00:00",336032,156029,14144,0,1095530,3260421.1428571427,3232679.714285714
"2021-01-24 00:00:00",178907,321950,0,3338,621296,3012253.1428571427,3444875
"2021-01-25 00:00:00",330121,234491,702,0,3104678,2967126.714285714,3448251
"2021-01-26 00:00:00",204149,182083,25623,10958,2786841,2792316.4285714286,3609046.714285714
"2021-01-27 00:00:00",524345,266230,19199,0,2570280,2786113.714285714,3483585.285714286
"2021-01-28 00:00:00",138498,181892,20936,0,2763582,2642303.5714285714,3405837.1428571427
"2021-01-29 00:00:00",580552,781054,69976,0,2111310,2804962.4285714286,3523343.1428571427
"2021-01-30 00:00:00",427616,469452,8192,5553,1760535,2957764.1428571427,3562035.285714286
"2021-01-31 00:00:00",421120,351163,33353,2592,3265416,3378929,3735826.1428571427
"2021-02-01 00:00:00",603856,231293,10990,0,1688528,3216739.8571428573,3661692.8571428573
"2021-02-02 00:00:00",259142,417374,12937,6223,1075793,3011284.8571428573,3758165
"2021-02-03 00:00:00",141474,376808,15667,16530,3177301,3060960.1428571427,3732592.714285714
"2021-02-04 00:00:00",643408,500855,13116,0,2722674,3171695.1428571427,3658878.5714285714
"2021-02-05 00:00:00",525821,261793,19632,0,2271663,3105411.714285714,3555685.1428571427
"2021-02-06 00:00:00",393259,369882,1499,4893,2976264,3258904.5714285714,3597541.5714285714
"2021-02-07 00:00:00",325578,332428,7341,0,1874641,3039810.8571428573,3218171.714285714
"2021-02-08 00:00:00",205487,334542,8626,0,2074822,3052498,3202908.4285714286
"2021-02-09 00:00:00",316651,371824,2193,5325,2081019,3196146.8571428573,3149227.285714286
"2021-02-10 00:00:00",270052,363106,41360,2277,1656967,2997001.5714285714,3417739.285714286
"2021-02-11 00:00:00",508166,309522,29630,4299,2150509,2871583.5714285714,3409489.4285714286
"2021-02-12 00:00:00",284361,566207,8255,4631,3240634,3018037.714285714,3502771.8571428573
"2021-02-13 00:00:00",607197,52882,40557,0,2174996,2893728.285714286,3187906.1428571427
"2021-02-14 00:00:00",250695,369548,5806,3407,2806589,3021736.4285714286,3396752
"2021-02-15 00:00:00",390026,751978,15503,0,2439260,3160777.8571428573,3405355
"2021-02-16 00:00:00",397905,411590,8737,5429,2441568,3230523.285714286,3321870
"2021-02-17 00:00:00",521684,558715,31045,3294,1918605,3330463.285714286,3331287.4285714286
"2021-02-18 00:00:00",548489,473567,0,3112,2309731,3378002,3278038.714285714
"2021-02-19 00:00:00",500728,459178,54281,0,2602065,3308311.1428571427,3182075
"2021-02-20 00:00:00",526346,336359,10682,0,1619812,3253677.8571428573,3281024.5714285714
"2021-02-21 00:00:00",176416,429830,4948,0,823222,2967730.714285714,3078483.8571428573
"2021-02-22 00:00:00",565229,298370,5678,6214,1403481,2779474.1428571427,3090603.714285714
"2021-02-23 00:00:00",463118,423386,37878,11704,3010599,2876825,3146122.285714286
"2021-02-24 00:00:00",520995,215241,16275,9286,1558609,3463673.714285714,3645723.4285714286
"2021-02-25 00:00:00",262396,248800,2492,0,2264905,3312737.285714286,3755821.5714285714
"2021-02-26 00:00:00",568707,333589,6765,0,2080722,3153797.4285714286,3539300
"2021-02-27 00:00:00",273112,315215,6602,6476,1212463,2763501,3411331.4285714286
"2021-02-28 00:00:00",328273,317637,4547,2277,381517,2456763.5714285714,3400794.4285714286
"2021-03-01 00:00:00",481444,312995,7036,0,1675706,2281030.5714285714,3522593.5714285714
"2021-03-02 00:00:00",442573,477205,12859,6802,2157780,2358758.8571428573,3276747
"2021-03-03 00:00:00",816708,500439,16124,0,2067718,2513127.8571428573,3343690.714285714
"2021-03-04 00:00:00",492115,277510,12138,0,2494818,2584269.1428571427,3374452
"2021-03-05 00:00:00",477260,654620,0,1790,1919734,2593357.8571428573,3489868.285714286
"2021-03-06 00:00:00",519145,328405,38143,0,2367935,2799037.714285714,3518617.714285714
"2021-03-07 00:00:00",216107,210318,3548,9664,1311374,2901431.8571428573,3397761.4285714286
"2021-03-08 00:00:00",312897,604905,37305,7257,1987096,2968900.285714286,3220974.714285714
"2021-03-09 00:00:00",268263,442119,11012,13146,2063924,2926221.1428571427,3459114
"2021-03-10 00:00:00",247803,138044,17467,0,1412578,2699778.8571428573,3301452.285714286
"2021-03-11 00:00:00",693811,359605,20344,7636,4460096,3023337.5714285714,3200032.285714286
"2021-03-12 00:00:00",503966,580258,0,0,2100366,3042078.4285714286,3057092.5714285714
"2021-03-13 00:00:00",412274,182666,53493,6223,1862449,2936860.8571428573,3217592.5714285714
"2021-03-14 00:00:00",179692,343152,3409,0,1603221,2990927,3372293.4285714286
"2021-03-15 00:00:00",526236,458491,6491,0,2473848,3064585,3354704.5714285714
"2021-03-16 00:00:00",421382,654346,7610,4214,2787359,3218363.1428571427,3305922.1428571427
"2021-03-17 00:00:00",637342,211996,0,0,2632156,3456306.1428571427,3495437.714285714
"2021-03-18 00:00:00",515242,353321,22115,0,2006358,3078526.5714285714,3764288.4285714286
"2021-03-19 00:00:00",369536,578357,66130,2788,2469369,3121611,3723919.5714285714
"2021-03-20 00:00:00",271189,537192,31118,6595,2113683,3184850,3721991.1428571427
"2021-03-21 00:00:00",461001,121452,8940,0,2800964,3365262,3628049.714285714
"2021-03-22 00:00:00",306826,327500,17006,0,1590478,3190511.1428571427,3736372.5714285714
"2021-03-23 00:00:00",423052,722226,13240,13623,1963706,3084930.4285714286,3538846.714285714
"2021-03-24 00:00:00",512662,374293,6792,0,3784755,3255931.714285714,3418910.8571428573
"2021-03-25 00:00:00",659647,328327,424,4380,1864153,3250202.5714285714,3212059
"2021-03-26 00:00:00",355745,224686,16311,0,1284689,3020952.5714285714,3176608
"2021-03-27 00:00:00",288278,452768,11659,3635,2011605,2993547.714285714,3028236
"2021-03-28 00:00:00",524315,443002,14818,0,1839236,2911978.285714286,3130004
"2021-03-29 00:00:00",366752,326310,34361,6765,1294486,2881530.5714285714,3008114.4285714286
"2021-03-30 00:00:00",524452,588179,18458,9022,2761403,2990911.714285714,3111408.8571428573
"2021-03-31 00:00:00",507018,458636,4231,5041,1934866,2738238.8571428573,3086768.4285714286
"2021-04-01 00:00:00",548680,1081498,38403,0,2321112,2900062,3069469.5714285714
"2021-04-02 00:00:00",242031,571476,3857,0,2787221,3146226.8571428573,3224120.285714286
"2021-04-03 00:00:00",335902,661677,84320,4602,4605982,3564018.285714286,3410201.1428571427
"2021-04-04 00:00:00",333768,289361,26753,0,3091750,3695484,3332309.285714286
"2021-04-05 00:00:00",217133,334825,5196,0,2293992,3812979.8571428573,3327181
"2021-04-06 00:00:00",570019,559101,0,3575,1111124,3576166.1428571427,3479830.1428571427
"2021-04-07 00:00:00",467066,598085,0,3267,3102953,3756391.714285714,3331170.285714286
"2021-04-08 00:00:00",198853,622409,65823,0,2987489,3739946.285714286,3356001
"2021-04-09 00:00:00",1074431,545978,3948,6132,2667742,3839038.5714285714,3406902.714285714
"2021-04-10 00:00:00",183785,925986,15634,10794,1614784,3418824.1428571427,3212908.714285714
"2021-04-11 00:00:00",346068,303119,38989,0,2124659,3286139,3315646.4285714286
"2021-04-12 00:00:00",357148,383673,8919,10996,2756777,3381334.285714286,3460406.714285714
"2021-04-13 00:00:00",408819,523240,19717,6038,2582023,3566479.8571428573,3278804.1428571427
"2021-04-14 00:00:00",263472,241234,32762,0,1491070,3260360.5714285714,3596939
"2021-04-15 00:00:00",654382,538352,46147,2177,2525731,3589292.1428571427,3238046.4285714286
"2021-04-16 00:00:00",622172,758540,3821,10550,2847061,3821344.5714285714,3103412
"2021-04-17 00:00:00",669090,637372,0,0,3229953,3846778.1428571427,2648154
"2021-04-18 00:00:00",292607,665692,13264,0,3120327,3956484.4285714286,2692996.1428571427
"2021-04-19 00:00:00",595151,713204,13115,0,2852143,4093000.4285714286,2622492.285714286
"2021-04-20 00:00:00",406617,819405,26872,0,3946676,4444926.428571428,2767115.5714285714
"2021-04-21 00:00:00",618164,338667,7696,14610,2496372,4212277.285714285,2860527.285714286
"2021-04-22 00:00:00",617891,437958,3606,6154,2870567,4236475.571428572,2689367.714285714
"2021-04-23 00:00:00",409552,695278,6037,0,2010361,4076344.5714285714,2676213.714285714
"2021-04-24 00:00:00",293925,1165395,55501,3959,2923971,4062964.1428571427,2869811.8571428573
"2021-04-25 00:00:00",510063,204420,7369,0,2252586,3903328,2871981
"2021-04-26 00:00:00",426677,248425,17236,0,3205697,3863959.714285714,2691484.4285714286
"2021-04-27 00:00:00",397016,388424,104677,0,2409523,3592541.285714286,2578994.714285714
"2021-04-28 00:00:00",384896,533468,6491,15368,2563039,3596506,2603362.285714286
"2021-04-29 00:00:00",294226,216707,71728,12351,1309493,3306267.1428571427,2700543.8571428573
"2021-04-30 00:00:00",626039,497547,28218,0,1659277,3261960.5714285714,2926819.8571428573
"2021-05-01 00:00:00",437000,426639,10883,8166,1412972,2955233.285714286,3161988.714285714
"2021-05-02 00:00:00",278699,343739,9604,0,2398303,2963220.1428571427,3488044.714285714
"2021-05-03 00:00:00",259909,472723,8381,0,2606469,2884569.714285714,3771940.1428571427
"2021-05-04 00:00:00",249411,307554,97008,6959,1558580,2730265.714285714,3882110.714285714
"2021-05-05 00:00:00",477670,247632,226,7573,2227486,2652740.714285714,3722403.714285714
"2021-05-06 00:00:00",337472,491540,28335,0,4682992,3172145.5714285714,4035193.8571428573
"2021-05-07 00:00:00",738896,521257,16901,0,2528482,3314210.5714285714,3836687.4285714286
"2021-05-08 00:00:00",331367,1099546,17850,0,2563236,3559401.714285714,3828724.4285714286
"2021-05-09 00:00:00",534774,544117,9692,0,2099726,3581968,3722080.8571428573
"2021-05-10 00:00:00",463660,427998,29410,7884,2792393,3635377.1428571427,3549282.285714286
"2021-05-11 00:00:00",327220,710360,8897,3128,3139323,3916722.4285714286,3643263.1428571427
"2021-05-12 00:00:00",749999,796054,29649,8076,3115561,4165115.5714285714,3640699.714285714
"2021-05-13 00:00:00",180008,424775,37982,6429,3203837,3924071.714285714,3370633.1428571427
"2021-05-14 00:00:00",517991,79262,20627,0,2890749,3881656.285714286,3543218.285714286
"2021-05-15 00:00:00",238568,366531,0,0,2959467,3817737.4285714286,3502946.714285714
"2021-05-16 00:00:00",544744,649800,49008,0,1699206,3782658.5714285714,3548282.8571428573
"2021-05-17 00:00:00",302786,583538,4726,11258,1644609,3614883.285714286,3614621.1428571427
"2021-05-18 00:00:00",289325,252796,1137,2577,3689787,3621553.8571428573,3386941.4285714286
"2021-05-19 00:00:00",326922,536179,7337,12673,2324959,3408515.4285714286,3507871.5714285714
"2021-05-20 00:00:00",537662,338004,19427,3367,2931393,3405204,3625328.4285714286
"2021-05-21 00:00:00",454824,986730,11956,0,2773481,3507827.1428571427,3748945.4285714286
"2021-05-22 00:00:00",320421,1005685,4904,0,2988823,3615722.4285714286,3763722.285714286
"2021-05-23 00:00:00",262201,258779,43342,5189,2165925,3586105.285714286,3579573.1428571427
"2021-05-24 00:00:00",281378,621791,16465,7159,2436010,3702660.1428571427,3425474
"2021-05-25 00:00:00",500734,377092,7273,0,2797383,3623640.1428571427,3400122.1428571427
"2021-05-26 00:00:00",412962,251914,24859,1910,1712252,3508758.285714286,3342538.8571428573
"2021-05-27 00:00:00",721766,350857,59227,5475,2858255,3532433.8571428573,3198492.285714286
"2021-05-28 00:00:00",549607,739058,16223,0,1444820,3321393.4285714286,2926938.4285714286
"2021-05-29 00:00:00",388299,956805,8502,3526,2069954,3193858.4285714286,2988456.714285714
"2021-05-30 00:00:00",512191,462758,0,5436,2854762,3350959.8571428573,2934106.5714285714
"2021-05-31 00:00:00",552152,823415,25597,0,2701198,3456611.285714286,3174656.4285714286
"2021-06-01 00:00:00",513669,829927,5676,0,3196673,3579962.8571428573,3375152.5714285714
"2021-06-02 00:00:00",452797,470390,6495,0,2251731,3691036.5714285714,3363704.8571428573
"2021-06-03 00:00:00",304620,516152,11503,10895,2864141,3649855.1428571427,3479793.5714285714
"2021-06-04 00:00:00",599203,479630,0,0,3133646,3156447.5714285714,1851549.5714285714
"2021-06-05 00:00:00",633070,608386,2306,0,3902291,3564450.1428571427,1750803.5714285714
"2021-06-06 00:00:00",639607,1035066,7799,0,1794116,3549566,1744720.7142857143
"2021-06-07 00:00:00",302346,356757,1554,0,2747838,3573424,1696085.2857142857
"2021-06-08 00:00:00",312888,423087,1391,6032,3048615,3766511.4285714286,1633773.857142857
"2021-06-09 00:00:00",636363,750864,31208,0,2755056,3865091.285714286,1677117.5714285714
"2021-06-10 00:00:00",488496,753145,29630,2374,2503403,3998025.1428571427,1656021.7142857143
"2021-06-11 00:00:00",522822,348768,12579,0,2595626,3893356,1750536.857142857
"2021-06-12 00:00:00",698068,625383,37667,0,2443412,3701710.1428571427,1738134.4285714286
"2021-06-13 00:00:00",509996,485325,27157,0,2470478,3704048.285714286,1691109.5714285714
"2021-06-14 00:00:00",593061,626758,13008,4311,3110138,3838159.8571428573,1655879
"2021-06-15 00:00:00",340005,742879,14089,0,2399313,3795913,1785416.4285714286
"2021-06-16 00:00:00",522225,583660,3537,3229,2510015,3717223.714285714,1785220.5714285714
"2021-06-17 00:00:00",242863,682915,19708,3813,2796685,3712786.285714286,1801471.142857143
"2021-06-18 00:00:00",566915,254569,18454,0,3631284,3854418.714285714,1751454
"2021-06-19 00:00:00",525284,732510,0,0,2640046,3867748.5714285714,1738350.142857143
"2021-06-20 00:00:00",431853,985011,40490,6223,2485052,3932844.8571428573,1917118.7142857143
"2021-06-21 00:00:00",269208,533027,11282,0,2933255,3847058.5714285714,1986545.142857143
"2021-06-22 00:00:00",512626,503773,28501,4452,2620362,3871834,1984735.2857142857
"2021-06-23 00:00:00",640398,475969,11085,7724,3430487,4006547.8571428573,2083110.4285714286
"2021-06-24 00:00:00",238709,398289,11375,4406,2035783,3855487.714285714,2253913.1428571427
"2021-06-25 00:00:00",524595,642315,7665,1969,2951576,3806473.4285714286,2214457.285714286
"2021-06-26 00:00:00",292368,913571,5184,2617,2143153,3729195.5714285714,2280583.5714285714
"2021-06-27 00:00:00",325431,223049,1318,0,3341456,3720999.1428571427,2154847.4285714286
"2021-06-28 00:00:00",608283,722483,12314,5471,3803367,3921734.4285714286,2256382
"2021-06-29 00:00:00",520231,406937,4947,0,2044900,3822777.285714286,2273557
"2021-06-30 00:00:00",348975,363963,20527,10443,2295566,3604750.5714285714,2174812
"2021-07-01 00:00:00",565532,754763,22013,0,2193173,3725738.8571428573,2039592.4285714286
"2021-07-02 00:00:00",619088,179349,3297,0,2755884,3644238.4285714286,2320802
"2021-07-03 00:00:00",720541,346241,52722,0,3493237,3823645,2217936.285714286
"2021-07-04 00:00:00",233338,712694,42127,0,2443569,3757998.4285714286,2297623.714285714
"2021-07-05 00:00:00",226545,959368,15825,1643,2920577,3611146.8571428573,2361811.4285714286
"2021-07-06 00:00:00",452782,364154,21546,8150,1654350,3543142.285714286,2548850.4285714286
"2021-07-07 00:00:00",561210,551263,0,15303,4122708,3859000.5714285714,2853133.4285714286
"2021-07-08 00:00:00",238840,668750,18770,16573,2205451,3803701,2904979.5714285714
"2021-07-09 00:00:00",757886,578820,2428,0,2510217,3845377,2720463
"2021-07-10 00:00:00",415882,495237,38002,0,2272225,3646606.1428571427,2843344.5714285714
"2021-07-11 00:00:00",156103,220255,21456,1125,2804233,3613955.285714286,2774689.8571428573
"2021-07-12 00:00:00",383128,221101,4433,9023,1885082,3382356.5714285714,2485776.4285714286
"2021-07-13 00:00:00",524537,653790,3331,0,2733790,3584423.1428571427,2126434
"2021-07-14 00:00:00",392391,567870,16596,8992,2923780,3392872.5714285714,1907582
"2021-07-15 00:00:00",522518,498511,1810,3820,1957894,3369468.1428571427,1819392.142857143
"2021-07-16 00:00:00",418026,273604,24810,3332,2573395,3290013.4285714286,2106824.285714286
"2021-07-17 00:00:00",294298,269179,17523,0,2257052,3235257.4285714286,2157563.4285714286
"2021-07-18 00:00:00",140056,242335,5471,0,2229916,3151629.5714285714,2396737.1428571427
"2021-07-19 00:00:00",573025,481953,29815,6845,3266740,3416717,2808462.4285714286
"2021-07-20 00:00:00",538876,442821,8917,0,2333333,3332216.714285714,2897190.4285714286
"2021-07-21 00:00:00",367085,324855,18258,0,2507802,3233412.5714285714,3114055.1428571427
"2021-07-22 00:00:00",337631,240582,0,8976,2148899,3197917.4285714286,3183679
"2021-07-23 00:00:00",487780,441161,0,3496,4171617,3456615.4285714286,3139915
"2021-07-24 00:00:00",556999,553583,35814,4660,2070366,3494754.1428571427,2684803
"2021-07-25 00:00:00",639311,352762,25651,4091,2452583,3562331.1428571427,2539275.285714286
"2021-07-26 00:00:00",537259,601395,19816,8400,3128817,3794189,2291639.8571428573
"2021-07-27 00:00:00",275990,638527,0,16897,3413074,3950989,2047612
"2021-07-28 00:00:00",486096,289715,145,0,3343229,3879265.4285714286,1927184.5714285714
"2021-07-29 00:00:00",680067,446195,21545,0,2650936,3785029.285714286,1915981.857142857
"2021-07-30 00:00:00",658642,991531,34008,0,1699645,3805394.5714285714,1640273.7142857143
"2021-07-31 00:00:00",214118,426178,0,4175,3145026,3886548.1428571427,1471100
"2021-08-01 00:00:00",411087,572084,59858,0,1774376,3792691.8571428573,1469460.7142857143
"2021-08-02 00:00:00",409664,364742,21568,2596,2852021,3700535,1594877.2857142857
"2021-08-03 00:00:00",669319,353597,15947,4175,3160445,3680391.5714285714,1514022.2857142857
"2021-08-04 00:00:00",395184,409981,61713,4342,2940095,3636410.1428571427,1630052.2857142857
"2021-08-05 00:00:00",181199,840285,9298,3579,2277176,3566809.285714286,1590026.857142857
"2021-08-06 00:00:00",445740,582618,999,9810,3043009,3666573.5714285714,1779117.4285714286
"2021-08-07 00:00:00",302369,1083909,16759,0,1285823,3509339.8571428573,1950758.857142857
"2021-08-08 00:00:00",372487,328625,10463,2293,3685660,3735357.714285714,2237674.8571428573
"2021-08-09 00:00:00",326520,489143,22256,0,2641853,3710955.1428571427,2487637.8571428573
"2021-08-10 00:00:00",261919,345497,9709,0,3287512,3668262.714285714,2849521.4285714286
"2021-08-11 00:00:00",416225,503946,366,8849,1633262,3489881.714285714,3066797.4285714286
"2021-08-12 00:00:00",533396,736895,21074,11857,2478300,3557022.4285714286,3193978.285714286
"2021-08-13 00:00:00",439967,877738,56100,16966,3432709,3662923.1428571427,3255504.4285714286
"2021-08-14 00:00:00",367170,499730,29176,0,2772302,3802854.1428571427,3367886.5714285714
"2021-08-15 00:00:00",199526,906608,3021,0,2832827,3737490,3461461.8571428573
"2021-08-16 00:00:00",292826,626809,4831,0,1776994,3626302.4285714286,3283162.5714285714
"2021-08-17 00:00:00",304578,255576,0,0,2313914,3479078.285714286,3204304.1428571427
"2021-08-18 00:00:00",321582,152071,28752,14676,2087545,3485075.1428571427,3072101.1428571427
"2021-08-19 00:00:00",385126,423902,26514,2530,2447534,3414230.1428571427,3116004.1428571427
"2021-08-20 00:00:00",189074,360160,0,13908,2960119,3228484.4285714286,3098749.4285714286
"2021-08-21 00:00:00",665469,1075439,12973,0,4192322,3553888,3021341.285714286
"2021-08-22 00:00:00",366087,469317,7512,0,2300022,3439739,2943712.714285714
"2021-08-23 00:00:00",404922,628365,30492,2608,2259872,3528996.1428571427,3315829.714285714
"2021-08-24 00:00:00",320057,588277,20947,5211,2559577,3617567.714285714,3310316
"2021-08-25 00:00:00",270265,282987,13980,4346,2384854,3667825.714285714,3427781.714285714
"2021-08-26 00:00:00",318693,336888,38611,3496,2602929,3669969.8571428573,3535942.714285714
"2021-08-27 00:00:00",488281,646229,5532,0,2572343,3696987.5714285714,3450531.4285714286
"2021-08-28 00:00:00",325227,614600,17017,0,2036677,3275176,3509524.8571428573
"2021-08-29 00:00:00",526083,718117,3290,6223,2732600,3395658.285714286,3466029
"2021-08-30 00:00:00",395489,287020,2200,0,2524087,3378877.8571428573,3425794.8571428573
"2021-08-31 00:00:00",414754,564113,27080,0,1931018,3299291.714285714,3444876.1428571427
"2021-09-01 00:00:00",646302,565724,0,4961,2135299,3355842.285714286,3424239.5714285714
"2021-09-02 00:00:00",369301,795871,21913,0,3326749,3529159,3408753.4285714286
"2021-09-03 00:00:00",601583,604757,39855,2497,3007361,3606826.1428571427,3590172.5714285714
"2021-09-04 00:00:00",235269,411917,34146,0,2980218,3702258.5714285714,3578999.4285714286
"2021-09-05 00:00:00",337836,346775,35992,0,3726588,3768098.1428571427,3537056.8571428573
"2021-09-06 00:00:00",374762,726754,4558,0,3069650,3906230.5714285714,3395127.714285714
"2021-09-07 00:00:00",325341,511100,999,2389,1880767,3875320.8571428573,3329640.1428571427
"2021-09-08 00:00:00",414934,614614,10534,0,2464502,3897077.5714285714,3354964
"2021-09-09 00:00:00",574021,626553,25368,5359,2803572,3828654.5714285714,3263480.5714285714
"2021-09-10 00:00:00",408817,597170,0,0,2654860,3743624.8571428573,3063755.4285714286
"2021-09-11 00:00:00",316921,422512,17402,4953,1494656,3542895.5714285714,3024849.8571428573
"2021-09-12 00:00:00",541166,195220,0,2611,1814123,3621771.285714286,3693944.1428571427
"2021-09-13 00:00:00",416046,440625,18333,0,3085437,3272627,3698581.4285714286
"2021-09-14 00:00:00",557044,698678,41509,4665,2108665,3145817,3442511.5714285714
"2021-09-15 00:00:00",671435,464114,2903,6330,3214897,3375630.714285714,3474203.8571428573
"2021-09-16 00:00:00",704770,939725,2203,10209,3991710,3780742.5714285714,3399001.1428571427
"2021-09-17 00:00:00",286989,608632,0,0,2289872,3733311,3417389.714285714
"2021-09-18 00:00:00",199742,423995,45622,4061,3444155,3815845,3392770
"2021-09-19 00:00:00",498677,660007,32179,3890,2559282,4062344.8571428573,3020898.1428571427
"2021-09-20 00:00:00",263587,384131,40150,0,2283984,3921118,3006881.5714285714
"2021-09-21 00:00:00",433855,190221,47584,0,2049174,3822585.714285714,3368813
"2021-09-22 00:00:00",485676,943801,16438,0,2550274,3770658.4285714286,3396585.285714286
"2021-09-23 00:00:00",254937,545492,0,0,2952643,3499866,3361538.1428571427
"2021-09-24 00:00:00",536669,757569,13526,16280,3105429,3677577.5714285714,3341090.5714285714
