"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2022-12-01 00:00:00",311443,480010,9146,3443,2333101,3285245.5714285714,2063539.857142857
"2022-12-02 00:00:00",442383,177942,10519,10451,3450110,3422930.8571428573,2110001.5714285714
"2022-12-03 00:00:00",556366,510265,7941,8660,3998726,3758781.285714286,1934273.142857143
"2022-12-04 00:00:00",134769,824295,5169,0,2957540,3814362.8571428573,1908648
"2022-12-05 00:00:00",409450,469799,14654,1679,2501401,3870738.4285714286,2078454
"2022-12-06 00:00:00",515321,589644,11284,3080,1608522,3912418.8571428573,3985550.1428571427
"2022-12-07 00:00:00",332050,612188,86652,8870,4040552,4065591.5714285714,4219055.714285715
"2022-12-08 00:00:00",468455,403522,48842,5494,1923665,3992372,4288895.142857143
"2022-12-09 00:00:00",437695,706055,16940,0,2377104,3756031.285714286,4178506
"2022-12-10 00:00:00",379293,439842,21447,0,2693608,3694485.285714286,4321752.714285715
"2022-12-11 00:00:00",379352,599454,9801,5888,2455977,3684626.285714286,3994484.1428571427
"2022-12-12 00:00:00",441488,308931,4008,15091,2648183,3514044.5714285714,4163094.5714285714
"2022-12-13 00:00:00",559917,532466,4488,3336,1364116,3476397.8571428573,3960130.285714286
"2022-12-14 00:00:00",202851,588129,13270,8179,4668462,3533623.285714286,3939915.1428571427
"2022-12-15 00:00:00",342555,277803,37743,4713,2669743,3602563.1428571427,4028964.8571428573
"2022-12-16 00:00:00",735678,494430,14186,847,3015129,3705774,4090186
"2022-12-17 00:00:00",298029,766501,17955,0,2237722,3675204.714285714,4191282.4285714286
"2022-12-18 00:00:00",115436,1117477,27802,6294,3089166,3804590.714285714,4103221.5714285714
"2022-12-19 00:00:00",446999,906693,3093,0,1942178,3787628.1428571427,4050352.8571428573
"2022-12-20 00:00:00",441315,358835,29987,5707,2851509,3962346.714285714,4302091.428571428
"2022-12-21 00:00:00",330868,476986,41851,0,2669718,3682136.8571428573,4263245.142857143
"2022-12-22 00:00:00",341223,326503,9659,9764,2676339,3686555.714285714,4132653.5714285714
"2022-12-23 00:00:00",690048,214656,21034,15674,2670282,3593902.1428571427,4345001.428571428
"2022-12-24 00:00:00",449696,879374,8936,0,3227054,3771738.5714285714,4366237.142857143
"2022-12-25 00:00:00",509739,551371,42437,2528,3114700,3752395.714285714,4497635
"2022-12-26 00:00:00",290272,171355,10760,0,3098938,3791304.5714285714,4475298.571428572
"2022-12-27 00:00:00",541054,588458,6673,2283,2201310,3741651,4266243.857142857
"2022-12-28 00:00:00",493609,439118,41850,0,3162774,3829926.5714285714,4191107.4285714286
"2022-12-29 00:00:00",351993,302491,20691,4912,1930144,3722318.285714286,4162486.5714285714
"2022-12-30 00:00:00",486469,811064,45725,4309,1410022,3600303.1428571427,3970085
"2022-12-31 00:00:00",365474,500240,35904,0,3192561,3533034.4285714286,4010058.4285714286
"2023-01-01 00:00:00",520318,745617,31512,4518,2860614,3524720.8571428573,4012141.285714286
"2023-01-02 00:00:00",223831,724477,17008,4493,2345550,3488154.4285714286,4109437.5714285714
"2023-01-03 00:00:00",524380,446750,4964,8901,2998869,3580166.5714285714,4030472
"2023-01-04 00:00:00",593461,325753,19585,2981,4140602,3715170.8571428573,3913018.285714286
"2023-01-05 00:00:00",551709,747217,645,5707,2840812,3934579.1428571427,3891123.5714285714
"2023-01-06 00:00:00",247876,591749,47339,8920,2283954,3994900.285714286,4005611.8571428573
"2023-01-07 00:00:00",440656,456934,22633,0,2935624,3960852.8571428573,3986865.8571428573
"2023-01-08 00:00:00",354820,461473,10299,9044,2873064,3896013,4028573.4285714286
"2023-01-09 00:00:00",311336,487148,25502,3901,3041604,3975174.714285714,3825913.285714286
"2023-01-10 00:00:00",587057,729751,26216,2627,2341018,3932718.285714286,3810038.4285714286
"2023-01-11 00:00:00",384119,465227,11232,18525,1798034,3589112.1428571427,3785735
"2023-01-12 00:00:00",563533,165060,2170,0,2097697,3400879.4285714286,4060219.4285714286
"2023-01-13 00:00:00",159845,343356,8276,3213,2305282,3349470,3974378.285714286
"2023-01-14 00:00:00",348177,518599,9052,5293,4569709,3577324.714285714,4074287.5714285714
"2023-01-15 00:00:00",513281,815160,34166,4087,1536408,3462239.285714286,4016039.5714285714
"2023-01-16 00:00:00",260747,726253,30368,5659,3569064,3565467.714285714,4088872
"2023-01-17 00:00:00",416632,322728,7182,2984,2780343,3543067.714285714,4269164.571428572
"2023-01-18 00:00:00",258210,614518,5602,6939,2687595,3671028.5714285714,4447955.142857143
"2023-01-19 00:00:00",457672,649031,23013,9500,1993472,3714489.714285714,4215416.857142857
"2023-01-20 00:00:00",425482,526009,3978,0,2360892,3785402.5714285714,4197727.714285715
"2023-01-21 00:00:00",181277,624997,43200,2748,2235794,3447857.714285714,4094993.8571428573
"2023-01-22 00:00:00",610845,522581,25786,10515,3237035,3662666.1428571427,4242233.714285715
"2023-01-23 00:00:00",299241,501274,8355,10343,3355999,3603112.285714286,4309467.857142857
"2023-01-24 00:00:00",805981,701782,14597,4914,2549478,3681238.285714286,4266278.571428572
"2023-01-25 00:00:00",397966,555651,30757,8583,4356100,3708014.285714286,3782185.1428571427
"2023-01-26 00:00:00",469200,497583,1217,3706,2202516,3398293,3810803.5714285714
"2023-01-27 00:00:00",552003,328197,9762,0,1861867,3193501.714285714,3879228.1428571427
"2023-01-28 00:00:00",445272,568276,4476,0,2532348,3337113.285714286,4187132.8571428573
"2023-01-29 00:00:00",393471,676495,21898,8410,2709141,3407463.8571428573,4196424.857142857
"2023-01-30 00:00:00",168376,418166,15295,0,3027696,3496965.714285714,3937474.714285714
"2023-01-31 00:00:00",735430,469805,33267,0,2359750,3694670.285714286,4191404.285714286
"2023-02-01 00:00:00",387863,335121,16412,0,2941717,3456392.4285714286,4302170.142857143
"2023-02-02 00:00:00",359378,378206,3622,6827,2864848,3519057.8571428573,4135072
"2023-02-03 00:00:00",235240,642921,61123,0,3363121,3740568.8571428573,4032284.1428571427
"2023-02-04 00:00:00",544922,355954,9541,2593,3218934,3823650.5714285714,3720289.8571428573
"2023-02-05 00:00:00",779280,401148,44461,0,2691588,3838945,3517769.8571428573
"2023-02-06 00:00:00",395042,545750,12413,8270,3673171,3982532.5714285714,3819451.4285714286
"2023-02-07 00:00:00",462712,488096,31931,8817,2082438,3907638.8571428573,3530277
"2023-02-08 00:00:00",362288,647887,46486,0,3594364,4046197.8571428573,3456795.285714286
"2023-02-09 00:00:00",549905,726816,27778,9397,3102045,4160920.714285714,3631316.8571428573
"2023-02-10 00:00:00",330585,461066,41241,0,2038979,3956558.5714285714,3842122.5714285714
"2023-02-11 00:00:00",403395,643384,7762,0,2721498,3905715.1428571427,3895176.8571428573
"2023-02-12 00:00:00",295924,512005,34902,12800,2452040,3818742.714285714,4386090.142857143
"2023-02-13 00:00:00",490316,155728,29468,5785,2778413,3650894.714285714,4287857.285714285
"2023-02-14 00:00:00",360714,421133,13039,6641,2639858,3703379.1428571427,4518148.428571428
"2023-02-15 00:00:00",492409,376992,1500,1602,2211225,3479479.4285714286,4598878.142857143
"2023-02-16 00:00:00",505435,816584,5154,4912,3413621,3526588.714285714,4739198.571428572
"2023-02-17 00:00:00",601147,369629,97018,0,2785874,3666845.5714285714,4840029.428571428
"2023-02-18 00:00:00",231079,448825,5431,0,2818782,3627999.5714285714,4873532.285714285
"2023-02-19 00:00:00",384003,780650,14425,3358,2248902,3645666.4285714286,4523195
"2023-02-20 00:00:00",421657,539120,40272,0,1824652,3555093.714285714,4579443
"2023-02-21 00:00:00",450329,334313,59717,16117,1684693,3427063,4460164.714285715
"2023-02-22 00:00:00",413621,625122,27100,10549,3753247,3676478.714285714,4361740.428571428
"2023-02-23 00:00:00",576041,621769,21291,18191,2588076,3545001.714285714,4098299.4285714286
"2023-02-24 00:00:00",413907,971253,18795,4505,3787396,3736742.8571428573,4092707.5714285714
"2023-02-25 00:00:00",353526,819384,13496,2774,2263961,3729460.4285714286,4082617.4285714286
"2023-02-26 00:00:00",441244,829863,10338,12885,3176215,3877918.4285714286,4212831.428571428
"2023-02-27 00:00:00",312015,402723,16601,4938,3367695,4060528.714285714,4210514
"2023-02-28 00:00:00",632450,455681,17230,4946,3067002,4293691.428571428,4121198.1428571427
"2023-03-01 00:00:00",454002,435152,38101,4003,2805365,4137546.714285714,4030860.1428571427
"2023-03-02 00:00:00",224563,581206,1928,0,2303992,4035592.714285714,4042414.5714285714
"2023-03-03 00:00:00",513149,609063,27494,4129,3398656,3943683.5714285714,3764820.714285714
"2023-03-04 00:00:00",621871,776899,46715,0,3522106,4160033.5714285714,3910516.285714286
"2023-03-05 00:00:00",403203,513030,28599,2783,4933268,4361510.571428572,3842940
"2023-03-06 00:00:00",471764,933978,29074,5543,1479736,4192385.285714286,3644645.285714286
"2023-03-07 00:00:00",473391,597393,2458,6291,3689086,4276858,3796964
"2023-03-08 00:00:00",774813,339100,14595,3825,2287218,4231561.857142857,4010931.8571428573
"2023-03-09 00:00:00",471478,438701,2303,7662,2328704,4251156,4110810.8571428573
"2023-03-10 00:00:00",376795,551974,1113,0,1724546,3980004,4170592.8571428573
"2023-03-11 00:00:00",469867,439275,1217,13327,3814314,3947205.5714285714,3982730.8571428573
"2023-03-12 00:00:00",357134,441429,14636,2431,2758537,3617674.714285714,3934581.8571428573
"2023-03-13 00:00:00",687699,237293,6762,2577,2450607,3684081,3896857.8571428573
"2023-03-14 00:00:00",564193,558666,35227,2933,2690359,3553046.5714285714,3946058.5714285714
"2023-03-15 00:00:00",544439,521225,15009,5709,2855153,3627615.714285714,3908987
"2023-03-16 00:00:00",362753,626405,4132,11486,3128332,3761273.285714286,4273398.857142857
"2023-03-17 00:00:00",618822,843164,26508,0,2233152,3845410,4110830.5714285714
"2023-03-18 00:00:00",443286,447386,15772,11522,2731910,3893055,3847831.5714285714
"2023-03-19 00:00:00",450122,395564,21594,0,3160233,4027268.714285714,3752115.285714286
"2023-03-20 00:00:00",226208,697932,42540,11826,2730284,3927558.4285714286,3494811.285714286
"2023-03-21 00:00:00",756396,404674,33858,0,2053818,3795205.8571428573,3528178.4285714286
"2023-03-22 00:00:00",565974,419511,25710,11644,2257597,3681446.4285714286,3594099.1428571427
"2023-03-23 00:00:00",485913,514597,26665,3082,2692997,3622895.714285714,3623928
"2023-03-24 00:00:00",555249,715161,14749,3944,3103360,3718727,4023859.1428571427
"2023-03-25 00:00:00",220647,736518,50911,8728,2139360,3648196.714285714,4449203.857142857
"2023-03-26 00:00:00",507277,726418,16698,4152,2808137,3653221,4531361
"2023-03-27 00:00:00",476637,291041,40992,8747,2144168,3546477.714285714,4446185.857142857
"2023-03-28 00:00:00",613126,381429,7574,10645,2830887,3631465.8571428573,4324903.714285715
"2023-03-29 00:00:00",698321,451657,5372,7781,2300198,3657593.5714285714,4106400.285714286
"2023-03-30 00:00:00",413725,676764,31698,0,3336732,3762688.4285714286,3742234.1428571427
"2023-03-31 00:00:00",363958,917504,9608,0,3292249,3789953.285714286,3708014.285714286
"2023-04-01 00:00:00",559928,622806,34551,0,2634992,3889398,3398293
"2023-04-02 00:00:00",270807,566465,10028,0,3102386,3873255.714285714,3193501.714285714
"2023-04-03 00:00:00",615579,408422,18792,9230,2031471,3890671.1428571427,3337113.285714286
"2023-04-04 00:00:00",532211,513894,15909,4478,2348312,3829405.8571428573,3407463.8571428573
"2023-04-05 00:00:00",442185,247853,21341,3213,3278615,3905102.8571428573,3496965.714285714
"2023-04-06 00:00:00",327941,676702,34014,0,3548676,3923447.5714285714,3694670.285714286
"2023-04-07 00:00:00",600229,590688,25376,5523,3880770,3997628.5714285714,3456392.4285714286
"2023-04-08 00:00:00",342304,610671,29307,2283,3704628,4117188,3519057.8571428573
"2023-04-09 00:00:00",360218,562039,40496,7843,3321863,4166155.5714285714,3740568.8571428573
"2023-04-10 00:00:00",223826,946387,26142,0,3030367,4329473.714285715,3823650.5714285714
"2023-04-11 00:00:00",575154,821802,34379,16065,4103634,4634649.142857143,3838945
"2023-04-12 00:00:00",478106,467081,50164,15787,2427996,4555495.714285715,3982532.5714285714
"2023-04-13 00:00:00",458750,454218,38617,0,3612366,4552155.571428572,3907638.8571428573
"2023-04-14 00:00:00",459204,519957,37765,4615,3172219,4422323.285714285,4046197.8571428573
"2023-04-15 00:00:00",398193,762045,38540,0,2134559,4228629.428571428,4160920.714285714
"2023-04-16 00:00:00",503359,751742,3913,15785,3789677,4338917.714285715,3956558.5714285714
"2023-04-17 00:00:00",451587,512503,19235,0,2527515,4236649,3905715.1428571427
"2023-04-18 00:00:00",512588,349715,35804,18459,3599013,4088727,3818742.714285714
"2023-04-19 00:00:00",336071,614877,11933,3414,2474863,4089016.1428571427,3650894.714285714
"2023-04-20 00:00:00",299590,671922,5847,5038,3897383,4134134.714285714,3703379.1428571427
"2023-04-21 00:00:00",573286,463015,24526,7982,2756224,4081459.714285714,3479479.4285714286
"2023-04-22 00:00:00",645054,730729,28255,0,3689377,4332899.571428572,3526588.714285714
"2023-04-23 00:00:00",359880,561463,44075,0,2812200,4149062.5714285714,3666845.5714285714
"2023-04-24 00:00:00",758596,438979,8316,3164,2725420,4209581.714285715,3627999.5714285714
"2023-04-25 00:00:00",277475,562806,11854,0,3525778,4189915,3645666.4285714286
"2023-04-26 00:00:00",384786,253361,19873,0,2043229,4084213.5714285714,3555093.714285714
"2023-04-27 00:00:00",635172,485469,9660,0,3181414,4003061.285714286,3427063
"2023-04-28 00:00:00",446898,493642,15154,1586,1865684,3859908.4285714286,3676478.714285714
"2023-04-29 00:00:00",530732,410790,32159,0,4166601,3866603.714285714,3545001.714285714
"2023-04-30 00:00:00",579800,476551,5578,5895,2403915,3822906.714285714,3736742.8571428573
"2023-05-01 00:00:00",283128,485692,15687,0,4230595,3977282,3729460.4285714286
"2023-05-02 00:00:00",708046,770070,21942,6025,1975353,3849214,3877918.4285714286
"2023-05-03 00:00:00",585457,485425,16705,8714,3818768,4165474,4060528.714285714
"2023-05-04 00:00:00",351074,721931,40405,0,1897543,3979650.8571428573,4293691.428571428
"2023-05-05 00:00:00",376555,357549,1415,2120,2477709,3812292.714285714,4174187.5714285714
"2023-05-06 00:00:00",481422,877320,32354,5195,3679784,4196805.857142857,3604854.285714286
"2023-05-07 00:00:00",629140,795183,101362,3493,2304370,4143606.285714286,3489955
"2023-05-08 00:00:00",591625,472320,67155,0,3604680,4250779.142857143,3834320.1428571427
"2023-05-09 00:00:00",560832,613817,1415,4087,2977796,4339266.857142857,3904114.8571428573
"2023-05-10 00:00:00",586550,680857,25345,11384,2951444,4429275.285714285,4088397.8571428573
"2023-05-11 00:00:00",616794,975732,42768,0,3841674,4463872,4317769.857142857
"2023-05-12 00:00:00",280193,702402,20066,0,3550191,4584109.285714285,4006990.5714285714
"2023-05-13 00:00:00",327870,514765,5497,4278,2695671,4365824.142857143,4125582.4285714286
"2023-05-14 00:00:00",558875,584794,2432,0,3812006,4526475.285714285,4135637.285714286
"2023-05-15 00:00:00",327493,285420,61536,6298,3266049,4413763.285714285,4011980.5714285714
"2023-05-16 00:00:00",581609,602990,25983,14560,2856115,4402807.428571428,4081225.4285714286
"2023-05-17 00:00:00",405799,554710,25428,0,3684262,4462038.714285715,4095993.8571428573
"2023-05-18 00:00:00",462314,381023,24659,14228,2993418,4233277.857142857,3842294.285714286
"2023-05-19 00:00:00",355810,531408,11015,0,2642749,4088725,3911840.8571428573
"2023-05-20 00:00:00",362496,732860,44600,6492,4036058,4322214.428571428,3770155.285714286
"2023-05-21 00:00:00",355608,363006,16643,11904,1769504,3973437.1428571427,3656973.8571428573
"2023-05-22 00:00:00",205135,315785,17077,11427,1946054,3766106.1428571427,3633240.285714286
"2023-05-23 00:00:00",531654,366959,30968,3257,1278025,3498907.1428571427,3516589.714285714
"2023-05-24 00:00:00",683149,346074,4285,0,2913363,3395574.5714285714,3705354.714285714
"2023-05-25 00:00:00",469815,843901,27526,0,4796529,3718735.8571428573,4084327
