seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
12655,704717,96,43812424,81',Jude Bellingham (Real Madrid) is shown the yellow card.,2024-09-23 05:36:57
12655,704717,97,43812425,81',Vinícius Júnior (Real Madrid) is shown the yellow card.,2024-09-23 05:36:57
12655,704717,98,43812474,82',"Corner, Espanyol. Conceded by Luka Modric.",2024-09-23 05:36:57
12655,704717,99,43812477,83',Attempt blocked. Leandro Cabrera (Espanyol) header from the centre of the box is blocked. Assisted by Irvin Cardona with a headed pass.,2024-09-23 05:36:57
12655,704717,100,43812480,83',"Substitution, Real Madrid. Antonio Rüdiger replaces Jude Bellingham.",2024-09-23 05:36:57
12655,704717,101,43812481,84',"Substitution, Real Madrid. Endrick replaces Rodrygo.",2024-09-23 05:36:57
12655,704717,102,43812572,87',Penalty Real Madrid. Endrick draws a foul in the penalty area.,2024-09-23 05:36:57
12655,704717,103,43812572,87',Penalty conceded by Carlos Romero (Espanyol) after a foul in the penalty area.,2024-09-23 05:36:57
12655,704717,104,43812573,88',Carlos Romero (Espanyol) is shown the yellow card for a bad foul.,2024-09-23 05:36:57
12655,704717,105,43812592,90',"Goal! Real Madrid 4, Espanyol 1. Kylian Mbappé (Real Madrid) converts the penalty with a right footed shot to the bottom right corner.",2024-09-23 05:36:57
12655,704717,106,-1,90',Fourth official has announced 4 minutes of added time.,2024-09-23 05:36:57
12655,704717,107,43812650,90'+3',Attempt missed. Endrick (Real Madrid) left footed shot from the right side of the box is just a bit too high. Assisted by Kylian Mbappé.,2024-09-23 05:36:57
12655,704717,108,43812688,90'+4',"Second Half ends, Real Madrid 4, Espanyol 1.",2024-09-23 05:36:57
12655,704717,109,-1,,"Match ends, Real Madrid 4, Espanyol 1.",2024-09-23 05:36:57
12655,704718,0,-1,,Lineups are announced and players are warming up.,2024-09-25 05:39:55
12655,704718,1,43831157,,First Half begins.,2024-09-25 05:39:55
12655,704718,2,43831163,4',Foul by Samú Costa (Mallorca).,2024-09-25 05:39:55
12655,704718,3,43831163,4',Giovani Lo Celso (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,4,43831169,7',"Goal! Real Betis 1, Mallorca 0. Giovani Lo Celso (Real Betis) left footed shot from outside the box to the top right corner. Assisted by Sergi Altimira.",2024-09-25 05:39:55
12655,704718,5,43831172,8',"Goal! Real Betis 1, Mallorca 1. Dani Rodríguez (Mallorca) right footed shot from the centre of the box to the bottom right corner. Assisted by Cyle Larin.",2024-09-25 05:39:55
12655,704718,6,43831178,9',Foul by Samú Costa (Mallorca).,2024-09-25 05:39:55
12655,704718,7,43831178,9',Giovani Lo Celso (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,8,43831190,12',Foul by Vitor Roque (Real Betis).,2024-09-25 05:39:55
12655,704718,9,43831190,12',Martin Valjent (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,10,43831211,17',Attempt saved. Vitor Roque (Real Betis) left footed shot from the left side of the box is saved in the centre of the goal. Assisted by Sergi Altimira with a through ball.,2024-09-25 05:39:55
12655,704718,11,-1,17',"Corner, Real Betis. Conceded by Dominik Greif.",2024-09-25 05:39:55
12655,704718,12,43831212,17',Dani Rodríguez (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,13,43831212,17',Foul by Abde Ezzalzouli (Real Betis).,2024-09-25 05:39:55
12655,704718,14,-1,17',Delay in match because of an injury Dominik Greif (Mallorca).,2024-09-25 05:39:55
12655,704718,15,-1,19',Delay over. They are ready to continue.,2024-09-25 05:39:55
12655,704718,16,43831218,20',Chimy Ávila (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,17,43831218,20',Foul by Samú Costa (Mallorca).,2024-09-25 05:39:55
12655,704718,18,43831224,20',Foul by Robert Navarro (Mallorca).,2024-09-25 05:39:55
12655,704718,19,43831224,20',Sergi Altimira (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,20,43831230,21',Foul by Héctor Bellerín (Real Betis).,2024-09-25 05:39:55
12655,704718,21,43831230,21',Sergi Darder (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,22,43831231,21',Héctor Bellerín (Real Betis) is shown the yellow card for a bad foul.,2024-09-25 05:39:55
12655,704718,23,43831242,23',Attempt blocked. Vitor Roque (Real Betis) right footed shot from outside the box is blocked.,2024-09-25 05:39:55
12655,704718,24,43831244,23',"Corner, Real Betis. Conceded by Omar Mascarell.",2024-09-25 05:39:55
12655,704718,25,43831247,23',Attempt saved. Vitor Roque (Real Betis) with an attempt from the centre of the box is saved in the centre of the goal. Assisted by Marc Roca with a cross.,2024-09-25 05:39:55
12655,704718,26,43831261,24',Foul by Héctor Bellerín (Real Betis).,2024-09-25 05:39:55
12655,704718,27,43831261,24',Johan Mojica (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,28,43831284,29',Foul by Vitor Roque (Real Betis).,2024-09-25 05:39:55
12655,704718,29,43831284,29',Omar Mascarell (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,30,43831291,30',Foul by Chimy Ávila (Real Betis).,2024-09-25 05:39:55
12655,704718,31,43831291,30',Samú Costa (Mallorca) wins a free kick on the left wing.,2024-09-25 05:39:55
12655,704718,32,43831298,33',"Corner, Mallorca. Conceded by Abde Ezzalzouli.",2024-09-25 05:39:55
12655,704718,33,43831304,33',Attempt saved. Samú Costa (Mallorca) header from the centre of the box is saved in the centre of the goal. Assisted by Robert Navarro with a cross.,2024-09-25 05:39:55
12655,704718,34,43831306,33',Foul by Giovani Lo Celso (Real Betis).,2024-09-25 05:39:55
12655,704718,35,43831306,33',Samú Costa (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,36,43831313,34',Chimy Ávila (Real Betis) is shown the yellow card.,2024-09-25 05:39:55
12655,704718,37,-1,34',Delay in match because of an injury Samú Costa (Mallorca).,2024-09-25 05:39:55
12655,704718,38,-1,35',Delay in match (Real Betis). VAR checking.,2024-09-25 05:39:55
12655,704718,39,43831314,35',VAR Decision: No Red Card Giovani Lo Celso (Real Betis).,2024-09-25 05:39:55
12655,704718,40,-1,35',Delay over. They are ready to continue.,2024-09-25 05:39:55
12655,704718,41,43831330,35',Giovani Lo Celso (Real Betis) is shown the yellow card for a bad foul.,2024-09-25 05:39:55
12655,704718,42,43831344,38',Attempt blocked. Abde Ezzalzouli (Real Betis) right footed shot from the centre of the box is blocked. Assisted by Ricardo Rodríguez with a cross.,2024-09-25 05:39:55
12655,704718,43,43831345,38',Cyle Larin (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,44,43831345,38',Foul by Diego Llorente (Real Betis).,2024-09-25 05:39:55
12655,704718,45,43831354,40',Attempt missed. Sergi Altimira (Real Betis) left footed shot from outside the box misses to the left.,2024-09-25 05:39:55
12655,704718,46,43831363,41',Attempt missed. Samú Costa (Mallorca) left footed shot from outside the box misses to the right. Assisted by Robert Navarro.,2024-09-25 05:39:55
12655,704718,47,43831376,41',Attempt saved. Robert Navarro (Mallorca) right footed shot from the left side of the box is saved in the centre of the goal.,2024-09-25 05:39:55
12655,704718,48,43831355,41',"Offside, Mallorca. Sergi Darder is caught offside.",2024-09-25 05:39:55
12655,704718,49,43831366,42',Foul by Omar Mascarell (Mallorca).,2024-09-25 05:39:55
12655,704718,50,43831366,42',Marc Roca (Real Betis) wins a free kick in the attacking half.,2024-09-25 05:39:55
12655,704718,51,43831381,43',Attempt blocked. Abde Ezzalzouli (Real Betis) right footed shot from outside the box is blocked. Assisted by Vitor Roque.,2024-09-25 05:39:55
12655,704718,52,43831389,45',Foul by Dani Rodríguez (Mallorca).,2024-09-25 05:39:55
12655,704718,53,43831389,45',Sergi Altimira (Real Betis) wins a free kick in the attacking half.,2024-09-25 05:39:55
12655,704718,54,-1,45',Fourth official has announced 4 minutes of added time.,2024-09-25 05:39:55
12655,704718,55,43831397,45'+2',Hand ball by Samú Costa (Mallorca).,2024-09-25 05:39:55
12655,704718,56,-1,45'+4',"First Half ends, Real Betis 1, Mallorca 1.",2024-09-25 05:39:55
12655,704718,57,-1,45',"Second Half begins Real Betis 1, Mallorca 1.",2024-09-25 05:39:55
12655,704718,58,43831477,48',Abde Ezzalzouli (Real Betis) hits the right post with a right footed shot from the left side of the box. Assisted by Héctor Bellerín.,2024-09-25 05:39:55
12655,704718,59,43831472,49',Attempt missed. Abde Ezzalzouli (Real Betis) header from the centre of the box is too high. Assisted by Chimy Ávila with a cross.,2024-09-25 05:39:55
12655,704718,60,43831479,50',Hand ball by Sergi Darder (Mallorca).,2024-09-25 05:39:55
12655,704718,61,43831485,51',Attempt saved. Vitor Roque (Real Betis) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Chimy Ávila.,2024-09-25 05:39:55
12655,704718,62,43831489,53',Attempt blocked. Sergi Altimira (Real Betis) left footed shot from outside the box is blocked. Assisted by Abde Ezzalzouli.,2024-09-25 05:39:55
12655,704718,63,43831494,57',"Offside, Mallorca. Cyle Larin is caught offside.",2024-09-25 05:39:55
12655,704718,64,43831505,59',"Corner, Real Betis. Conceded by Martin Valjent.",2024-09-25 05:39:55
12655,704718,65,43831511,59',Attempt missed. Sergi Altimira (Real Betis) right footed shot from outside the box is high and wide to the right. Assisted by Giovani Lo Celso following a corner.,2024-09-25 05:39:55
12655,704718,66,43831523,61',Foul by Dani Rodríguez (Mallorca).,2024-09-25 05:39:55
12655,704718,67,43831523,61',Giovani Lo Celso (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,68,43831537,63',Attempt saved. Robert Navarro (Mallorca) header from the centre of the box is saved in the centre of the goal. Assisted by Johan Mojica with a cross.,2024-09-25 05:39:55
12655,704718,69,43831540,64',Hand ball by Dani Rodríguez (Mallorca).,2024-09-25 05:39:55
12655,704718,70,43831542,65',Dani Rodríguez (Mallorca) is shown the yellow card.,2024-09-25 05:39:55
12655,704718,71,43831552,66',"Corner, Real Betis. Conceded by Antonio Sánchez.",2024-09-25 05:39:55
12655,704718,72,43831554,67',"Corner, Real Betis. Conceded by Cyle Larin.",2024-09-25 05:39:55
12655,704718,73,43831561,69',"Substitution, Real Betis. Cédric Bakambu replaces Vitor Roque.",2024-09-25 05:39:55
12655,704718,74,43831563,69',"Substitution, Real Betis. Romain Perraud replaces Ricardo Rodríguez.",2024-09-25 05:39:55
12655,704718,75,43831562,69',"Substitution, Real Betis. Pablo Fornals replaces Chimy Ávila.",2024-09-25 05:39:55
12655,704718,76,43831565,69',Foul by Giovani Lo Celso (Real Betis).,2024-09-25 05:39:55
12655,704718,77,43831565,69',Robert Navarro (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,78,-1,70',Delay in match because of an injury Martin Valjent (Mallorca).,2024-09-25 05:39:55
12655,704718,79,-1,71',Delay over. They are ready to continue.,2024-09-25 05:39:55
12655,704718,80,43831574,71',"Substitution, Mallorca. Copete replaces Martin Valjent because of an injury.",2024-09-25 05:39:55
12655,704718,81,43831576,72',Attempt saved. Dani Rodríguez (Mallorca) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Johan Mojica with a cross.,2024-09-25 05:39:55
12655,704718,82,43831594,73',Foul by Dani Rodríguez (Mallorca).,2024-09-25 05:39:55
12655,704718,83,43831594,73',Natan (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,84,43831595,75',Foul by Héctor Bellerín (Real Betis).,2024-09-25 05:39:55
12655,704718,85,43831595,75',Sergi Darder (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,86,43831596,76',"Substitution, Mallorca. Abdón Prats replaces Cyle Larin.",2024-09-25 05:39:55
12655,704718,87,43831597,76',"Substitution, Mallorca. Chiquinho replaces Dani Rodríguez.",2024-09-25 05:39:55
12655,704718,88,43831598,76',"Substitution, Mallorca. Valery Fernández replaces Robert Navarro.",2024-09-25 05:39:55
12655,704718,89,43831600,77',Cédric Bakambu (Real Betis) wins a free kick in the attacking half.,2024-09-25 05:39:55
12655,704718,90,43831600,77',Foul by Copete (Mallorca).,2024-09-25 05:39:55
12655,704718,91,43831602,77',"Corner, Mallorca. Conceded by Natan.",2024-09-25 05:39:55
12655,704718,92,43831607,79',Foul by Valery Fernández (Mallorca).,2024-09-25 05:39:55
12655,704718,93,43831607,79',Romain Perraud (Real Betis) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,94,43831616,81',Foul by Copete (Mallorca).,2024-09-25 05:39:55
12655,704718,95,43831616,81',Giovani Lo Celso (Real Betis) wins a free kick on the left wing.,2024-09-25 05:39:55
12655,704718,96,43831617,81',Copete (Mallorca) is shown the yellow card for a bad foul.,2024-09-25 05:39:55
12655,704718,97,43831618,81',"Substitution, Real Betis. Juanmi replaces Abde Ezzalzouli.",2024-09-25 05:39:55
12655,704718,98,43831619,81',"Substitution, Real Betis. Aitor Ruibal replaces Sergi Altimira.",2024-09-25 05:39:55
12655,704718,99,43831623,84',Attempt saved. Giovani Lo Celso (Real Betis) left footed shot from outside the box is saved in the bottom right corner. Assisted by Pablo Fornals.,2024-09-25 05:39:55
12655,704718,100,43831632,86',Abdón Prats (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,101,43831632,86',Foul by Diego Llorente (Real Betis).,2024-09-25 05:39:55
12655,704718,102,-1,86',"Offside, Mallorca. Abdón Prats is caught offside.",2024-09-25 05:39:55
12655,704718,103,43831634,87',"Substitution, Mallorca. Toni Lato replaces Sergi Darder.",2024-09-25 05:39:55
12655,704718,104,43831638,87',Chiquinho (Mallorca) wins a free kick in the defensive half.,2024-09-25 05:39:55
12655,704718,105,43831638,87',Foul by Marc Roca (Real Betis).,2024-09-25 05:39:55
12655,704718,106,43831641,89',"Corner, Real Betis. Conceded by Antonio Sánchez.",2024-09-25 05:39:55
12655,704718,107,43831645,89',Attempt missed. Marc Roca (Real Betis) header from the left side of the six yard box is high and wide to the left. Assisted by Pablo Fornals with a cross following a corner.,2024-09-25 05:39:55
12655,704718,108,43831650,90',Attempt blocked. Marc Roca (Real Betis) left footed shot from outside the box is blocked.,2024-09-25 05:39:55
12655,704718,109,43831659,90',Attempt saved. Aitor Ruibal (Real Betis) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Marc Roca with a cross.,2024-09-25 05:39:55
12655,704718,110,-1,90',Fourth official has announced 4 minutes of added time.,2024-09-25 05:39:55
12655,704718,111,43831654,90'+1',"Offside, Real Betis. Cédric Bakambu is caught offside.",2024-09-25 05:39:55
12655,704718,112,-1,90'+3',"Corner, Mallorca. Conceded by Marc Roca.",2024-09-25 05:39:55
12655,704718,113,43831667,90'+3',"Goal! Real Betis 1, Mallorca 2. Valery Fernández (Mallorca) left footed shot from the centre of the box to the bottom left corner. Assisted by Samú Costa with a headed pass following a corner.",2024-09-25 05:39:55
12655,704718,114,43831676,90'+5',Mateu Morey (Mallorca) is shown the yellow card.,2024-09-25 05:39:55
12655,704718,115,-1,90'+6',"Second Half ends, Real Betis 1, Mallorca 2.",2024-09-25 05:39:55
12655,704718,116,-1,,"Match ends, Real Betis 1, Mallorca 2.",2024-09-25 05:39:55
12655,704719,0,-1,,Lineups are announced and players are warming up.,2024-09-23 05:36:57
12655,704719,1,-1,,First Half begins.,2024-09-23 05:36:57
12655,704719,2,43820841,1',"Corner, Athletic Club. Conceded by Jailson.",2024-09-24 05:41:59
12655,704719,3,43820843,1',Attempt missed. Gorka Guruzeta (Athletic Club) header from the centre of the box is high and wide to the left. Assisted by Óscar De Marcos with a cross following a corner.,2024-09-23 05:36:57
12655,704719,4,-1,3',Delay in match because of an injury Óscar Mingueza (Celta Vigo).,2024-09-24 05:41:59
12655,704719,5,-1,3',Delay over. They are ready to continue.,2024-09-24 05:41:59
12655,704719,6,43820912,4',Attempt blocked. Oihan Sancet (Athletic Club) left footed shot from the centre of the box is blocked. Assisted by Iñaki Williams Arthuer.,2024-09-23 05:36:57
12655,704719,7,43820889,4',"Goal! Athletic Club 1, Celta Vigo 0. Gorka Guruzeta (Athletic Club) right footed shot from the centre of the box to the bottom left corner.",2024-09-23 05:36:57
12655,704719,8,43820935,5',"Substitution, Celta Vigo. Marcos Alonso replaces Óscar Mingueza because of an injury.",2024-09-24 05:41:59
12655,704719,9,43820936,6',Foul by Mikel Jauregizar (Athletic Club).,2024-09-24 05:41:59
12655,704719,10,43820936,6',Jonathan Bamba (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,11,43820938,6',Foul by Jailson (Celta Vigo).,2024-09-24 05:41:59
12655,704719,12,43820938,6',Iñaki Williams Arthuer (Athletic Club) wins a free kick on the right wing.,2024-09-24 05:41:59
12655,704719,13,43820941,7',Attempt missed. Tasos Douvikas (Celta Vigo) right footed shot from the right side of the box is high and wide to the right. Assisted by Iago Aspas.,2024-09-24 05:41:59
12655,704719,14,43820962,7',Damián Rodríguez (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,15,43820962,7',Foul by Oihan Sancet (Athletic Club).,2024-09-24 05:41:59
12655,704719,16,43821025,12',Foul by Mikel Jauregizar (Athletic Club).,2024-09-23 05:36:57
12655,704719,17,43821025,12',Jonathan Bamba (Celta Vigo) wins a free kick in the defensive half.,2024-09-23 05:36:57
12655,704719,18,43821027,12',Foul by Aitor Paredes (Athletic Club).,2024-09-24 05:41:59
12655,704719,19,43821027,12',Tasos Douvikas (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,20,43821029,13',Adama Boiro (Athletic Club) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,21,43821029,13',Foul by Hugo Álvarez (Celta Vigo).,2024-09-24 05:41:59
12655,704719,22,43821048,15',Foul by Óscar De Marcos (Athletic Club).,2024-09-24 05:41:59
12655,704719,23,43821048,15',Marcos Alonso (Celta Vigo) wins a free kick on the left wing.,2024-09-24 05:41:59
12655,704719,24,43821060,16',"Corner, Celta Vigo. Conceded by Dani Vivian.",2024-09-24 05:41:59
12655,704719,25,43821097,19',Foul by Dani Vivian (Athletic Club).,2024-09-24 05:41:59
12655,704719,26,43821097,19',Jonathan Bamba (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,27,43821100,20',Attempt blocked. Hugo Álvarez (Celta Vigo) right footed shot from the right side of the box is blocked. Assisted by Javi Rodríguez.,2024-09-24 05:41:59
12655,704719,28,43821101,20',"Corner, Celta Vigo. Conceded by Adama Boiro.",2024-09-23 05:36:57
12655,704719,29,43821102,20',Alex Berenguer (Athletic Club) is shown the yellow card for a bad foul.,2024-09-24 05:41:59
12655,704719,30,43821117,20',Attempt blocked. Carl Starfelt (Celta Vigo) right footed shot from the centre of the box is blocked. Assisted by Hugo Sotelo with a cross.,2024-09-24 05:41:59
12655,704719,31,43821142,23',Penalty Celta Vigo. Iago Aspas draws a foul in the penalty area.,2024-09-24 05:41:59
12655,704719,32,43821142,23',Penalty conceded by Julen Agirrezabala (Athletic Club) after a foul in the penalty area.,2024-09-24 05:41:59
12655,704719,33,43821173,25',"Goal! Athletic Club 1, Celta Vigo 1. Iago Aspas (Celta Vigo) converts the penalty with a left footed shot to the centre of the goal.",2024-09-24 05:41:59
12655,704719,34,43821248,29',Foul by Iñaki Williams Arthuer (Athletic Club).,2024-09-24 05:41:59
12655,704719,35,43821248,29',Marcos Alonso (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,36,43821267,30',Foul by Aitor Paredes (Athletic Club).,2024-09-24 05:41:59
12655,704719,37,43821267,30',Hugo Sotelo (Celta Vigo) wins a free kick on the right wing.,2024-09-24 05:41:59
12655,704719,38,43821268,30',Aitor Paredes (Athletic Club) is shown the yellow card for a bad foul.,2024-09-24 05:41:59
12655,704719,39,43821280,31',Foul by Damián Rodríguez (Celta Vigo).,2024-09-24 05:41:59
12655,704719,40,43821280,31',Gorka Guruzeta (Athletic Club) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,41,43821317,33',Foul by Beñat Prados (Athletic Club).,2024-09-24 05:41:59
12655,704719,42,43821317,33',Hugo Sotelo (Celta Vigo) wins a free kick in the attacking half.,2024-09-24 05:41:59
12655,704719,43,43821343,35',Attempt saved. Marcos Alonso (Celta Vigo) left footed shot from the centre of the box is saved in the bottom left corner. Assisted by Jonathan Bamba with a cross.,2024-09-24 05:41:59
12655,704719,44,43821376,35',"Offside, Athletic Club. Gorka Guruzeta is caught offside.",2024-09-24 05:41:59
12655,704719,45,43821400,37',"Offside, Celta Vigo. Iago Aspas is caught offside.",2024-09-24 05:41:59
12655,704719,46,43821388,38',Foul by Jailson (Celta Vigo).,2024-09-24 05:41:59
12655,704719,47,43821388,38',Oihan Sancet (Athletic Club) wins a free kick on the right wing.,2024-09-24 05:41:59
12655,704719,48,43821418,39',"Goal! Athletic Club 2, Celta Vigo 1. Gorka Guruzeta (Athletic Club) header from the centre of the box to the bottom left corner. Assisted by Alex Berenguer with a cross.",2024-09-24 05:41:59
12655,704719,49,43821437,41',"Corner, Athletic Club. Conceded by Hugo Álvarez.",2024-09-23 05:36:57
12655,704719,50,43821461,42',Foul by Carl Starfelt (Celta Vigo).,2024-09-24 05:41:59
12655,704719,51,43821461,42',Gorka Guruzeta (Athletic Club) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,52,43821470,44',Foul by Adama Boiro (Athletic Club).,2024-09-24 05:41:59
12655,704719,53,43821470,44',Javi Rodríguez (Celta Vigo) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,54,-1,45',Fourth official has announced 3 minutes of added time.,2024-09-23 05:36:57
12655,704719,55,43821501,45'+1',Foul by Carl Starfelt (Celta Vigo).,2024-09-23 05:36:57
12655,704719,56,43821501,45'+1',Gorka Guruzeta (Athletic Club) wins a free kick in the attacking half.,2024-09-23 05:36:57
12655,704719,57,43821523,45'+4',"First Half ends, Athletic Club 2, Celta Vigo 1.",2024-09-23 05:36:57
12655,704719,58,43821756,45',"Second Half begins Athletic Club 2, Celta Vigo 1.",2024-09-23 05:36:57
12655,704719,59,43821755,45',"Substitution, Athletic Club. Álex Padilla replaces Julen Agirrezabala because of an injury.",2024-09-23 05:36:57
12655,704719,60,43821776,47',Beñat Prados (Athletic Club) wins a free kick in the attacking half.,2024-09-24 05:41:59
12655,704719,61,43821776,47',Foul by Iago Aspas (Celta Vigo).,2024-09-24 05:41:59
12655,704719,62,43821818,48',Attempt saved. Alex Berenguer (Athletic Club) right footed shot from the left side of the box is saved in the bottom left corner.,2024-09-24 05:41:59
12655,704719,63,43821836,50',Foul by Hugo Sotelo (Celta Vigo).,2024-09-24 05:41:59
12655,704719,64,43821836,50',Oihan Sancet (Athletic Club) wins a free kick in the attacking half.,2024-09-24 05:41:59
12655,704719,65,43821837,50',Hugo Sotelo (Celta Vigo) is shown the yellow card for a bad foul.,2024-09-24 05:41:59
12655,704719,66,43821857,52',Foul by Beñat Prados (Athletic Club).,2024-09-24 05:41:59
12655,704719,67,43821857,52',Iago Aspas (Celta Vigo) wins a free kick in the attacking half.,2024-09-24 05:41:59
12655,704719,68,43821858,52',Beñat Prados (Athletic Club) is shown the yellow card for a bad foul.,2024-09-24 05:41:59
12655,704719,69,43821885,54',Attempt blocked. Mikel Jauregizar (Athletic Club) right footed shot from outside the box is blocked.,2024-09-24 05:41:59
12655,704719,70,-1,54',"Corner, Athletic Club. Conceded by Damián Rodríguez.",2024-09-24 05:41:59
12655,704719,71,43821888,55',Attempt missed. Dani Vivian (Athletic Club) header from the centre of the box misses to the left. Assisted by Mikel Jauregizar with a cross following a corner.,2024-09-24 05:41:59
12655,704719,72,43821921,57',Attempt saved. Oihan Sancet (Athletic Club) right footed shot from outside the box is saved in the top right corner.,2024-09-24 05:41:59
12655,704719,73,43821944,58',"Attempt missed. Jonathan Bamba (Celta Vigo) left footed shot from a difficult angle on the left is close, but misses to the left. Assisted by Marcos Alonso.",2024-09-24 05:41:59
12655,704719,74,43822020,63',"Substitution, Celta Vigo. Ilaix Moriba replaces Hugo Sotelo.",2024-09-23 05:36:57
12655,704719,75,43822021,63',"Substitution, Celta Vigo. Carlos Domínguez replaces Jailson.",2024-09-24 05:41:59
12655,704719,76,43822074,65',"Substitution, Athletic Club. Íñigo Lekue replaces Adama Boiro.",2024-09-24 05:41:59
12655,704719,77,43822075,65',"Substitution, Athletic Club. Íñigo Ruíz de Galarreta replaces Mikel Jauregizar.",2024-09-24 05:41:59
12655,704719,78,43822077,66',Foul by Hugo Álvarez (Celta Vigo).,2024-09-24 05:41:59
12655,704719,79,43822077,66',Íñigo Ruíz de Galarreta (Athletic Club) wins a free kick on the left wing.,2024-09-24 05:41:59
12655,704719,80,43822120,67',"Substitution, Celta Vigo. Williot Swedberg replaces Hugo Álvarez.",2024-09-24 05:41:59
12655,704719,81,43822121,67',"Substitution, Celta Vigo. Borja Iglesias replaces Tasos Douvikas.",2024-09-24 05:41:59
12655,704719,82,43822123,69',Foul by Gorka Guruzeta (Athletic Club).,2024-09-24 05:41:59
12655,704719,83,43822123,69',Jonathan Bamba (Celta Vigo) wins a free kick on the right wing.,2024-09-24 05:41:59
12655,704719,84,43822242,70',Attempt blocked. Borja Iglesias (Celta Vigo) header from the centre of the box is blocked. Assisted by Marcos Alonso.,2024-09-24 05:41:59
12655,704719,85,43822126,70',Foul by Alex Berenguer (Athletic Club).,2024-09-24 05:41:59
12655,704719,86,43822126,70',Javi Rodríguez (Celta Vigo) wins a free kick on the right wing.,2024-09-24 05:41:59
12655,704719,87,43822141,71',"Corner, Celta Vigo. Conceded by Dani Vivian.",2024-09-23 05:36:57
12655,704719,88,43822406,71',Attempt blocked. Carl Starfelt (Celta Vigo) header from the centre of the box is blocked. Assisted by Damián Rodríguez with a cross.,2024-09-24 05:41:59
12655,704719,89,43822219,75',"Substitution, Athletic Club. Unai Gómez replaces Alex Berenguer.",2024-09-24 05:41:59
12655,704719,90,43822243,77',"Substitution, Athletic Club. Álvaro Djaló replaces Gorka Guruzeta.",2024-09-24 05:41:59
12655,704719,91,43822270,78',Beñat Prados (Athletic Club) wins a free kick in the defensive half.,2024-09-24 05:41:59
12655,704719,92,43822270,78',Foul by Ilaix Moriba (Celta Vigo).,2024-09-24 05:41:59
12655,704719,93,43822280,80',"Goal! Athletic Club 3, Celta Vigo 1. Álvaro Djaló (Athletic Club) header from the centre of the box to the bottom left corner. Assisted by Iñaki Williams Arthuer following a fast break.",2024-09-24 05:41:59
12655,704719,94,43822304,83',Attempt missed. Álvaro Djaló (Athletic Club) right footed shot from outside the box misses to the left.,2024-09-23 05:36:57
12655,704719,95,-1,83',Attempt saved. Borja Iglesias (Celta Vigo) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Ilaix Moriba.,2024-09-24 05:41:59
12655,704719,96,43822308,83',"Offside, Celta Vigo. Jonathan Bamba is caught offside.",2024-09-24 05:41:59
12655,704719,97,43822330,85',Foul by Íñigo Ruíz de Galarreta (Athletic Club).,2024-09-24 05:41:59
12655,704719,98,43822330,85',Williot Swedberg (Celta Vigo) wins a free kick in the attacking half.,2024-09-24 05:41:59
12655,704719,99,43822333,85',"Corner, Celta Vigo. Conceded by Dani Vivian.",2024-09-24 05:41:59
12655,704719,100,43822353,85',Ilaix Moriba (Celta Vigo) is shown the yellow card.,2024-09-24 05:41:59
12655,704719,101,43822354,86',Foul by Williot Swedberg (Celta Vigo).,2024-09-24 05:41:59
12655,704719,102,43822354,86',Álvaro Djaló (Athletic Club) wins a free kick in the defensive half.,2024-09-24 05:41:59
