player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Theo Maledon,maledth01,2022,966,464,-4.472065893900125,.7661944514218686,-3.705871442478257,-5.371575905330984,-2.595134298038328,-7.966710203369312,-4.831728181996698,.1089673683987154,-4.722760813597982,-.4677732911822116,-.4677732911822116,0,-4.504661468079512,-.0357733107460897,-4.540434778825602,.1618313782951674
Sandro Mamukelashvili,mamuksa01,2022,649,315,-.8990670152892752,-5.853849148005011,-6.752916163294286,-5.104071480609618,-6.704131051349068,-11.80820253195868,-1.842028271067216,-6.395952473067155,-8.23798074413437,-.8749001142367462,-.8749001142367462,0,-1.874484183066078,-6.461583343566041,-8.336067526632119,-.8034942174806187
Terance Mann,mannte01,2022,3718,1798,-.347683196904626,.2023650689765202,-.1453181279281058,-.3817535750925116,2.298575236566444,1.916821661473932,-.3490637196739886,.6223886896191613,.2733249699451726,2.74981363423031,2.74981363423031,0,-.7712110004278532,1.115170936640092,.3439599362122383,-.8506515939764245
Tre Mann,manntr01,2022,1999,963,-2.338470860150857,-.9847896646233198,-3.323260524774176,-3.866867675214892,.6273846853086494,-3.239482989906243,-2.681665492625065,-.7225717260905451,-3.40423721871561,-.3196721191626679,-.3196721191626679,0,-3.734563523688764,-.559503057683594,-4.294066581372357,-.5502288423996796
Boban Marjanovic,marjabo01,2022,203,98,-.5503176648222785,-1.945786951223376,-2.496104616045654,1.199868633664107,5.688886075228397,6.888754708892504,-.2222135348104575,-.5574746885825116,-.7796882233929691,.0988000098814159,.0988000098814159,0,-1.605696438819429,-.1985326552465714,-1.804229094066,.2893865516447791
Lauri Markkanen,markkla01,2022,2473,1210,.8857475136177905,.3561861151293218,1.241933628747112,4.452156218756745,-.9599826368253763,3.492173581931368,1.687225628522221,.0316244430269274,1.718850071549148,2.750368862426806,2.750368862426806,0,1.100745804737651,.6944626428165477,1.795208447554199,-.3057990012258897
Naji Marshall,marshna01,2022,730,340,-2.544620387671529,.63158231955369,-1.913038068117839,-6.672785291488805,4.272010974694632,-2.400774316794174,-3.542489484700172,1.460005895593703,-2.082483589106469,.1174941418042124,.1174941418042124,0,-3.116558344553943,-.1242290386771308,-3.240787383231074,1.468732586065919
Caleb Martin,martica02,2022,2182,1055,-.2138288124227933,2.544841541020292,2.331012728597498,1.707216830040769,.0838214637384158,1.791038293779185,.1373998161808559,2.132676125040256,2.270075941221112,2.697152449175566,2.697152449175566,0,.1620247418705452,2.52519394495169,2.687218686822236,-.183432518045348
Cody Martin,martico01,2022,2905,1379,-.0224224226289368,1.694853709056831,1.672431286427894,2.156126203767865,-.79756328012996,1.358562923637905,.4191664834899694,1.301762979729588,1.720929463219558,3.121467203365916,3.121467203365916,0,.4376683949806086,1.573609589209599,2.011277984190207,-.7666490820694888
Kelan Martin,martike03,2022,914,447,-2.220064427084918,.0936504503332057,-2.126413976751713,-3.523096655457136,-.4236458026542743,-3.94674245811141,-2.643070844325541,.0119364132323938,-2.631134431093147,.0266107528052721,.0266107528052721,0,-1.936026198190546,-.9127470418255157,-2.848773240016062,-.4455837561670661
Kenyon Martin Jr.,martike04,2022,2414,1133,.2985477763770736,-3.606217866537761,-3.307670090160688,2.023559164003377,-2.819445680207573,-.7958865162041957,.712026162648109,-3.571536795014289,-2.85951063236618,-.0629984641657334,-.0629984641657334,0,-.2762878386020174,-4.761312489875811,-5.037600328477828,-.4814133301956143
Garrison Mathews,mathega01,2022,2507,1173,1.549124279180969,2.9192493985919,4.468373677772869,4.118091645946794,-3.056303004787972,1.061788641158822,2.196411436211926,1.941700451002046,4.138111887213972,4.148399264114911,4.148399264114911,0,1.863265870108684,1.204679683918162,3.067945554026846,.6330727023422887
Dakota Mathias,mathida01,2022,36,16,.0286240972740783,-5.755589813569697,-5.726965716295619,-23.68912912229661,5.270453089294072,-18.41867603300254,-4.971213710673867,-3.848604888014014,-8.819818598687881,-.0500325939427117,-.0500325939427117,0,-2.422274618479703,-3.617457340293884,-6.039731958773586,.9752869895849473
Wesley Matthews,matthwe02,2022,1292,604,-1.947250563984637,1.372920648538138,-.5743299154464991,2.086188958196698,1.948350122517158,4.034539080713856,-1.240339377528707,1.556147998333172,.3158086208044653,.943265952691022,.943265952691022,0,-2.052745005788068,.6807967710621273,-1.37194823472594,-.1582887451835127
Tyrese Maxey,maxeyty01,2022,3797,1885,1.187775579547107,-1.147475348369215,.0403002311778922,2.193281064656142,-.0531357745403186,2.140145290115824,1.455394131920086,-1.006382620798234,.4490115111218518,3.024144333869249,3.024144333869249,0,.8115888816520277,-.3484655627106406,.4631233189413871,-1.703492622622347
Skylar Mays,mayssk01,2022,433,210,-1.296723070204742,-1.732846099261245,-3.029569169465987,-.8573627715458315,-4.983570539697705,-5.840933311243536,-1.31816997820554,-2.484717499927945,-3.802887478133485,-.1116377385539796,-.1116377385539796,0,-1.73969860060364,-2.932791894583107,-4.672490495186747,-1.037365919090231
Miles McBride,mcbrimi01,2022,307,153,-2.787704920574823,.9848103916928627,-1.802894528881961,2.158503999706828,3.971967783886584,6.130471783593412,-1.901095219966941,1.681441576154422,-.219653643812519,.194781446722356,.194781446722356,0,-1.996462462107033,.88889786803922,-1.107564594067813,-1.386059678267376
Mac McClung,mccluma01,2022,8,3,-11.54226922256656,-21.29293982963094,-32.8352090521975,-14.72156992046409,-5.67422241462798,-20.39579233509207,-13.02591355842444,-19.40912284773804,-32.43503640616249,-.0486354584330043,-.0486354584330043,0,-11.19229723493824,-19.90112935177025,-31.09342658670849,7.038900326576895
CJ McCollum,mccolcj01,2022,3127,1519,3.16458626797125,-.119680012212203,3.044906255759046,2.482752207882287,-2.55495679990922,-.0722045920269323,3.255568365938015,-.5916128374024052,2.66395552853561,4.19933296470669,4.19933296470669,0,3.54596184006858,-.4453932081723028,3.100568631896277,-.0996580365162219
T.J. McConnell,mccontj01,2022,1221,581,-.3953434341792241,.6000908015550618,.2047473673758377,-2.11682245378854,.3265752047722578,-1.790247249016282,-.7852466498437797,.6034148353246337,-.181831814519146,.7575122918353334,.7575122918353334,0,-1.039355200155943,.4337926321986947,-.6055625679572481,-.4937069640022647
Jalen McDaniels,mcdanja01,2022,1451,685,-1.669276146040808,-.2311145865761658,-1.900390732616974,.152078408633281,1.75628362182698,1.908362030460261,-1.406199941733872,.20169364390284,-1.204506297831032,.5380091534192847,.5380091534192847,0,-1.017392155726231,-.064038893802266,-1.081431049528497,-.3924809817031925
Jaden McDaniels,mcdanja02,2022,3202,1509,-2.186582236701531,1.511504912915131,-.6750773237864003,-2.961305846414409,.3020096355497167,-2.659296210864692,-2.502231611893979,1.345889925379218,-1.156341686514761,1.232136685538191,1.232136685538191,0,-1.875051700954386,1.464817233512482,-.4102344674419041,.423003873911695
Doug McDermott,mcderdo01,2022,2343,1101,.2675318596905181,-4.829435641872448,-4.56190378218193,1.647725213146392,-6.012628186553612,-4.36490297340722,.5569811330860538,-5.384582589448567,-4.827601456362514,-1.171205263022444,-1.171205263022444,0,.6089900365304116,-5.224286997825641,-4.615296961295229,.3557705206372434
JaVale McGee,mcgeeja01,2022,1878,881,.6939785633684602,3.269119846537718,3.963098409906178,-1.110675119157509,.2730147991826212,-.8376603199748875,.2928280431404389,2.746486848448328,3.039314891588767,2.620310776049467,2.620310776049467,0,-.2376707802014898,2.669596873372117,2.431926093170627,.6950217253660613
Cameron McGriff,mcgrica01,2022,94,46,5.10195462415281,-4.810944658917871,.2910099652349398,8.627824910695344,.8582177955735926,9.486042706268936,6.194910987243203,-3.810598874782168,2.384312112461035,.1194341464498775,.1194341464498775,0,3.768838282774587,-4.989655339618342,-1.220817056843756,-.8826700320334776
Rodney McGruder,mcgruro01,2022,1053,497,-.1669381137453438,-1.895989276783098,-2.062927390528442,2.649349897068688,2.682228071049787,5.331577968118475,.4634861697423734,-.9972200729161395,-.5337339031737661,.5601502437523501,.5601502437523501,0,-1.134506562575988,-1.604037588502117,-2.738544151078105,-.3249683361475806
Alfonzo McKinnie,mckinal01,2022,418,206,-3.633551463835124,-8.014792496984922,-11.64834396082005,-.5883631663828623,-8.65099578072706,-9.239358947109922,-3.228662946742747,-8.623339294366581,-11.85200224110933,-.9478503694497035,-.9478503694497035,0,-3.492794371863363,-7.609387802729882,-11.10218217459324,-.9175191335340515
JaQuori McLaughlin,mclauja01,2022,26,11,-.9665649078097339,-5.445098837828196,-6.411663745637929,-8.727883262955279,-11.44717381892941,-20.1750570818847,-2.695279934591285,-7.082143079708356,-9.777423014299641,-.0390342934416326,-.0390342934416326,0,-3.281653734633525,-7.070130528131862,-10.35178426276539,-1.026485558766673
Jordan McLaughlin,mclaujo01,2022,1186,545,-.7269372874407279,-.4416161305158548,-1.168553417956583,-1.096877831540559,.0410510730314874,-1.055826758509071,-.8716082413621697,-.3657968473726471,-1.237405088734817,.4191985433890809,.4191985433890809,0,-.9771130868218795,-.2711171406535128,-1.248230227475392,-.3308434263100062
Ben McLemore,mclembe01,2022,1733,824,-1.078920596506364,-3.776746220628518,-4.855666817134881,-5.905781777749577,-.120385827159397,-6.026167604908974,-2.140116443157611,-3.196115408746677,-5.336231851904287,-1.094075593489207,-1.094075593489207,0,-.8735112257384107,-3.950098342571219,-4.823609568309629,.6261981745446338
De'Anthony Melton,meltode01,2022,2575,1201,.9024929848223971,2.326747143546409,3.229240128368806,1.935107886233017,2.588492603290574,4.523600489523592,1.126087472006595,2.493751702654882,3.619839174661477,3.937638412507789,3.937638412507789,0,2.094965049594152,3.279591084962539,5.374556134556691,.8840001688311155
Sam Merrill,merrisa01,2022,120,58,-.8619449709503464,-.4712861703409172,-1.333231141291264,-6.615465423110289,-4.093065788128855,-10.70853121123914,-2.108523689598047,-1.236070454556883,-3.34459414415493,-.0177266350489248,-.0177266350489248,0,-.4640096630137885,-2.545935541632637,-3.009945204646425,.7478679805906344
Chimezie Metu,metuch01,2022,1955,931,-3.444417924075371,-.941576244396541,-4.385994168471911,-.7959056839273285,-.8262481504352553,-1.622153834362584,-3.085990725758803,-.9061528407484135,-3.992143566507216,-.5893601601032936,-.5893601601032936,0,-1.720837038207249,-1.480975288430795,-3.201812326638044,-.1106818130482373
Khris Middleton,middlkh01,2022,3388,1577,2.140683875449438,-1.26040933208889,.8802745433605479,1.050796983315679,-.1139946314926604,.936802351823019,2.00531771655658,-1.117229569947875,.8880881466087049,2.982001652730479,2.982001652730479,0,2.04923555176512,-1.211264630219397,.8379709215457232,1.873009792788703
CJ Miles,milescj01,2022,5,2,-1.298400106593164,-38.71237403138294,-40.01077413797611,-21.61726435090682,-74.10094770640148,-95.71821205730831,-5.657881691723497,-48.68495633923749,-54.34283803096098,-.0533458774509664,-.0533458774509664,0,-4.380770837244732,-28.87620306610491,-33.25697390334965,1.330126140949937
Paul Millsap,millspa01,2022,655,314,-1.535982056540722,2.507864587927979,.9718825313872578,-5.540900216233982,.6245716881536042,-4.916328528080378,-2.486584999998925,2.261477568699222,-.2251074312997035,.4060159635582201,.4060159635582201,0,-2.930511578692725,1.643510687777053,-1.287000890915672,-.0193170928594538
Patty Mills,millspa02,2022,3875,1848,.6394991716089335,-1.654981360338429,-1.015482188729496,4.383237094588798,-1.640155410601893,2.743081683986906,1.444319293806295,-1.721319389330111,-.2770000955238152,2.328070813881409,2.328070813881409,0,2.11924073898792,-1.450818254900337,.6684224840875831,-.1541659415587096
Shake Milton,miltosh01,2022,1570,773,-1.93980411587524,-.322215193414255,-2.262019309289495,-4.908295443794387,1.798638412603972,-3.109657031190414,-2.687158640295967,.0916288520427674,-2.595529788253199,.0602270064097444,.0602270064097444,0,-2.602149859597526,-.0828025455281399,-2.684952405125666,-1.138157111478222
Davion Mitchell,mitchda01,2022,2980,1418,-.6935095660155329,-.2669123997913371,-.96042196580687,-3.241743520170089,3.861560355389483,.6198168352193938,-1.250426390646407,.6411406582775432,-.6092857323688636,1.538780188736852,1.538780188736852,0,-1.433585665729992,-.2820487550481507,-1.715634420778142,-.6421043575319141
Donovan Mitchell,mitchdo01,2022,3328,1608,5.675112055521772,-1.452340430254054,4.222771625267718,6.897539345664978,-1.854749415547471,5.042789930117507,6.129254420659846,-1.665071125383355,4.464183295276491,5.983264790076865,5.983264790076865,0,6.68274268910575,-.9611113149553544,5.721631374150395,1.093344581941131
Evan Mobley,mobleev01,2022,3610,1775,-2.111304309417312,2.125425760954713,.0141214515374015,-3.454219920091003,2.522400933287555,-.9318189868034481,-2.518216556563158,2.264628288949148,-.2535882676140093,2.235288128964017,2.235288128964017,0,-3.111210631297285,2.082706473868912,-1.028504157428373,-1.126347492742593
Malik Monk,monkma01,2022,3085,1457,.8225635074891515,-.5933697214932387,.2291937859959128,3.080851942342604,.8202465512190298,3.901098493561634,1.378684547360887,-.3240199130829883,1.054664634277898,2.830424316930154,2.830424316930154,0,.4779219440363334,-.7948595878293524,-.316937643793019,.0771703960165061
Greg Monroe,monrogr01,2022,322,151,-.0746786189174116,2.768340799781432,2.693662180864021,-2.469420304006245,1.580518321148214,-.888901982858031,-.5903821486737745,2.690360274862551,2.099978126188776,.3767501098506334,.3767501098506334,0,-.7915910178501931,2.017539806743816,1.225948788893623,.4690617988554395
Moses Moody,moodymo01,2022,763,359,-4.349058794382079,-1.539139262934945,-5.888198057317022,-5.447002889435884,-.9075686179770762,-6.354571507412961,-4.871220417223769,-1.56297375034443,-6.434194167568199,-.6738369487610389,-.6738369487610389,0,-4.043216862879858,-2.846749155969297,-6.889966018849156,-.1431939217123178
Matt Mooney,moonema01,2022,5,2,-34.07420531676905,20.95569849588382,-13.11850682088523,-33.80892869997911,-33.89470407505539,-67.70363277503449,-36.11432590837037,10.73628574404781,-25.37804016432256,-.0267648168942878,-.0267648168942878,0,-18.54588628557651,10.5008245700615,-8.045061715515011,15.91020410792762
Xavier Moon,moonxa01,2022,179,83,-2.913668286027606,2.519934281667146,-.3937340043604607,-4.783116667781283,-2.208418800206468,-6.991535467987751,-3.4162898752881,1.706062100985936,-1.710227774302163,.0436103609615795,.0436103609615795,0,-3.335544430440823,2.07993530331128,-1.255609127129543,-.9545127907034642
Ja Morant,moranja01,2022,3370,1597,4.904434800114378,-.8016730877579035,4.102761712356475,4.205581459491197,-3.031411502462568,1.174169957028628,5.011953049395735,-1.344876412501701,3.667076636894034,5.262001084454523,5.262001084454523,0,5.643771182998115,-.7489073578072832,4.894863825190831,.6391986767241277
Juwan Morgan,morgaju01,2022,57,27,-.0271956534528535,-14.02689890316098,-14.05409455661384,-9.086206760215212,-24.70847289698034,-33.79467965719556,-1.877917168543378,-17.02365062583708,-18.90156779438045,-.2200102182621083,-.2200102182621083,0,-.4976133842169039,-12.08166240230546,-12.57927578652237,-1.116000877671075
Jaylen Morris,morrija01,2022,35,16,-14.78056910600087,1.298232924977635,-13.48233618102323,2.369426968810339,8.531051087015857,10.9004780558262,-12.05974724504624,2.97061641893388,-9.08913082611236,-.0516808242950536,-.0516808242950536,0,-9.89723979318342,-2.942025934435319,-12.83926572761874,-.1289726348553643
Markieff Morris,morrima02,2022,388,187,-2.006580693866113,-2.903277992835428,-4.909858686701541,5.536167486307808,-3.334395468914117,2.201772017393692,-.596982322684272,-3.209177490825723,-3.806159813509995,-.1008973806200757,-.1008973806200757,0,-.8720746043505703,-3.494508193321758,-4.366582797672328,.1308613574501145
Marcus Morris Sr.,morrima03,2022,2316,1139,.3076332822992595,-3.524481745571316,-3.216848463272057,1.041295955234693,-4.217827415918063,-3.17653146068337,.5194140353876617,-3.918842971505258,-3.399428936117596,-.3744533247155389,-.3744533247155389,0,.6454793891857681,-3.272914689720019,-2.627435300534251,-.7790639654857447
Monte Morris,morrimo01,2022,3360,1646,.7555883157558175,-1.52673446645255,-.7711461506967322,5.333529202713441,-.3318357695749809,5.001693433138461,1.743425704446108,-1.364145883287033,.3792798211590751,2.581752368850249,2.581752368850249,0,1.399843208315022,-1.598994113443406,-.1991509051283835,-1.756645229240799
Emmanuel Mudiay,mudiaem01,2022,26,11,-3.478906642060278,.5268151344263745,-2.952091507633903,-13.10449437526683,7.665890432391231,-5.438603942875602,-5.652604262764618,2.149579980594644,-3.503024282169975,-.0042998581281296,-.0042998581281296,0,-2.817035649354038,.0327715321464444,-2.784264117207593,1.744011648688915
Mychal Mulder,muldemy01,2022,412,195,-7.580115404951586,-1.903264705248806,-9.483380110200393,-4.832844555730539,-.6967339682803896,-5.529578524010928,-7.371077942878709,-1.721012163602844,-9.092090106481553,-.6305911618929294,-.6305911618929294,0,-6.660673420075343,-2.919531804393655,-9.580205224468997,-.0597306314667934
Ade Murkey,murkead01,2022,2,1,-6.211441249533791,-11.55805846672665,-17.76949971626044,-65.27881275871093,23.17077949267042,-42.10803326604051,-18.86738309421863,-4.967368841341664,-23.83475193556029,-.0103714115385382,-.0103714115385382,0,-15.67398810000574,-8.617356546711852,-24.29134464671759,-3.586965522395535
Trey Murphy III,murphtr02,2022,1106,524,-1.56373013097559,-.5615834374157533,-2.125313568391343,-4.935966972034841,1.108751419126125,-3.827215552908716,-2.361509678734462,-.2124710018092363,-2.573980680543698,.0470482072956783,.0470482072956783,0,-2.682753706288854,-1.568030242174719,-4.250783948463573,-.020481988788343
