DBN,School Name,School Code,Borough,Beginning Balance,Total Income,Total Expenses,Ending Balance,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,%NonWhite,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index,Total Enrollment,Raised per student
09X350,New Directions Secondary School,X350,X,$0.00 ,$108.05 ,$94.05 ,$14.00 ,2,0.90%,60,26.30%,155,68.00%,8,3.50%,3,1.30%,98.70%,66,28.90%,87,38.20%,216,94.70%,95.50%,228,$0.47 
10X477,Marble Hill High School for International Studies,X477,X,$0.00 ,$210.00 ,$0.00 ,$210.00 ,62,13.80%,67,15.00%,291,65.00%,7,1.60%,21,4.70%,95.30%,60,13.40%,133,29.70%,399,89.10%,85.50%,448,$0.47 
11X021,P.S. 021 Philip H. Sheridan,X021,X,$59.38 ,$302.75 ,$250.00 ,$112.13 ,21,3.20%,400,61.80%,194,30.00%,22,3.40%,10,1.50%,98.50%,133,20.60%,69,10.70%,588,90.90%,87.00%,647,$0.47 
02M542,Manhattan Bridges High School,M542,M,$281.16 ,$247.66 ,$0.00 ,$528.82 ,1,0.20%,2,0.40%,526,98.90%,2,0.40%,1,0.20%,99.80%,39,7.30%,247,46.40%,463,87.00%,91.70%,532,$0.47 
15K136,I.S. 136 Charles O. Dewey,K136,K,$950.27 ,$225.50 ,$235.00 ,$940.77 ,46,9.10%,13,2.60%,418,82.60%,4,0.80%,25,4.90%,95.10%,119,23.50%,186,36.80%,469,92.70%,88.30%,506,$0.45 
30Q445,William Cullen Bryant High School,Q445,Q,$659.12 ,$954.12 ,$295.00 ,$954.12 ,613,26.20%,156,6.70%,1207,51.50%,47,2.00%,321,13.70%,86.30%,337,14.40%,435,18.60%,1952,83.30%,79.50%,2344,$0.41 
29Q118,P.S. 118 Lorraine Hansberry,Q118,Q,$90.90 ,$182.00 ,$0.00 ,$272.90 ,23,5.10%,329,72.90%,77,17.10%,12,2.70%,10,2.20%,97.80%,89,19.70%,37,8.20%,316,70.10%,71.00%,451,$0.40 
19K218,J.H.S. 218 James P. Sinnott,K218,K,$0.00 ,$170.00 ,$170.00 ,$0.00 ,76,17.80%,181,42.30%,156,36.40%,8,1.90%,7,1.60%,98.40%,117,27.30%,104,24.30%,415,97.00%,92.30%,428,$0.40 
23K401,Christopher Avenue Community School,K401,K,$116.45 ,$116.45 ,$0.00 ,$116.45 ,1,0.30%,197,62.30%,110,34.80%,3,0.90%,5,1.60%,98.40%,75,23.70%,13,4.10%,305,96.50%,95.20%,316,$0.37 
10X264,Bronx Academy for Software Engineering (BASE),X264,X,$59.98 ,$150.56 ,$78.05 ,$132.49 ,26,6.20%,114,27.20%,256,61.10%,9,2.10%,14,3.30%,96.70%,118,28.20%,38,9.10%,317,75.70%,80.00%,419,$0.36 
25Q670,Robert F. Kennedy Community High School,Q670,Q,$626.00 ,$250.00 ,$500.00 ,$376.00 ,250,35.60%,88,12.50%,248,35.30%,19,2.70%,97,13.80%,86.20%,125,17.80%,56,8.00%,566,80.60%,69.60%,702,$0.36 
23K298,P.S. 298 Dr. Betty Shabazz,K298,K,$28.20 ,$100.00 ,$0.00 ,$128.20 ,5,1.80%,193,68.70%,72,25.60%,7,2.50%,4,1.40%,98.60%,64,22.80%,20,7.10%,275,97.90%,96.90%,281,$0.36 
08X583,P.S. 583,X583,X,$100.00 ,$68.00 ,$0.00 ,$168.00 ,74,38.50%,24,12.50%,81,42.20%,6,3.10%,7,3.60%,96.40%,26,13.50%,23,12.00%,156,81.30%,83.30%,192,$0.35 
11X545,Bronx Aerospace High School,X545,X,$250.00 ,$100.00 ,$0.00 ,$350.00 ,17,5.30%,121,37.60%,170,52.80%,7,2.20%,7,2.20%,97.80%,85,26.40%,58,18.00%,252,78.30%,86.00%,322,$0.31 
07X221,South Bronx Preparatory: A College Board School,X221,X,$200.00 ,$200.00 ,$0.00 ,$200.00 ,11,1.70%,162,24.70%,467,71.10%,5,0.80%,12,1.80%,98.20%,172,26.20%,46,7.00%,619,94.20%,92.80%,657,$0.30 
27Q260,Frederick Douglass Academy VI High School,Q260,Q,$391.09 ,$100.00 ,$0.00 ,$491.09 ,4,1.20%,170,49.10%,160,46.20%,10,2.90%,2,0.60%,99.40%,69,19.90%,105,30.30%,260,75.10%,87.30%,346,$0.29 
10X442,"Celia Cruz Bronx High School of Music, The",X442,X,$70.00 ,$117.00 ,$128.44 ,$58.56 ,6,1.40%,112,26.60%,278,66.00%,20,4.80%,5,1.20%,98.80%,96,22.80%,24,5.70%,366,86.90%,77.80%,421,$0.28 
02M420,High School for Health Professions and Human Services,M420,M,$477.23 ,$477.23 ,$0.00 ,$477.23 ,395,21.60%,287,15.70%,962,52.70%,40,2.20%,141,7.70%,92.30%,243,13.30%,76,4.20%,1268,69.50%,74.20%,1825,$0.26 
03M417,Frank McCourt High School,M417,M,"$32,891.15 ",$106.49 ,"$2,670.00 ","$30,327.64 ",19,4.60%,56,13.60%,191,46.20%,24,5.80%,123,29.80%,70.20%,86,20.80%,12,2.90%,219,53.00%,48.60%,413,$0.26 
06M324,M.S. 324 - Patria Mirabal,M324,M,$71.00 ,$71.00 ,$37.32 ,$33.68 ,3,0.90%,38,11.20%,286,84.10%,1,0.30%,12,3.50%,96.50%,104,30.60%,116,34.10%,309,90.90%,89.20%,340,$0.21 
11X529,One World Middle School at Edenwald,X529,X,$420.97 ,$63.00 ,$218.00 ,$265.97 ,15,4.40%,193,56.10%,119,34.60%,13,3.80%,4,1.20%,98.80%,97,28.20%,21,6.10%,303,88.10%,74.80%,344,$0.18 
11X532,Baychester Middle School,X532,X,$0.00 ,$50.00 ,$50.00 ,$0.00 ,6,2.10%,175,62.30%,87,31.00%,10,3.60%,3,1.10%,98.90%,62,22.10%,15,5.30%,239,85.10%,80.10%,281,$0.18 
19K364,I.S. 364 Gateway,K364,K,$100.00 ,$58.00 ,$0.00 ,$158.00 ,3,0.90%,228,69.30%,85,25.80%,4,1.20%,9,2.70%,97.30%,92,28.00%,6,1.80%,268,81.50%,78.70%,329,$0.18 
12X044,P.S. 044 David C. Farragut,X044,X,$201.93 ,$42.20 ,$0.00 ,$244.13 ,2,0.70%,102,35.80%,178,62.50%,1,0.40%,2,0.70%,99.30%,48,16.80%,49,17.20%,278,97.50%,95.70%,285,$0.15 
24Q455,Newtown High School,Q455,Q,$352.22 ,$240.00 ,$120.00 ,$472.22 ,459,25.40%,144,8.00%,1075,59.60%,41,2.30%,86,4.80%,95.20%,249,13.80%,432,23.90%,1373,76.10%,78.80%,1805,$0.13 
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Q566,Q,"$2,589.45 ",$138.06 ,$0.00 ,"$2,727.51 ",223,20.80%,563,52.60%,158,14.80%,49,4.60%,77,7.20%,92.80%,215,20.10%,26,2.40%,609,56.90%,39.80%,1070,$0.13 
04M555,Central Park East High School,M555,M,$64.45 ,$64.45 ,$50.00 ,$14.45 ,89,17.50%,133,26.20%,251,49.40%,13,2.60%,22,4.30%,95.70%,81,15.90%,9,1.80%,396,78.00%,72.70%,508,$0.13 
03M403,The Global Learning Collaborative,M403,M,"$1,031.59 ",$48.00 ,$2.00 ,"$1,077.59 ",8,1.90%,108,26.10%,271,65.50%,6,1.40%,21,5.10%,94.90%,84,20.30%,51,12.30%,338,81.60%,83.50%,414,$0.12 
05M369,Urban Assembly School for the Performing Arts,M369,M,$40.00 ,$40.00 ,$0.00 ,$0.00 ,3,0.80%,187,48.30%,183,47.30%,11,2.80%,3,0.80%,99.20%,93,24.00%,29,7.50%,321,82.90%,87.00%,387,$0.10 
21K096,I.S. 096 Seth Low,K096,K,"$1,282.43 ",$75.00 ,$0.00 ,"$1,282.43 ",269,33.30%,67,8.30%,226,28.00%,10,1.20%,235,29.10%,70.90%,173,21.40%,242,30.00%,600,74.30%,78.20%,807,$0.09 
08X424,The Hunts Point School,X424,X,$24.44 ,$24.44 ,$24.44 ,$24.44 ,5,1.70%,79,26.30%,211,70.30%,1,0.30%,4,1.30%,98.70%,93,31.00%,75,25.00%,273,91.00%,95.10%,300,$0.08 
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",K419,K,"$1,160.00 ",$40.00 ,$0.00 ,"$1,200.00 ",46,8.10%,381,66.70%,101,17.70%,19,3.30%,24,4.20%,95.80%,82,14.40%,19,3.30%,472,82.70%,74.70%,571,$0.07 
26Q495,Bayside High School,Q495,Q,"$27,802.24 ",$197.75 ,"$11,145.36 ","$16,656.88 ",1206,42.30%,355,12.50%,767,26.90%,48,1.70%,474,16.60%,83.40%,472,16.60%,233,8.20%,2024,71.00%,50.60%,2850,$0.07 
04M435,Manhattan Center for Science and Mathematics,M435,M,"$3,508.67 ",$109.95 ,$0.00 ,"$3,618.62 ",325,19.70%,309,18.70%,873,52.90%,54,3.30%,89,5.40%,94.60%,234,14.20%,113,6.80%,1326,80.40%,75.10%,1650,$0.07 
29Q248,Queens Preparatory Academy,Q248,Q,$370.40 ,$25.00 ,$200.00 ,$195.40 ,14,3.60%,317,81.90%,34,8.80%,15,3.90%,7,1.80%,98.20%,53,13.70%,45,11.60%,304,78.60%,64.90%,387,$0.06 
19K422,Spring Creek Community School,K422,K,$947.83 ,$30.00 ,$0.00 ,$977.83 ,7,1.30%,381,72.20%,115,21.80%,15,2.80%,10,1.90%,98.10%,130,24.60%,18,3.40%,433,82.00%,79.50%,528,$0.06 
19K159,P.S. 159 Isaac Pitkin,K159,K,"$3,407.32 ",$2.00 ,"$3,405.32 ",$2.00 ,302,40.30%,211,28.20%,206,27.50%,22,2.90%,8,1.10%,98.90%,131,17.50%,145,19.40%,626,83.60%,87.90%,749,$0.00 
02M605,Humanities Preparatory Academy,M605,M,"$1,939.98 ",$0.08 ,$0.00 ,"$1,940.06 ",15,6.10%,53,21.60%,152,62.00%,7,2.90%,18,7.30%,92.70%,50,20.40%,8,3.30%,195,79.60%,73.40%,245,$0.00 
01M292,Orchard Collegiate Academy,M292,,,,,,19,9.60%,53,26.90%,112,56.90%,7,3.60%,6,3.00%,97.00%,55,27.90%,23,11.70%,160,81.20%,86.70%,197,$0.00 
01M332,University Neighborhood Middle School,M332,,,,,,18,8.60%,41,19.60%,131,62.70%,2,1.00%,17,8.10%,91.90%,92,44.00%,7,3.30%,176,84.20%,80.80%,209,$0.00 
01M363,Neighborhood School,M363,,,,,,21,6.90%,27,8.80%,115,37.60%,14,4.60%,129,42.20%,57.80%,69,22.50%,4,1.30%,124,40.50%,45.00%,306,$0.00 
01M378,School for Global Leaders,M378,,,,,,32,12.80%,59,23.60%,141,56.40%,8,3.20%,10,4.00%,96.00%,95,38.00%,25,10.00%,211,84.40%,84.30%,250,$0.00 
01M448,University Neighborhood High School,M448,M,$521.55 ,$0.00 ,$0.00 ,$521.55 ,178,36.90%,94,19.50%,184,38.10%,5,1.00%,22,4.60%,95.40%,81,16.80%,71,14.70%,419,86.70%,82.00%,483,$0.00 
01M509,Marta Valle High School,M509,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,7.10%,47,37.00%,65,51.20%,3,2.40%,3,2.40%,97.60%,35,27.60%,8,6.30%,112,88.20%,80.80%,127,$0.00 
01M515,Lower East Side Preparatory High School,M515,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,274,50.50%,51,9.40%,206,37.90%,2,0.40%,10,1.80%,98.20%,42,7.70%,390,71.80%,377,69.40%,93.70%,543,$0.00 
01M650,Cascades High School,M650,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,5,2.70%,90,48.10%,90,48.10%,0,0.00%,2,1.10%,98.90%,39,20.90%,4,2.10%,157,84.00%,83.10%,187,$0.00 
02M011,P.S. 011 William T. Harris,M011,,,,,,137,15.40%,51,5.70%,216,24.30%,75,8.40%,409,46.10%,53.90%,133,15.00%,29,3.30%,276,31.10%,33.60%,888,$0.00 
02M042,P.S. 042 Benjamin Altman,M042,,,,,,497,86.60%,8,1.40%,43,7.50%,3,0.50%,23,4.00%,96.00%,96,16.70%,187,32.60%,400,69.70%,78.50%,574,$0.00 
02M047,47 The American Sign Language and English Secondary School,M047,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,3.10%,54,27.60%,126,64.30%,1,0.50%,9,4.60%,95.40%,53,27.00%,9,4.60%,173,88.30%,76.80%,196,$0.00 
02M089,P.S. 89,M089,,,,,,87,19.10%,7,1.50%,54,11.80%,38,8.30%,270,59.20%,40.80%,65,14.30%,28,6.10%,40,8.80%,9.20%,456,$0.00 
02M116,P.S. 116 Mary Lindley Murray,M116,,,,,,112,22.20%,45,8.90%,99,19.60%,33,6.50%,215,42.70%,57.30%,86,17.10%,25,5.00%,163,32.30%,33.80%,504,$0.00 
02M135,The Urban Assembly School for Emergency Management,M135,M,$574.00 ,$0.00 ,$0.00 ,$574.00 ,15,5.70%,76,28.70%,159,60.00%,7,2.60%,8,3.00%,97.00%,56,21.10%,9,3.40%,223,84.20%,80.50%,265,$0.00 
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,M139,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,17,4.20%,106,26.40%,253,63.10%,8,2.00%,17,4.20%,95.80%,101,25.20%,29,7.20%,318,79.30%,81.60%,401,$0.00 
02M260,The Clinton School,M260,,,,,,92,12.70%,29,4.00%,90,12.40%,53,7.30%,462,63.60%,36.40%,121,16.70%,2,0.30%,116,16.00%,20.00%,726,$0.00 
02M296,High School of Hospitality Management,M296,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,19,5.00%,105,27.60%,236,62.10%,13,3.40%,7,1.80%,98.20%,98,25.80%,35,9.20%,342,90.00%,86.00%,380,$0.00 
02M300,"Urban Assembly School of Design and Construction, The",M300,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,17,5.60%,69,22.80%,205,67.90%,3,1.00%,8,2.60%,97.40%,78,25.80%,35,11.60%,241,79.80%,85.70%,302,$0.00 
02M303,"Facing History School, The",M303,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.10%,95,25.50%,260,69.90%,5,1.30%,8,2.20%,97.80%,92,24.70%,41,11.00%,294,79.00%,85.40%,372,$0.00 
02M305,"Urban Assembly Academy of Government and Law, The",M305,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,19,5.90%,109,33.60%,183,56.50%,3,0.90%,10,3.10%,96.90%,64,19.80%,13,4.00%,268,82.70%,84.50%,324,$0.00 
02M308,Lower Manhattan Arts Academy,M308,,,,,,25,8.60%,80,27.60%,162,55.90%,15,5.20%,8,2.80%,97.20%,106,36.60%,20,6.90%,218,75.20%,81.20%,290,$0.00 
02M313,"James Baldwin School, The: A School for Expeditionary Learning",M313,,,,,,6,2.40%,98,40.00%,128,52.20%,2,0.80%,11,4.50%,95.50%,79,32.20%,21,8.60%,198,80.80%,79.30%,245,$0.00 
02M316,"Urban Assembly School of Business for Young Women, the",M316,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,5.00%,88,49.20%,66,36.90%,10,5.60%,6,3.40%,96.60%,30,16.80%,13,7.30%,151,84.40%,81.90%,179,$0.00 
02M376,NYC iSchool,M376,,,,,,39,8.40%,69,14.80%,99,21.20%,46,9.90%,213,45.70%,54.30%,75,16.10%,5,1.10%,159,34.10%,34.40%,466,$0.00 
02M392,Manhattan Business Academy,M392,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,26,6.30%,92,22.20%,269,65.00%,7,1.70%,20,4.80%,95.20%,87,21.00%,26,6.30%,360,87.00%,80.30%,414,$0.00 
02M394,Emma Lazarus High School,M394,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,127,40.30%,55,17.50%,97,30.80%,8,2.50%,28,8.90%,91.10%,0,0.00%,255,81.00%,294,93.30%,99.80%,315,$0.00 
02M399,The High School For Language And Diplomacy,M399,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,73,24.20%,70,23.20%,138,45.70%,9,3.00%,12,4.00%,96.00%,53,17.50%,33,10.90%,228,75.50%,82.70%,302,$0.00 
02M419,Landmark High School,M419,,,,,,10,3.00%,110,33.30%,195,59.10%,7,2.10%,8,2.40%,97.60%,73,22.10%,18,5.50%,264,80.00%,81.30%,330,$0.00 
02M425,Leadership and Public Service High School,M425,M,$427.00 ,$0.00 ,$0.00 ,$427.00 ,40,8.50%,127,26.80%,279,59.00%,10,2.10%,17,3.60%,96.40%,95,20.10%,23,4.90%,392,82.90%,82.60%,473,$0.00 
02M432,Murray Hill Academy,M432,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,18,5.90%,93,30.60%,161,53.00%,12,3.90%,20,6.60%,93.40%,75,24.70%,12,3.90%,262,86.20%,81.00%,304,$0.00 
02M437,Hudson High School of Learning Technologies,M437,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,30,6.30%,120,25.20%,300,63.00%,12,2.50%,14,2.90%,97.10%,122,25.60%,42,8.80%,382,80.30%,81.80%,476,$0.00 
02M438,International High School at Union Square,M438,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,56,15.70%,70,19.70%,192,53.90%,2,0.60%,36,10.10%,89.90%,10,2.80%,307,86.20%,306,86.00%,98.30%,356,$0.00 
02M449,Vanguard High School,M449,,,,,,24,5.60%,107,25.10%,249,58.30%,18,4.20%,29,6.80%,93.20%,106,24.80%,13,3.00%,310,72.60%,75.60%,427,$0.00 
02M459,Manhattan International High School,M459,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,45,14.40%,47,15.00%,159,50.80%,1,0.30%,61,19.50%,80.50%,5,1.60%,224,71.60%,221,70.60%,94.50%,313,$0.00 
02M500,Unity Center for Urban Technologies,M500,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,23,8.30%,70,25.20%,168,60.40%,4,1.40%,13,4.70%,95.30%,67,24.10%,19,6.80%,254,91.40%,86.10%,278,$0.00 
02M519,Talent Unlimited High School,M519,,,,,,18,3.50%,152,29.30%,224,43.20%,61,11.80%,63,12.20%,87.80%,80,15.40%,5,1.00%,290,56.00%,52.90%,518,$0.00 
02M520,Murry Bergtraum High School for Business Careers,M520,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,4.40%,92,50.50%,73,40.10%,6,3.30%,3,1.60%,98.40%,43,23.60%,11,6.00%,140,76.90%,80.40%,182,$0.00 
02M529,Jacqueline Kennedy Onassis High School,M529,M,"$13,090.62 ",$0.00 ,$540.00 ,"$12,550.62 ",28,6.30%,105,23.70%,289,65.20%,6,1.40%,15,3.40%,96.60%,89,20.10%,40,9.00%,340,76.70%,78.60%,443,$0.00 
02M533,Union Square Academy for Health Sciences,M533,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,49,11.80%,83,20.00%,247,59.70%,10,2.40%,25,6.00%,94.00%,64,15.50%,31,7.50%,344,83.10%,82.00%,414,$0.00 
02M543,New Design High School,M543,,,,,,22,5.20%,145,34.00%,245,57.50%,7,1.60%,7,1.60%,98.40%,110,25.80%,23,5.40%,330,77.50%,83.70%,426,$0.00 
02M544,Independence High School,M544,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.30%,94,29.50%,200,62.70%,3,0.90%,18,5.60%,94.40%,82,25.70%,24,7.50%,277,86.80%,87.10%,319,$0.00 
02M550,Liberty High School Academy for Newcomers,M550,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,38,9.00%,102,24.20%,240,56.90%,4,0.90%,38,9.00%,91.00%,14,3.30%,370,87.70%,317,75.10%,99.20%,422,$0.00 
02M560,High School M560 - City As School,M560,M,$600.00 ,$0.00 ,$599.55 ,$0.45 ,25,4.20%,210,34.90%,266,44.20%,12,2.00%,89,14.80%,85.20%,140,23.30%,22,3.70%,398,66.10%,70.50%,602,$0.00 
02M565,Urban Academy Laboratory High School,M565,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,9,6.10%,50,34.00%,47,32.00%,4,2.70%,37,25.20%,74.80%,21,14.30%,1,0.70%,86,58.50%,52.70%,147,$0.00 
02M570,Satellite Academy High School,M570,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.40%,97,34.00%,175,61.40%,5,1.80%,7,2.50%,97.50%,77,27.00%,21,7.40%,216,75.80%,82.20%,285,$0.00 
02M575,Manhattan Comprehensive Night and Day High School,M575,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,154,21.70%,214,30.10%,302,42.50%,10,1.40%,31,4.40%,95.60%,72,10.10%,374,52.60%,632,88.90%,91.80%,711,$0.00 
02M580,Richard R. Green High School of Teaching,M580,M,"$1,871.32 ",$0.00 ,$0.00 ,"$1,871.32 ",27,6.30%,117,27.30%,247,57.60%,24,5.60%,14,3.30%,96.70%,82,19.10%,18,4.20%,352,82.10%,76.30%,429,$0.00 
02M586,Harvey Milk High School,M586,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,1.60%,13,20.60%,41,65.10%,0,0.00%,8,12.70%,87.30%,23,36.50%,2,3.20%,55,87.30%,84.10%,63,$0.00 
02M600,The High School of Fashion Industries,M600,M,$715.67 ,$0.00 ,$0.00 ,$715.67 ,85,5.40%,490,31.10%,890,56.40%,29,1.80%,83,5.30%,94.70%,265,16.80%,51,3.20%,1274,80.80%,75.20%,1577,$0.00 
02M615,Chelsea Career and Technical Education High School,M615,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,61,13.50%,92,20.40%,274,60.80%,8,1.80%,16,3.50%,96.50%,93,20.60%,18,4.00%,352,78.00%,76.60%,451,$0.00 
03M076,P.S. 076 A. Philip Randolph,M076,,,,,,1,0.20%,325,73.40%,102,23.00%,3,0.70%,12,2.70%,97.30%,106,23.90%,34,7.70%,422,95.30%,90.60%,443,$0.00 
03M145,"P.S. 145, The Bloomingdale School",M145,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,4,1.00%,99,24.80%,229,57.20%,7,1.80%,61,15.30%,84.70%,109,27.30%,45,11.20%,305,76.20%,80.00%,400,$0.00 
03M149,P.S. 149 Sojourner Truth,M149,M,$186.55 ,$0.00 ,$76.65 ,$109.90 ,9,3.80%,139,59.10%,71,30.20%,5,2.10%,11,4.70%,95.30%,56,23.80%,40,17.00%,231,98.30%,92.50%,235,$0.00 
03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,M166,,,,,,79,12.40%,27,4.20%,107,16.80%,60,9.40%,365,57.20%,42.80%,60,9.40%,15,2.40%,95,14.90%,14.40%,638,$0.00 
03M247,M.S. M247 Dual Language Middle School,M247,,,,,,2,0.90%,3,1.40%,210,95.50%,0,0.00%,5,2.30%,97.70%,60,27.30%,55,25.00%,197,89.50%,84.70%,220,$0.00 
03M258,Community Action School - MS 258,M258,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,2.50%,84,35.10%,128,53.60%,2,0.80%,19,7.90%,92.10%,60,25.10%,11,4.60%,198,82.80%,79.60%,239,$0.00 
03M299,The Maxine Greene HS for Imaginative Inquiry,M299,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,11,3.20%,125,36.70%,181,53.10%,10,2.90%,14,4.10%,95.90%,86,25.20%,44,12.90%,271,79.50%,85.20%,341,$0.00 
03M307,"Urban Assembly School for Media Studies, The",M307,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,10,2.50%,131,32.20%,247,60.70%,11,2.70%,8,2.00%,98.00%,63,15.50%,22,5.40%,354,87.00%,83.40%,407,$0.00 
03M333,P.S. 333 Manhattan School for Children,M333,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,49,6.50%,99,13.10%,121,16.00%,49,6.50%,439,58.00%,42.00%,155,20.50%,16,2.10%,130,17.20%,28.40%,757,$0.00 
03M402,The Urban Assembly School for Green Careers,M402,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,6,2.00%,85,28.00%,180,59.20%,8,2.60%,25,8.20%,91.80%,70,23.00%,46,15.10%,259,85.20%,83.00%,304,$0.00 
03M404,Innovation Diploma Plus,M404,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,1.10%,70,38.00%,108,58.70%,0,0.00%,4,2.20%,97.80%,26,14.10%,10,5.40%,149,81.00%,82.10%,184,$0.00 
03M421,West Prep Academy,M421,M,"$27,012.75 ",$0.00 ,$4.00 ,"$27,010.75 ",1,0.50%,107,52.50%,89,43.60%,3,1.50%,4,2.00%,98.00%,67,32.80%,20,9.80%,173,84.80%,86.40%,204,$0.00 
03M492,"High School for Law, Advocacy and Community Justice",M492,M,$974.34 ,$0.00 ,$0.00 ,$974.34 ,20,4.70%,142,33.10%,247,57.60%,9,2.10%,11,2.60%,97.40%,72,16.80%,28,6.50%,385,89.70%,83.20%,429,$0.00 
03M494,High School of Arts and Technology,M494,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,31,6.30%,156,31.70%,273,55.50%,14,2.80%,18,3.70%,96.30%,124,25.20%,43,8.70%,417,84.80%,84.40%,492,$0.00 
03M505,Edward A. Reynolds West Side High School,M505,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,2,0.40%,141,31.10%,297,65.40%,3,0.70%,11,2.40%,97.60%,174,38.30%,45,9.90%,406,89.40%,88.30%,454,$0.00 
03M860,Frederick Douglass Academy II Secondary School,M860,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,8,2.20%,223,61.60%,116,32.00%,8,2.20%,7,1.90%,98.10%,92,25.40%,37,10.20%,298,82.30%,87.80%,362,$0.00 
03M862,Mott Hall II,M862,,,,,,12,2.80%,110,25.70%,213,49.80%,24,5.60%,69,16.10%,83.90%,103,24.10%,16,3.70%,276,64.50%,60.90%,428,$0.00 
04M007,P.S. 007 Samuel Stern,M007,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,15,3.70%,118,29.00%,253,62.20%,11,2.70%,10,2.50%,97.50%,112,27.50%,37,9.10%,376,92.40%,93.30%,407,$0.00 
04M037,River East Elementary,M037,M,$0.00 ,$0.00 ,$0.00 ,$631.78 ,0,0.00%,101,39.00%,137,52.90%,8,3.10%,13,5.00%,95.00%,71,27.40%,13,5.00%,218,84.20%,85.50%,259,$0.00 
04M038,P.S. 38 Roberto Clemente,M038,M,"$1,644.73 ",$0.00 ,$657.43 ,$987.30 ,5,2.10%,85,35.30%,139,57.70%,6,2.50%,6,2.50%,97.50%,73,30.30%,30,12.40%,227,94.20%,94.00%,241,$0.00 
04M096,P.S. 096 Joseph Lanzetta,M096,M,$8.77 ,$0.00 ,$0.00 ,$8.77 ,8,2.00%,93,23.60%,274,69.50%,9,2.30%,10,2.50%,97.50%,123,31.20%,83,21.10%,369,93.70%,95.20%,394,$0.00 
04M102,P.S. 102 Jacques Cartier,M102,,,,,,25,9.40%,81,30.60%,130,49.10%,15,5.70%,14,5.30%,94.70%,78,29.40%,27,10.20%,257,97.00%,81.90%,265,$0.00 
04M155,P.S. 155 William Paca,M155,,,,,,2,0.80%,24,9.70%,212,85.50%,9,3.60%,1,0.40%,99.60%,85,34.30%,95,38.30%,240,96.80%,94.70%,248,$0.00 
04M182,The Bilingual Bicultural School,M182,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,1,0.30%,17,5.40%,295,93.90%,0,0.00%,1,0.30%,99.70%,87,27.70%,98,31.20%,302,96.20%,93.20%,314,$0.00 
04M224,M.S. 224 Manhattan East School for Arts & Academics,M224,,,,,,20,10.80%,55,29.70%,83,44.90%,7,3.80%,20,10.80%,89.20%,52,28.10%,10,5.40%,127,68.60%,70.70%,185,$0.00 
04M310,The Judith S. Kaye School,M310,M,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,0.00%,38,37.60%,57,56.40%,3,3.00%,3,3.00%,97.00%,38,37.60%,6,5.90%,76,75.20%,83.40%,101,$0.00 
