player_id,game_id,team_id,timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,shortHandedTimeOnIce,powerPlayTimeOnIce
8480018,143350458513,568,68116,28,13,138,64.0,6,8,6,305,659,31.0,37.0,0,0,32.0,-15,57602,1263,9251
8480021,4038040765,12,1455,1,0,3,2.0,0,0,2,9,15,0.0,3.0,0,0,0.0,2,1331,0,124
8480023,133255358104,1254,57672,32,10,87,13.0,1,6,18,136,317,46.0,30.0,0,0,13.0,8,51973,52,5647
8480027,6057062691,75,2218,1,0,4,1.0,0,1,0,0,0,1.0,0.0,0,0,0.0,0,1999,0,219
8480028,40380409895,80,16420,5,2,31,4.0,0,0,4,44,93,10.0,6.0,1,0,4.0,-3,13684,19,2717
8480031,58551591410,696,24314,6,5,32,61.0,2,1,24,3,16,5.0,19.0,0,0,8.0,-4,20276,159,3879
8480035,139312416691,483,71278,11,4,78,74.0,1,1,32,0,0,7.0,30.0,0,0,63.0,-6,65987,4514,777
8480036,137293395855,1700,96968,27,8,163,40.0,0,7,12,0,0,42.0,79.0,0,0,84.0,14,79175,8456,9337
8480039,129217314495,768,54401,20,16,88,65.0,5,4,20,13,48,23.0,36.0,0,0,19.0,-6,47370,106,6925
8480043,22209230019,110,6794,1,0,2,8.0,0,0,2,0,0,0.0,6.0,0,0,10.0,-5,6446,348,0
8480064,6057062945,27,3225,0,0,9,3.0,0,0,0,30,49,1.0,0.0,0,0,2.0,2,2721,0,504
8480068,54513556079,216,16753,1,1,26,38.0,0,0,4,3,15,7.0,8.0,0,0,10.0,-4,15383,970,400
8480069,115084169488,1197,71856,38,12,121,45.0,4,15,12,0,0,34.0,40.0,0,0,47.0,12,58767,351,12738
8480072,34323342855,51,9735,1,0,13,20.0,0,0,4,41,88,8.0,4.0,0,0,8.0,-8,7640,2040,55
8480073,62589629302,279,27607,4,0,38,15.0,0,1,16,0,0,5.0,20.0,0,0,36.0,-9,24515,331,2761
8480074,72684731939,1044,27536,7,6,49,20.0,0,1,10,23,63,16.0,12.0,0,0,7.0,3,26254,79,1203
8480078,121141237790,180,53427,9,14,114,13.0,1,2,10,198,515,33.0,33.0,0,0,31.0,-7,48718,99,4610
8480113,141331437704,1820,79496,26,17,142,49.0,6,3,14,11,23,18.0,11.0,0,0,47.0,1,63008,6083,10405
8480144,141331438626,1120,57401,8,8,90,52.0,0,0,8,313,598,37.0,17.0,1,0,26.0,-11,48129,9099,173
8480145,143350458511,3692,99582,39,6,177,165.0,3,22,32,0,0,31.0,62.0,0,0,78.0,10,83292,3827,12463
8480147,72684746254,828,34376,5,1,45,67.0,0,1,6,0,0,7.0,11.0,0,0,62.0,-10,31582,2723,71
8480157,24228247673,208,9775,3,0,14,3.0,0,0,4,0,0,2.0,8.0,0,0,7.0,0,9325,21,429
8480160,96912992269,1344,49478,7,2,40,91.0,0,0,14,0,0,20.0,36.0,0,0,60.0,-13,44501,4863,114
8480172,66627678307,462,30773,6,1,43,19.0,0,0,14,0,0,2.0,8.0,0,0,21.0,6,27454,3237,82
8480184,32304335076,272,15877,1,0,9,19.0,0,1,14,0,0,3.0,7.0,0,0,15.0,-6,13886,1297,694
8480185,16152162528,96,4791,1,0,9,9.0,0,0,0,33,63,2.0,1.0,0,0,2.0,-2,4783,0,8
8480186,18171184627,126,5541,1,0,7,10.0,0,0,6,1,4,4.0,2.0,0,0,2.0,-6,5541,0,0
8480205,113065150365,1624,41223,10,10,97,52.0,5,3,8,4,13,10.0,16.0,0,0,17.0,-10,36685,5,4533
8480208,46437476919,207,21477,7,3,32,51.0,1,5,13,4,7,5.0,5.0,0,0,11.0,-12,18388,18,3071
8480247,12114122405,54,1988,1,0,3,5.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,1988,0,0
8480314,8076081379,36,2020,0,0,3,2.0,0,0,0,0,0,0.0,1.0,0,0,2.0,-2,1971,0,49
8480326,10095104411,105,2059,0,0,2,16.0,0,0,0,4,6,0.0,1.0,0,0,2.0,-2,2059,0,0
8480336,141331437704,1820,79078,19,5,127,81.0,0,5,26,0,0,25.0,65.0,0,0,84.0,-12,70518,5122,3438
8480341,14133140649,35,2812,1,1,5,4.0,0,0,2,0,0,1.0,1.0,0,0,3.0,-1,2799,13,0
8480384,24228251105,336,7203,4,0,12,23.0,0,0,2,32,69,2.0,5.0,0,0,2.0,1,6951,67,185
8480727,32304335111,864,13741,1,0,9,10.0,0,0,4,0,0,8.0,1.0,0,0,16.0,3,12782,959,0
8480748,20190210079,240,7996,1,0,17,24.0,0,0,6,3,4,4.0,7.0,0,0,4.0,-1,7365,606,25
8480762,100951034505,1450,32852,5,7,69,79.0,0,0,12,4,11,13.0,11.0,0,0,15.0,10,32753,0,99
8480769,6057060164,75,1322,0,1,2,1.0,0,0,2,0,1,1.0,2.0,0,0,1.0,0,1093,25,204
8480780,28266282347,392,7895,0,0,12,16.0,0,0,8,1,4,4.0,4.0,0,0,2.0,-3,7858,0,37
8480789,18171181489,18,5556,0,0,9,10.0,0,0,4,0,3,1.0,5.0,0,0,4.0,-2,5046,0,510
8480796,12114122567,90,5751,1,0,7,14.0,0,0,6,0,0,2.0,2.0,0,0,2.0,-2,5449,285,17
8480797,104989068172,208,44009,13,8,81,31.0,1,1,39,3,10,20.0,26.0,0,0,18.0,6,38950,832,4227
8480800,137293396865,1564,89289,45,8,126,7.0,3,22,22,0,0,35.0,60.0,0,0,46.0,-10,73547,188,15554
8480801,143350459353,639,80660,23,21,259,303.0,2,6,106,144,312,35.0,40.0,0,0,43.0,-14,67992,202,12466
8480806,30285307656,360,12519,4,0,10,5.0,0,1,0,65,139,4.0,2.0,0,0,8.0,-2,10866,227,1426
8480814,2019021079,16,1021,0,0,2,2.0,0,0,0,0,0,0.0,1.0,0,0,2.0,1,1021,0,0
8480821,56532576553,476,25491,7,8,60,11.0,4,3,2,1,1,12.0,17.0,0,0,10.0,-13,21221,20,4250
8480822,18171188948,189,5474,1,2,13,9.0,1,0,2,1,1,2.0,0.0,0,0,0.0,-1,5059,0,415
8480829,72684734345,288,28066,2,6,55,51.0,1,1,23,125,292,14.0,21.0,0,0,16.0,-11,24331,9,3726
8480830,137293396227,816,68291,37,24,183,116.0,6,14,54,0,1,29.0,66.0,0,0,27.0,9,56160,66,12065
8480839,119122211620,413,68306,36,4,90,72.0,2,17,38,0,0,16.0,43.0,0,0,51.0,-7,56072,344,11890
8480849,40380409369,1060,13371,3,1,27,14.0,0,0,14,23,61,8.0,4.0,0,0,3.0,2,13001,5,365
8480853,4038041743,58,1706,1,0,3,3.0,0,0,0,0,0,1.0,0.0,0,0,0.0,1,1706,0,0
8480865,68646702022,68,27085,6,1,37,25.0,0,1,8,0,0,8.0,24.0,0,0,31.0,-1,25141,117,1827
8480871,82779848008,656,39907,9,4,50,33.0,0,2,6,0,0,10.0,26.0,0,0,43.0,-3,34527,41,5339
8480873,56532579470,280,24049,7,1,22,33.0,0,2,10,0,0,2.0,15.0,0,0,22.0,-7,22357,449,1243
8480901,50475515137,150,18799,5,1,45,36.0,1,0,13,1,4,2.0,5.0,0,0,8.0,3,17662,999,138
8480913,4038041142,106,1941,1,0,3,0.0,0,0,0,0,0,1.0,2.0,0,0,1.0,2,1877,64,0
8480935,26247270402,91,12668,0,0,6,10.0,0,0,4,0,0,2.0,4.0,0,0,19.0,-4,11461,1168,39
8480940,26247262749,286,11944,2,0,17,6.0,0,0,2,0,0,2.0,8.0,0,0,10.0,-1,11692,34,218
8480944,80760821360,240,26987,3,3,35,23.0,0,0,4,132,288,14.0,13.0,0,0,26.0,6,22859,4118,10
8480945,72684741023,180,29993,6,1,38,74.0,0,2,6,0,0,8.0,16.0,0,0,24.0,3,27326,161,2506
8480946,113065146595,292,44633,19,12,87,5.0,1,1,8,29,60,18.0,9.0,0,0,22.0,8,41070,28,3535
8480950,102970050336,2703,43426,4,0,41,151.0,0,0,18,0,0,13.0,20.0,0,0,53.0,4,42908,451,67
8480965,40380414695,560,11626,6,1,18,27.0,0,0,4,51,93,6.0,4.0,0,0,5.0,4,11243,326,57
8481019,44418445935,1144,8108,0,1,4,5.0,0,0,0,33,63,0.0,1.0,0,0,6.0,-2,8037,60,11
8481105,10095102352,40,3088,0,0,2,13.0,0,0,0,0,0,1.0,5.0,0,0,1.0,0,3088,0,0
8481186,32304331909,336,8093,0,2,15,20.0,0,0,2,0,1,5.0,0.0,0,0,8.0,0,7731,278,84
8481433,52494526833,442,19585,5,2,21,13.0,0,5,6,0,5,6.0,20.0,0,0,16.0,-12,15628,74,3883
8481477,12114123396,180,4282,2,0,2,6.0,0,0,0,26,49,1.0,1.0,0,0,5.0,2,4102,179,1
8481481,131236334126,1690,54444,17,6,87,42.0,2,1,20,312,622,22.0,21.0,2,1,22.0,-4,46132,4314,3998
8481515,8076080105,112,3120,0,0,2,3.0,0,0,0,0,0,2.0,0.0,0,0,2.0,-1,2862,2,256
8481516,62589645310,868,21537,4,3,31,28.0,0,0,4,112,238,8.0,8.0,0,1,18.0,-1,19842,1633,62
8481523,129217318036,1024,54780,15,8,101,33.0,0,3,24,75,222,38.0,16.0,0,0,23.0,-1,48619,136,6025
8481554,133255358016,198,56544,13,10,109,20.0,2,11,14,2,6,35.0,21.0,0,0,11.0,-26,47649,74,8821
8481559,123160253602,61,58067,14,7,123,12.0,4,5,10,167,462,42.0,53.0,0,0,21.0,-26,46379,66,11622
8481572,16152160512,416,8670,4,1,10,3.0,0,1,4,0,0,3.0,15.0,0,0,5.0,3,8203,37,430
8481600,6057060117,78,2335,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,-4,2156,179,0
8481624,78741791110,390,36448,15,8,98,26.0,0,0,4,3,4,24.0,14.0,1,0,13.0,7,31762,4503,183
8481630,8076083701,80,2998,0,0,2,13.0,0,0,0,0,0,0.0,2.0,0,0,0.0,0,2998,0,0
8481637,8076081720,64,2177,0,0,2,5.0,0,0,4,0,0,1.0,0.0,0,0,1.0,1,2177,0,0
8481638,66627674492,726,21164,6,3,39,18.0,1,0,8,3,6,14.0,10.0,0,0,8.0,0,20157,23,984
8481640,24228244851,336,5953,1,0,11,29.0,0,0,4,0,2,3.0,0.0,0,0,5.0,-6,5885,47,21
8481641,22209228321,275,7026,0,1,13,17.0,0,0,4,0,0,5.0,3.0,0,0,3.0,-1,6949,67,10
8481642,4038041840,104,894,0,0,1,1.0,0,0,0,0,0,0.0,0.0,0,0,1.0,0,894,0,0
8481649,32304326013,832,6326,0,0,9,10.0,0,0,2,0,0,3.0,5.0,0,0,8.0,-3,6254,70,2
8481650,74703762074,1073,21968,3,2,23,18.0,0,0,2,2,4,9.0,8.0,0,0,25.0,5,21697,205,66
8481812,6057063201,84,1947,0,0,0,4.0,0,0,2,0,0,1.0,2.0,0,0,4.0,-1,1947,0,0
8481813,117103192135,1276,33749,5,5,54,58.0,0,1,6,172,408,22.0,22.0,0,0,28.0,-1,32287,265,1197
