activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021456402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,145000.0,15.02,6.375,0.000,2,3741.25,NA,1399,,,360,NA,NA,2,2,2,2,995000,1,1,3,5,1,NA,82,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,5542,28.85,136200,117,1926,2031,50
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023530903,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,1,1,2,2,2,475000.0,75,6.625,-0.005,2,4124.75,NA,1399,,250,360,NA,NA,2,2,2,2,625000,1,1,3,5,1,NA,250,<20%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,5998,11.42,136200,109,1755,2150,30
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025130200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,1,2,1,1,1,2,2,2,465000.0,75.41,6.490,0.009,2,4396.75,NA,1974,575,,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,160,42,2,9,2,,,,,2,,,,,2,2,5,,,,,2,5,25,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4708,20.07,136200,140,1413,1781,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025130402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,78,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,4833,29.77,136200,128,1631,1726,65
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021402102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,1,1,2,2,2,325000.0,80,6.250,-0.876,2,4133.75,NA,1349,,520,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,150,48,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,4402,37.12,136200,88,1163,1773,0
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021441204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,1,2,1,1,1,2,2,2,525000.0,90,6.750,0.303,2,4566.25,NA,1349,,20,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,143,47,1,9,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5045,12.15,136200,125,1442,1714,49
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025070302,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,1715000.0,75,6.375,-0.564,2,7613.75,NA,1349,,3020,360,NA,NA,2,2,2,2,2285000,1,1,3,5,1,NA,1110,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,2090,31.77,136200,218,517,425,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025130300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,255000.0,82.166,5.750,-1.450,2,10888.75,NA,7799,5160,300,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,89,40,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4496,21.2,136200,145,1322,1732,0
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023503101,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,595000.0,100,6.250,-0.922,2,4457.75,NA,1349,,20,360,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,169,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,7405,8.9,136200,123,2170,2299,51
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023542302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,2,1,1,1,2,2,2,385000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,90,NA,9,9,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4335,15.13,136200,76,822,1201,55
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021417802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,165000.0,34.783,6.625,-0.217,2,3343.25,NA,1349,,250,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,58,47,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3217,58.56,136200,44,408,979,67
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025051101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,71,2,1,1,1,2,2,1,915000.0,75,7.500,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1225000,1,3,3,5,2,NA,525,30%-<36%,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,6460,57.57,136200,44,947,2234,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025100500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,495000.0,85,6.375,-0.610,2,13585,NA,10720.25,9371.25,320,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,104,49,7,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,6576,85.8,136200,52,914,1930,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025050200,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,6,2,1,1,1,2,2,2,1505000.0,89.552,6.490,-0.415,2,15293.75,NA,9599,8250,270,360,NA,60,2,2,2,2,1675000,1,1,3,5,1,NA,550,40,1,9,3,,,,,2,,,,,2,2,6,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5197,71.77,136200,44,557,1613,0
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021443104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,2,0,2,1,1,1,2,2,2,555000.0,75,6.375,-0.556,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,226,20%-<30%,3,9,2,,,,,2,,,,,2,2,2,21,,,,2,21,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,4763,14.95,136200,106,1529,1773,42
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021415103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,405000.0,46.362,7.625,0.482,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,875000,1,2,3,5,1,NA,397,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,4749,30.03,136200,108,1228,1049,44
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021417704,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Female,1,1,2,1,1,1,2,2,2,335000.0,63.208,6.875,-0.317,2,3752.5,NA,1349,,4209,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,85,40,2,10,3,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3689,45.84,136200,89,617,858,48
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025120301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,3,2,1,1,1,2,2,2,675000.0,80,6.625,0.017,2,4863.75,NA,1399,,5,360,NA,NA,2,2,2,2,845000,1,1,3,5,1,NA,212,30%-<36%,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,5120,55.59,136200,110,1038,1763,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025110301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,405000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,156,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,2500,59.12,136200,79,780,953,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025061000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,495000.0,84.655,6.375,-0.179,2,4213.5,NA,1349,,320,360,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,119,44,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2416,51.66,136200,56,531,865,72
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023500104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,210,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,4224,8.66,136200,98,1154,1943,73
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025020101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,2,555000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,180,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,2,,,,,10,,,,4235,13.98,136200,222,1111,1128,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025110201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,1,1,2,2,2,535000.0,94.301,4.375,-2.232,2,4689.5,NA,1399,,575,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,62,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2091,83.79,136200,64,394,519,58
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023542301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,325000.0,80,6.125,-0.438,2,3859.25,NA,1399,,,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,163,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,1,,,,,10,,,,3586,11.99,136200,60,860,1441,76
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025040200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,625000.0,80,6.625,0.082,2,4888.75,NA,1399,,2500,360,NA,NA,2,2,2,2,775000,1,1,3,5,1,NA,165,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,1594,47.49,136200,105,361,479,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025140400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,1,1,1,2,2,2,455000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,44,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,7859,93.73,136200,60,1857,2183,66
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021410100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,205000.0,25,6.125,-0.743,2,3548.75,NA,1349,,20,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,86,20%-<30%,7,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6813,13.58,136200,110,2066,2156,51
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023501102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,Joint,Joint,4,0,2,1,1,1,2,2,2,755000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,464,NA,9,9,2,,,,,1,,,,,2,2,2,22,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,6,,,,,10,,,,9185,9.85,136200,201,2567,2839,45
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023500103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,1,325000.0,75,10.500,NA,3,NA,NA,NA,NA,NA,12,NA,1,2,1,1,2,435000,1,3,3,5,1,NA,964,NA,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2231,6.59,136200,165,993,941,60
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023506202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,615000.0,89,6.250,-0.156,2,4954.25,NA,1399,,,360,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,142,42,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,25-34,No,No,1,1,2,,,,,10,,,,2570,4.24,136200,113,818,1004,46
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025100601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,625000.0,90,6.500,0.024,2,4333.75,NA,1399,,,360,NA,NA,2,2,2,2,695000,1,1,3,5,1,NA,191,30%-<36%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,5342,60.78,136200,70,891,1740,0
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021416300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,585000.0,80,6.375,-0.574,2,3943.75,NA,1349,,20,360,NA,NA,2,2,2,2,735000,1,1,3,5,1,NA,140,41,7,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5005,29.39,136200,166,1223,1480,0
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021443106,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,3,1,1,2,2,2,535000.0,95,5.990,-0.372,2,12567.75,NA,1399,,,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,90,50%-60%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5540,15.38,136200,108,1951,2035,47
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023541100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,415000.0,95,6.375,0.129,2,4238.75,NA,1399,,250,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,91,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,5717,7.5,136200,116,1759,1985,36
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025180500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,71,2,1,1,1,2,2,2,505000.0,95,6.125,-0.167,2,4674.75,NA,1399,,1000,360,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,111,49,3,9,2,,,,,2,,,,,2,2,2,,,,,2,27,,,,2,2,2,1,2,2,25-34,<25,No,No,1,1,1,,,,,10,,,,4089,24.36,136200,96,1119,1740,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025071201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,1,2,2,2,355000.0,84.028,3.750,-2.686,2,11548.75,NA,8892.75,7100,320,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,79,37,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,3514,58.68,136200,56,437,201,48
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021411200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,195000.0,35.185,6.000,-0.530,2,3090.75,NA,1399,,500,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,67,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,7453,20.29,136200,150,2084,2483,55
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021419500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,2,505000.0,65,6.250,-0.351,2,4384,NA,1399,,250,360,NA,NA,2,2,2,2,785000,1,1,3,5,1,NA,99,46,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3481,32.55,136200,121,943,1029,58
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023505104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,835000.0,95,7.500,1.216,2,7030.38,NA,3477.13,2078.13,250,360,NA,NA,2,2,2,2,875000,1,1,3,5,1,NA,267,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,4027,7.75,136200,127,1308,1743,71
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025091001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,1,405000.0,70,6.990,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,585000,1,3,3,5,1,NA,304,30%-<36%,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3255,45.75,136200,68,540,1012,73
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021456302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,395000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,130,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5537,38.52,136200,78,1600,1943,46
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025051200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,3,2,1,1,1,2,2,2,585000.0,90,6.375,-0.035,2,10576.25,NA,7249,5850,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,213,20%-<30%,3,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,3454,41.6,136200,87,415,1075,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025091001,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,985000.0,80,6.375,-0.367,2,5592.25,NA,1399,,4132.8,360,NA,60,2,2,2,2,1235000,1,1,3,5,1,NA,348,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,3255,45.75,136200,68,540,1012,73
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025140105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,1,1,1,1,2,2,2,505000.0,80,6.490,-0.380,2,4172.75,NA,1399,,250,360,NA,NA,2,2,2,2,635000,1,1,3,5,1,NA,152,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3592,68.51,136200,80,883,1356,66
2024,549300FK3AFCFVAPH234,14454,MA,25021,25021418003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,575000.0,95,6.490,0.009,2,4873.75,NA,1399,,575,360,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,160,37,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2448,48.57,136200,131,354,467,28
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023530500,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,1145000.0,80,6.500,-0.245,2,6874.75,NA,1349,,20,360,NA,60,2,2,2,2,1435000,1,1,3,5,1,NA,402,40,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5744,12.12,136200,89,1555,1972,66
2024,549300FK3AFCFVAPH234,14454,MA,25023,25023530802,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,465000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,191,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,1,2,2,35-44,45-54,No,No,1,1,2,,,,,10,,,,4634,8.87,136200,96,1530,2628,54
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025090700,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,3,1,1,2,2,2,785000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,145,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,4673,38.84,136200,115,572,1495,0
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025130101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,695000.0,86.875,6.000,-0.544,2,5076.25,NA,1399,,,360,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,145,39,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,6048,24.93,136200,147,1856,2230,69
2024,549300FK3AFCFVAPH234,14454,MA,25025,25025160400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Male,1,3,2,1,1,1,2,2,2,505000.0,95,6.990,0.633,2,7850.63,NA,4495.88,2517.5,,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,151,39,2,9,3,,,,,3,,,,,2,2,2,,,,,2,,,,,2,2,1,1,2,2,25-34,55-64,No,No,1,1,2,,,,,10,,,,3878,78.93,136200,54,122,628,52
