activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021413100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,105000.0,76.898,8.25,1.78,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,420,<20%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6494,22.1,136200,110,1427,1811,60
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025130300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Joint,Black or African American,Joint,1,0,2,1,1,2,2,1,2,125000.0,76.72,8.25,1.75,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,683,<20%,8,8,2,,,,,1,,,,,2,2,3,,,,,6,,,,,2,2,1,2,2,2,55-64,45-54,Yes,No,1,1,6,,,,,10,,,,4496,21.2,136200,145,1322,1732,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023507101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,1,2,255000.0,43.638,8.25,1.26,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,137,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5589,7.19,136200,152,1735,1763,42
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023506102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,1,2,305000.0,51.285,8.25,1.61,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,249,<20%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,,,,,10,,,,6324,9.82,136200,151,1629,1552,42
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021403300,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,755000.0,56.514,8.25,1.26,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1475000,1,1,3,5,1,NA,721,20%-<30%,8,8,1,14,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,4431,15.57,136200,210,1356,1493,61
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025050200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,2,2,1,2,105000.0,79.95,8.25,1.75,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,815000,1,1,3,5,2,NA,54,30%-<36%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5197,71.77,136200,44,557,1613,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025101002,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,2,2,1,2,405000.0,66.344,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,695000,1,1,3,5,2,NA,49,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,5712,96.59,136200,39,651,1360,63
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023511200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,1,2,2,1,2,95000.0,37.111,8.25,1.66,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,37,42,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5322,68.88,136200,69,880,1467,58
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025082000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,205000.0,78.16,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,845000,1,1,3,5,3,NA,76,50%-60%,8,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,3195,95.96,136200,71,556,1108,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021407101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,205000.0,23.291,8.25,1.39,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,855000,1,1,3,5,1,NA,67,40,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,4419,11.97,136200,127,1518,1690,39
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,2,2,1,2,275000.0,71.811,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1005000,1,2,3,5,3,NA,110,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,9,,,6999,65.34,136200,78,1401,1837,56
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021422100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,535000.0,80,8.25,1.65,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,675000,1,1,3,5,1,NA,487,20%-<30%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,6,,,,,10,,,,5354,16.7,136200,129,1724,1925,65
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021418003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,3,0,2,1,1,2,2,1,2,125000.0,77.586,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,725000,1,1,3,5,1,NA,210,39,8,8,3,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,45-54,Yes,No,1,1,6,,,,,3,9,,,2448,48.57,136200,131,354,467,28
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021418003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,125000.0,91.315,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,615000,1,1,3,5,1,NA,86,50%-60%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,4,1,,,2448,48.57,136200,131,354,467,28
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025091800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,1,2,1,2,505000.0,71.429,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,55,>60%,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,3718,94.76,136200,56,355,1248,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023511602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,1,2,325000.0,56.522,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,60,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,1,,,,3908,61.75,136200,97,813,982,59
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510505,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,2,2,1,2,45000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,84,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4247,75.37,136200,49,528,574,45
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,275000.0,71.811,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1005000,1,1,3,5,3,NA,110,>60%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,6999,65.34,136200,78,1401,1837,56
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021403300,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,755000.0,64.91,8.25,1.65,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,3075000,1,1,3,5,1,NA,1725,<20%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4431,15.57,136200,210,1356,1493,61
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025170301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,American Indian or Alaska Native,Male,1,0,2,1,1,2,2,1,2,305000.0,79.997,8.25,1.65,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,835000,1,1,3,5,2,NA,149,30%-<36%,8,10,1,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,7045,42.43,136200,91,1240,1991,59
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021402200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,135000.0,79.996,8.25,1.72,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,195,<20%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2217,24.63,136200,122,751,878,66
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025180400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Joint,3,0,2,1,1,2,2,1,2,205000.0,68.903,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,905000,1,1,3,5,2,NA,135,>60%,8,8,14,,,,,1,,,,,2,2,23,,,,,,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,3,1,,,1928,19.4,136200,115,405,693,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025050600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,1,2,2,1,2,225000.0,74.313,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,128,>60%,8,10,14,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,1,,,,2074,66.2,136200,53,118,662,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021400800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,2,2,1,2,345000.0,72.898,8.25,1.72,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,895000,1,1,3,5,1,NA,134,40,8,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,6077,37.62,136200,142,1000,587,58
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025060301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,2,2,1,1,305000.0,78.582,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,615000,1,3,3,5,1,NA,223,39,8,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,9,,,,3609,6.68,136200,139,885,1562,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023530903,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,2,2,1,2,55000.0,73.034,8.25,1.67,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,665000,1,1,3,5,1,NA,272,20%-<30%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,5998,11.42,136200,109,1755,2150,30
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023530700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,405000.0,75.874,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,975000,1,1,3,5,1,NA,62,>60%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,1,1,6,,,,,3,1,,,5947,7.48,136200,108,2532,3128,18
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,1,2,2,1,2,255000.0,79.82,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,955000,1,1,3,5,1,NA,181,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,1,,,,3243,45.3,136200,117,897,1019,61
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023545300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,1,2,305000.0,63.559,8.25,1.87,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,101,37,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,4463,18.22,136200,70,1517,3103,74
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Free Form Text Only,Joint,3,0,2,1,1,2,2,1,2,135000.0,52.684,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,127,30%-<36%,8,8,2,,,,,2,,,,,2,2,,3,,,,3,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,3,,,,4925,52.47,136200,95,1280,1418,58
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021411302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,2,2,1,2,305000.0,74.609,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1405000,1,1,3,5,1,NA,250,>60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,3523,17.2,136200,105,1116,1213,43
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025050700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,405000.0,81.04,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,905000,1,1,3,5,3,NA,33,>60%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,4,1,,,4520,71.95,136200,39,294,1749,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023509102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,1,2,395000.0,105.105,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,375000,1,1,3,5,2,NA,350,<20%,8,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,1,1,6,,,,,4,,,,6124,8.44,136200,106,2070,2660,53
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,1,2,155000.0,77.986,8.5,2.12,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,99,20%-<30%,8,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4247,75.37,136200,49,528,574,45
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025100601,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,1,0,2,1,1,2,2,1,2,255000.0,78.282,8.25,2.21,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,201,20%-<30%,8,8,2,,,,,3,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5342,60.78,136200,70,891,1740,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025051200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,25000.0,79.984,8.5,2.39,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,347,<20%,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,3454,41.6,136200,87,415,1075,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023507103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,1,2,425000.0,53.125,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,805000,1,1,3,5,1,NA,101,45,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,1,9,,,4534,7.83,136200,155,1518,1596,59
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025170200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,285000.0,79.992,7.75,1.99,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,865000,1,1,3,5,2,NA,189,39,8,8,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,5305,47.11,136200,44,745,1763,60
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021402400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,2,2,1,2,75000.0,74.353,8.5,2.65,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,585000,1,1,3,5,1,NA,140,20%-<30%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6341,21.89,136200,113,1751,2021,63
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023561400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,665000.0,80,8,2.01,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,835000,1,1,3,5,1,NA,275,20%-<30%,8,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,6225,17.37,136200,88,1551,1956,39
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023545300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,1,2,2,1,2,105000.0,100.09,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,193,20%-<30%,8,8,2,,,,,2,,,,,2,2,5,,,,,2,23,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,4,,,,4463,18.22,136200,70,1517,3103,74
2024,X8V2II80XTQHRH7NCB19,14454,MA,25025,25025120400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,1,2,2,1,2,405000.0,76.801,7.75,1.91,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1355000,1,1,3,5,2,NA,221,41,8,8,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,1,1,6,,,,,10,,,,6006,27.59,136200,146,1503,1816,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023545400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,1,2,395000.0,74.856,7.75,1.99,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,525000,1,1,3,5,1,NA,102,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,5518,16.53,136200,66,1679,3330,72
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021411302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,1,2,2,1,2,305000.0,65.146,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1605000,1,1,3,5,1,NA,269,50%-60%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,6,,,,,1,,,,3523,17.2,136200,105,1116,1213,43
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021417100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Asian,Joint,1,0,2,1,1,1,2,1,2,525000.0,42.539,8.25,2.26,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,1225000,1,1,3,5,1,NA,157,42,8,8,3,,,,,3,,,,,2,2,2,22,,,,2,22,,,,2,2,2,1,2,2,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,6010,41.6,136200,85,1461,1949,0
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021442203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,2,2,1,2,75000.0,72.083,8.25,2.16,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,635000,1,1,3,5,2,NA,60,42,8,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,6,,,,,10,,,,4249,17.96,136200,108,1126,1279,31
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023510200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Male,3,0,2,1,1,2,2,1,2,305000.0,100.767,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,45,>60%,8,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,1,,,6999,65.34,136200,78,1401,1837,56
2024,X8V2II80XTQHRH7NCB19,14454,MA,25023,25023530500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,2,2,1,2,155000.0,63.026,7.75,1.48,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,595000,1,1,3,5,1,NA,113,42,8,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,5744,12.12,136200,89,1555,1972,66
2024,X8V2II80XTQHRH7NCB19,14454,MA,25021,25021456302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,1,2,2,1,2,115000.0,79.983,7.75,1.91,2,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,167,30%-<36%,8,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,5537,38.52,136200,78,1600,1943,46
