,ORIGIN,DEST,DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,AIRCRAFT_TYPE,MONTH,iata_x,name_x,city_x,country_x,lat_x,lon_x,tz_x,iata_y,name_y,city_y,subd_y,country_y,lat_y,lon_y,tz_y,passlog
6007,MIA,AUS,1360.0,188326.0,705059,552419,37051,235,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,AUS,Austin-Bergstrom International Airport,Austin,Texas,US,30.19452722,-97.66987611,America/Chicago,12.145929782649265
6008,MIA,BDL,668.0,94631.0,478908,379044,25548,156,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BDL,Bradley International Airport,Windsor Locks,Connecticut,US,41.93903222,-72.68431583,America/New_York,11.45774039691976
6009,MIA,BED,3.0,184.0,13303,10540,622,5,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BED,Laurence G Hanscom Field,Bedford,Massachusetts,US,42.46994444,-71.289,America/New_York,5.214935757608986
6011,MIA,BNA,1126.0,148396.0,651847,523957,34398,208,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BNA,Nashville International Airport,Nashville,Tennessee,US,36.124475,-86.67818056,America/Chicago,11.907639655174249
6012,MIA,BOS,2706.0,432198.0,1436724,1157868,75656,453,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,42.36294444,-71.00638889,America/New_York,12.97663909555694
6013,MIA,BTV,17.0,1047.0,53212,43140,2692,10,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BTV,Burlington International Airport,Burlington,Vermont,US,44.471955,-73.15327611,America/New_York,6.953684210870537
6014,MIA,BUF,3.0,459.0,26606,21584,1416,7,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BUF,Buffalo Niagara International Airport,Buffalo,New York,US,42.94042722,-78.73056972,America/New_York,6.129050210060545
6015,MIA,BWI,1683.0,221236.0,997725,811575,51679,328,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,US,39.17572833,-76.66899111,America/New_York,12.306985284031954
6016,MIA,CAE,5.0,617.0,66515,54340,3596,25,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CAE,Columbia Metro Airport,Columbia,South Carolina,US,33.93883778,-81.11953611,America/New_York,6.424869023905388
6017,MIA,CHA,11.0,661.0,39909,32940,2019,21,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CHA,Lovell Field,Chattanooga,Tennessee,US,35.03519444,-85.20355556,America/New_York,6.493753839851686
6018,MIA,CHS,105.0,11090.0,146333,120934,7428,54,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CHS,Charleston Afb/International Airport,Charleston,South Carolina,US,32.89863889,-80.04052778,America/New_York,9.313799080344413
6019,MIA,CLE,435.0,61332.0,465605,386470,24844,130,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CLE,Cleveland-Hopkins International Airport,Cleveland,Ohio,US,41.40940694,-81.85469111,America/New_York,11.02405700855628
6020,MIA,CLT,1916.0,288222.0,598635,497565,30843,199,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CLT,Charlotte/Douglas International Airport,Charlotte,North Carolina,US,35.21375,-80.94905556,America/New_York,12.571486295511987
6021,MIA,CMH,89.0,7367.0,186242,154924,9570,42,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CMH,John Glenn Columbus International Airport,Columbus,Ohio,US,39.99694667,-82.89215917,America/New_York,8.904765846682814
6022,MIA,COS,3.0,481.0,39909,33327,1927,17,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,COS,City Of Colorado Springs Municipal Airport,Colorado Springs,Colorado,US,38.80581667,-104.7007764,America/Denver,6.175867270105761
6023,MIA,CPS,1.0,66.0,13303,11123,622,6,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CPS,St. Louis Downtown Arpt,St. Louis,Missouri,US,40.2999251,-89.6755625,America/St Louis,4.189654742026425
6024,MIA,CRP,1.0,132.0,13303,11140,634,8,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CRP,Corpus Christi International Airport,Corpus Christi,Texas,US,27.77219444,-97.50241667,America/Chicago,4.882801922586371
6025,MIA,CVG,121.0,15555.0,266060,223860,14050,85,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,CVG,Cincinnati/Northern Kentucky International Airport,Covington,Kentucky,US,39.0488375,-84.66782083,America/New_York,9.652137409331738
6026,MIA,DAL,383.0,53064.0,319272,270216,16522,107,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DAL,Dallas Love Field,Dallas,Texas,US,32.84594472,-96.85087667,America/Chicago,10.879254011205392
6027,MIA,DCA,2171.0,316138.0,452302,383452,24204,157,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DCA,Ronald Reagan Washington Ntl Airport,Washington,Dist. Of Columbia,US,38.85144028,-77.03772139,America/New_York,12.663934106100248
6028,MIA,DEN,1363.0,215147.0,1410118,1196952,76162,458,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DEN,Denver International Airport,Denver,Colorado,US,39.86166667,-104.6731667,America/Denver,12.279076794409363
6029,MIA,DFW,2794.0,456344.0,1144058,971628,61555,371,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth,Texas,US,32.89723306,-97.03769472,America/Chicago,13.03100219005537
6030,MIA,DSM,11.0,709.0,39909,34269,2019,21,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DSM,Des Moines International Airport,Des Moines,Iowa,US,41.53397278,-93.66307222,America/Chicago,6.5638555265321274
6031,MIA,DTW,1141.0,166191.0,944513,811743,51031,283,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,DTW,Detroit Metro Wayne County Airport,Detroit,Michigan,US,42.21244444,-83.35338889,America/New_York,12.020893008312685
6032,MIA,EGE,90.0,9501.0,53212,46012,2792,10,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,EGE,Eagle County Regional Airport,Eagle,Colorado,US,39.64275,-106.9159444,America/Denver,9.15915233520675
6033,MIA,ELP,1.0,190.0,13303,11540,699,7,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,ELP,El Paso International Airport,El Paso,Texas,US,31.80733333,-106.3763611,America/Denver,5.247024072160486
6034,MIA,EWR,2966.0,435157.0,1516542,1324452,80855,457,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,EWR,Newark Liberty International Airport,Newark,New Jersey,US,40.69247983,-74.16868678,America/New_York,12.983462164495261
6035,MIA,EYW,40.0,2528.0,292666,255728,15174,87,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,EYW,Key West International Airport,Key West,Florida,US,24.55611972,-81.75995583,America/New_York,7.8351837552667485
6036,MIA,FLL,31.0,2956.0,372484,327516,19278,104,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale,Florida,US,26.07166667,-80.14969444,America/New_York,7.991592282068092
6038,MIA,HOU,733.0,86834.0,359181,329157,18162,121,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,HOU,William P Hobby Airport,Houston,Texas,US,29.64579983,-95.27723158,America/Chicago,11.371753529021163
6040,MIA,HSV,15.0,911.0,53212,48868,2692,26,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,US,34.63719694,-86.77505417,America/Chicago,6.814542897259958
6041,MIA,IAD,321.0,39352.0,492211,453768,25888,138,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,IAD,Washington Dulles International Airport,Washington,Dist. Of Columbia,US,38.94744444,-77.45994444,America/New_York,10.580302078475176
6042,MIA,IAH,1982.0,273464.0,1396815,1287930,75147,471,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,IAH,George Bush Intcntl/Houston Airport,Houston,Texas,US,29.98443528,-95.3414425,America/Chicago,12.5189252651239
6043,MIA,IND,363.0,49472.0,399090,370170,20927,128,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,IND,Indianapolis International Airport,Indianapolis,Indiana,US,39.71730556,-86.29463889,America/New_York,10.809162131947094
6044,MIA,JAX,430.0,44695.0,266060,249020,13543,81,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,JAX,Jacksonville International Airport,Jacksonville,Florida,US,30.49404556,-81.68784667,America/New_York,10.707616917521953
6045,MIA,JFK,4279.0,674427.0,1130755,1060630,58929,387,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,JFK,John F Kennedy International Airport,New York,New York,US,40.63992778,-73.7786925,America/New_York,13.42161872045557
6046,MIA,LAS,1103.0,180662.0,771574,747562,41139,250,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,36.08004389,-115.1522347,America/Los_Angeles,12.104383161161763
6047,MIA,LAX,1929.0,397887.0,598635,580140,32270,210,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,LAX,Los Angeles International Airport,Los Angeles,California,US,33.94249639,-118.4080486,America/Los_Angeles,12.893923324355786
6048,MIA,LGA,3870.0,602694.0,798180,777180,42330,239,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,LGA,Laguardia Airport,New York,New York,US,40.77725,-73.87261111,America/New_York,13.309164884219989
6049,MIA,MCI,230.0,31195.0,239454,237564,12647,76,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MCI,Kansas City International Airport,Kansas City,Missouri,US,39.29761111,-94.71388889,America/Chicago,10.348013104544886
6050,MIA,MCO,2780.0,373794.0,1117452,1109136,59189,368,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MCO,Orlando International Airport,Orlando,Florida,US,28.42938889,-81.309,America/New_York,12.831460122510409
6051,MIA,MDT,1.0,139.0,13303,13230,694,5,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MDT,Harrisburg International Airport,Harrisburg,Pennsylvania,US,40.19319167,-76.76261917,America/New_York,4.9344739331306915
6052,MIA,MDW,630.0,82524.0,332575,330800,16918,115,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MDW,Chicago Midway International Airport,Chicago,Illinois,US,41.78597222,-87.75241667,America/Chicago,11.320844439107836
6053,MIA,MEM,253.0,29008.0,305969,304612,16086,93,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MEM,Memphis International Airport,Memphis,Tennessee,US,35.04241139,-89.97667917,America/Chicago,10.275326932994632
6054,MIA,MKE,10.0,848.0,106424,106736,5294,32,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MKE,General Mitchell International Airport,Milwaukee,Wisconsin,US,42.94693194,-87.89706444,America/Chicago,6.742880635791903
6055,MIA,MSP,712.0,106986.0,611938,620402,32905,187,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,44.88197222,-93.22177778,America/Chicago,11.580453263762102
6056,MIA,MSY,927.0,119021.0,611938,620770,31845,195,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MSY,Louis Armstrong New Orleans International Airport,New Orleans,Louisiana,US,29.99327778,-90.25902778,America/Chicago,11.687055227112799
6057,MIA,MYR,39.0,3516.0,66515,67885,3530,13,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,33.67974111,-78.92832139,America/New_York,8.165079258805068
6058,MIA,ORD,2651.0,415854.0,1210573,1267630,65500,370,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,41.97694028,-87.90814972,America/Chicago,12.938089516103524
6059,MIA,ORF,333.0,41562.0,492211,515447,25993,177,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,ORF,Norfolk International Airport,Norfolk,Virginia,US,36.89460417,-76.20122917,America/New_York,10.63494156725066
6060,MIA,PBI,1.0,141.0,13303,14027,614,7,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PBI,Palm Beach International Airport,West Palm Beach,Florida,US,26.68316167,-80.09559194,America/New_York,4.948759890378168
6061,MIA,PHL,2186.0,360935.0,1090846,1156200,58596,357,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,39.87208389,-75.24066306,America/New_York,12.796453165701436
6062,MIA,PHX,778.0,139414.0,266060,282140,13845,85,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,33.43427778,-112.0115833,America/Phoenix,11.845203202681834
6063,MIA,PIE,5.0,108.0,39909,42336,1866,17,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PIE,St Pete-Clearwater International Airport,St Petersburg-Clearwater,Florida,US,27.90863361,-82.68651,America/New_York,4.68213122712422
6064,MIA,PIT,359.0,36371.0,332575,353050,17160,92,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PIT,Pittsburgh International Airport,Pittsburgh,Pennsylvania,US,40.49141667,-80.23269444,America/New_York,10.50152703279139
6065,MIA,PNS,2.0,254.0,26606,28386,1310,15,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PNS,Pensacola International Airport,Pensacola,Florida,US,30.47341667,-87.18661111,America/Chicago,5.537334267018537
6066,MIA,PTK,1.0,50.0,13303,14275,622,3,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PTK,Oakland County International Airport,Pontiac,Michigan,US,42.66563619,-83.42050564,America/New_York,3.912023005428146
6067,MIA,PVD,11.0,716.0,53212,57228,2633,27,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PVD,Rhode Island Tf Green International Airport,Providence,Rhode Island,US,41.72233333,-71.42772222,America/New_York,6.573680166960646
6068,MIA,PWM,1.0,152.0,13303,14321,722,1,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,PWM,Portland International Jetport Airport,Portland,Maine,US,43.6456435,-70.30861636,America/New_York,5.0238805208462765
6069,MIA,RDU,1483.0,193104.0,784877,855028,41715,234,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,RDU,Raleigh-Durham International Airport,Raleigh/Durham,North Carolina,US,35.87763889,-78.78747222,America/New_York,12.17098418285768
6070,MIA,RFD,1.0,103.0,13303,14512,612,7,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,RFD,Chicago/Rockford International Airport,Chicago/Rockford,Illinois,US,42.19536111,-89.09722222,America/Chicago,4.634728988229636
6071,MIA,RIC,235.0,27090.0,226151,246908,11803,88,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,RIC,Richmond International Airport,Richmond,Virginia,US,37.50518111,-77.31973861,America/New_York,10.20691993507914
6072,MIA,ROC,1.0,180.0,13303,14576,722,1,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,ROC,Frederick Douglass/Greater Rochester International Airport,Rochester,New York,US,43.11914361,-77.67186889,America/New_York,5.19295685089021
6073,MIA,RSW,5.0,624.0,66515,73175,3068,28,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,RSW,Southwest Florida International Airport,Fort Myers,Florida,US,26.53616667,-81.75516667,America/New_York,6.436150368369428
6074,MIA,SAN,231.0,38721.0,239454,264222,12720,86,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SAN,San Diego International Airport,San Diego,California,US,32.73356278,-117.1896633,America/Los_Angeles,10.564137367503298
6075,MIA,SAT,241.0,29745.0,252757,278977,13203,84,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SAT,San Antonio International Airport,San Antonio,Texas,US,29.53395833,-98.46905694,America/Chicago,10.300416329622006
6076,MIA,SAV,4.0,531.0,53212,58740,2623,14,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SAV,Savannah/Hilton Head International Airport,Savannah,Georgia,US,32.12758333,-81.20213889,America/New_York,6.274762021241939
6077,MIA,SDF,37.0,2830.0,159636,176760,8008,56,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SDF,Louisville Muhammad Ali International Airport,Louisville,Kentucky,US,38.174085,-85.73649361,America/Kentucky/Louisville,7.948031990637284
6078,MIA,SEA,239.0,41930.0,146333,162217,7865,42,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SEA,Seattle-Tacoma International Airport,Seattle,Washington,US,47.44988889,-122.3117778,America/Los_Angeles,10.643756840164809
6079,MIA,SFO,809.0,125323.0,399090,443130,22353,129,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,37.61880556,-122.3754167,America/Los_Angeles,11.738649683496487
6080,MIA,SJU,1883.0,301869.0,851392,949952,45364,270,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SJU,Luis Munoz Marin International Airport,San Juan,Puerto Rico,US,18.43939917,-66.00213333,America/Puerto_Rico,12.617748427415052
6081,MIA,SLC,324.0,51654.0,239454,267642,13862,66,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,40.78839333,-111.9777733,America/Denver,10.85232291588601
6082,MIA,STL,684.0,88370.0,625241,705752,32850,197,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,STL,St Louis Lambert International Airport,St Louis,Missouri,US,38.74869822,-90.37002572,America/Chicago,11.38928782451205
6083,MIA,STT,703.0,98579.0,279363,315504,15107,87,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,STT,Cyril E King Airport,Charlotte Amalie,Virgin Islands,US,18.33730556,-64.97333333,America/St_Thomas,11.498613536162472
6084,MIA,STX,485.0,66981.0,226151,255459,12174,68,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,STX,Henry E Rohlsen Airport,Christiansted,Virgin Islands,US,17.70150444,-64.80194292,America/St_Thomas,11.112164276066547
6085,MIA,SWF,12.0,1440.0,53212,60280,2832,6,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SWF,New York Stewart International Airport,New York,New York,US,41.50411111,-74.10483333,America/New_York,7.272398392570047
6086,MIA,SYR,39.0,3177.0,133030,150960,6968,27,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,SYR,Syracuse Hancock International Airport,Syracuse,New York,US,43.11119444,-76.10630556,America/New_York,8.063692634269517
6087,MIA,TPA,1284.0,169738.0,492211,566248,26008,156,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,TPA,Tampa International Airport,Tampa,Florida,US,27.97547222,-82.53325,America/New_York,12.042011350727728
6088,MIA,TUL,34.0,1935.0,106424,122960,5384,36,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,TUL,Tulsa International Airport,Tulsa,Oklahoma,US,36.19839361,-95.88810556,America/Chicago,7.5678626054638825
6089,MIA,TUS,2.0,367.0,13303,15376,699,7,MIA,Miami International Airport,Miami,US,25.79536111,-80.29011583,America/New_York,TUS,Tucson International Airport,Tucson,Arizona,US,32.11606917,-110.9410139,America/Phoenix,5.905361848054571
6090,MKC,AUS,1.0,61.0,13341,10423,622,6,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,AUS,Austin-Bergstrom International Airport,Austin,Texas,US,30.19452722,-97.66987611,America/Chicago,4.110873864173311
6091,MKC,BED,1.0,69.0,13341,10540,622,8,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,BED,Laurence G Hanscom Field,Bedford,Massachusetts,US,42.46994444,-71.289,America/New_York,4.23410650459726
6092,MKC,BFI,1.0,67.0,13341,10559,888,4,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,BFI,Boeing Field/King County International Airport,Seattle,Washington,US,47.52997222,-122.3019444,America/Los_Angeles,4.204692619390966
6093,MKC,BWI,3.0,185.0,40023,32463,2204,20,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,US,39.17572833,-76.66899111,America/New_York,5.220355825078324
6094,MKC,CLE,1.0,64.0,13341,11042,614,7,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,CLE,Cleveland-Hopkins International Airport,Cleveland,Ohio,US,41.40940694,-81.85469111,America/New_York,4.1588830833596715
6095,MKC,CPS,1.0,63.0,26682,22246,1236,8,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,CPS,St. Louis Downtown Arpt,St. Louis,Missouri,US,40.2999251,-89.6755625,America/St Louis,4.143134726391533
6096,MKC,CVG,1.0,69.0,13341,11193,614,4,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,CVG,Cincinnati/Northern Kentucky International Airport,Covington,Kentucky,US,39.0488375,-84.66782083,America/New_York,4.23410650459726
6097,MKC,GRB,2.0,174.0,26682,23954,1510,16,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,GRB,Green Bay/Austin Straubel International Airport,Green Bay,Wisconsin,US,44.48463361,-88.12971333,America/Chicago,5.159055299214529
6098,MKC,IAH,1.0,65.0,13341,12266,614,6,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,IAH,George Bush Intcntl/Houston Airport,Houston,Texas,US,29.98443528,-95.3414425,America/Chicago,4.174387269895637
6099,MKC,LGA,2.0,121.0,26682,25906,1582,12,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,LGA,Laguardia Airport,New York,New York,US,40.77725,-73.87261111,America/New_York,4.795790545596741
6100,MKC,MDW,4.0,179.0,53364,52928,2826,30,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,MDW,Chicago Midway International Airport,Chicago,Illinois,US,41.78597222,-87.75241667,America/Chicago,5.187385805840755
6102,MKC,MSP,4.0,201.0,40023,40461,2132,17,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,44.88197222,-93.22177778,America/Chicago,5.303304908059076
6103,MKC,OAK,2.0,131.0,26682,27592,1510,11,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,OAK,Metro Oakland International Airport,Oakland,California,US,37.72125,-122.2211389,America/Los_Angeles,4.875197323201151
6104,MKC,PHX,1.0,61.0,13341,14107,888,5,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,33.43427778,-112.0115833,America/Phoenix,4.110873864173311
6106,MKC,PTK,1.0,57.0,13341,14275,888,6,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,PTK,Oakland County International Airport,Pontiac,Michigan,US,42.66563619,-83.42050564,America/New_York,4.04305126783455
6107,MKC,SFO,1.0,67.0,13341,14771,622,8,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,SFO,San Francisco International Airport,San Francisco,California,US,37.61880556,-122.3754167,America/Los_Angeles,4.204692619390966
6108,MKC,STL,1.0,50.0,13341,15016,888,5,MKC,Charles B Wheeler Downtown Airport,Kansas City,US,39.12294444,-94.59283333,America/Chicago,STL,St Louis Lambert International Airport,St Louis,Missouri,US,38.74869822,-90.37002572,America/Chicago,3.912023005428146
6109,MKE,ABQ,1.0,138.0,13342,10140,612,1,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,ABQ,Albuquerque International Sunport Airport,Albuquerque,New Mexico,US,35.03893156,-106.6082622,America/Denver,4.927253685157205
6110,MKE,AGS,1.0,151.0,13342,10208,694,8,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,AGS,Augusta Regional At Bush Field,Augusta,Georgia,US,33.36994444,-81.9645,America/New_York,5.017279836814924
6111,MKE,ATL,1374.0,198641.0,680442,530247,36032,230,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,ATL,Hartsfield - Jackson Atlanta International Airport,Atlanta,Georgia,US,33.63669961,-84.427864,America/New_York,12.19925445440216
6112,MKE,BDL,1.0,54.0,13342,10529,678,2,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BDL,Bradley International Airport,Windsor Locks,Connecticut,US,41.93903222,-72.68431583,America/New_York,3.9889840465642745
6113,MKE,BED,5.0,127.0,26684,21080,1244,6,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BED,Laurence G Hanscom Field,Bedford,Massachusetts,US,42.46994444,-71.289,America/New_York,4.844187086458591
6115,MKE,BNA,467.0,61368.0,320208,256632,16312,106,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BNA,Nashville International Airport,Nashville,Tennessee,US,36.124475,-86.67818056,America/Chicago,11.024643805639132
6116,MKE,BOS,174.0,16315.0,240156,192978,12791,102,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,42.36294444,-71.00638889,America/New_York,9.699840209027421
6119,MKE,BUR,1.0,97.0,13342,10800,622,8,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BUR,Bob Hope Airport,Burbank,California,US,34.20069444,-118.3586667,America/Los_Angeles,4.574710978503383
6120,MKE,BWI,414.0,50702.0,213472,173136,9968,66,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,US,39.17572833,-76.66899111,America/New_York,10.83372063653299
6121,MKE,CHA,1.0,139.0,13342,10980,699,1,MKE,General Mitchell International Airport,Milwaukee,US,42.94693194,-87.89706444,America/Chicago,CHA,Lovell Field,Chattanooga,Tennessee,US,35.03519444,-85.20355556,America/New_York,4.9344739331306915
