,ORIGIN,DEST,DEPARTURES_PERFORMED,PASSENGERS,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,AIRCRAFT_TYPE,MONTH,iata_x,name_x,city_x,country_x,lat_x,lon_x,tz_x,iata_y,name_y,city_y,subd_y,country_y,lat_y,lon_y,tz_y,passlog
0,ABE,ATL,130.0,8687.0,40540,41588,2538,30,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,ATL,Hartsfield - Jackson Atlanta International Airport,Atlanta,Georgia,US,33.63669961,-84.427864,America/New_York,9.06958293425992
1,ABE,BNA,51.0,6834.0,101350,106930,6952,48,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,BNA,Nashville International Airport,Nashville,Tennessee,US,36.124475,-86.67818056,America/Chicago,8.829665432675236
2,ABE,BOS,1.0,116.0,10135,10721,694,3,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,42.36294444,-71.00638889,America/New_York,4.7535901911063645
3,ABE,DTW,60.0,3301.0,30405,34299,1914,16,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,DTW,Detroit Metro Wayne County Airport,Detroit,Michigan,US,42.21244444,-83.35338889,America/New_York,8.101980731853192
4,ABE,EWR,9.0,1090.0,91215,104562,6650,43,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,EWR,Newark Liberty International Airport,Newark,New Jersey,US,40.69247983,-74.16868678,America/New_York,6.993932975223189
5,ABE,FLL,61.0,9217.0,81080,93576,5552,36,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale,Florida,US,26.07166667,-80.14969444,America/New_York,9.128804883993665
6,ABE,GSP,2.0,130.0,20270,23992,1276,15,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,GSP,Greenville Spartanburg International Airport,Greer,South Carolina,US,34.89567111,-82.21885944,America/New_York,4.867534450455582
7,ABE,HPN,1.0,16.0,10135,12197,631,2,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,HPN,Westchester County Airport,White Plains,New York,US,41.06695306,-73.70756611,America/New_York,2.772588722239781
8,ABE,JAX,1.0,177.0,10135,12451,694,4,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,JAX,Jacksonville International Airport,Jacksonville,Florida,US,30.49404556,-81.68784667,America/New_York,5.176149732573829
9,ABE,LGA,8.0,77.0,50675,64765,3365,24,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,LGA,Laguardia Airport,New York,New York,US,40.77725,-73.87261111,America/New_York,4.343805421853684
10,ABE,MDT,2.0,222.0,20270,26460,1332,9,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,MDT,Harrisburg International Airport,Harrisburg,Pennsylvania,US,40.19319167,-76.76261917,America/New_York,5.402677381872279
11,ABE,MYR,80.0,12558.0,50675,67885,3470,30,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,MYR,Myrtle Beach International Airport,Myrtle Beach,South Carolina,US,33.67974111,-78.92832139,America/New_York,9.438113191674054
12,ABE,ORD,3.0,75.0,10135,13930,631,2,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,41.97694028,-87.90814972,America/Chicago,4.31748811353631
13,ABE,PBI,1.0,124.0,10135,14027,694,3,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,PBI,Palm Beach International Airport,West Palm Beach,Florida,US,26.68316167,-80.09559194,America/New_York,4.820281565605037
14,ABE,PGD,135.0,21537.0,81080,112656,5552,36,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,PGD,Punta Gorda Airport,Punta Gorda,Florida,US,37.7789092,-85.4941891,America/Florida,9.977527665244592
15,ABE,PIE,189.0,30558.0,111485,155232,7646,57,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,PIE,St Pete-Clearwater International Airport,St Petersburg-Clearwater,Florida,US,27.90863361,-82.68651,America/New_York,10.32738179611266
16,ABE,SAV,20.0,2634.0,30405,44055,2094,21,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,SAV,Savannah/Hilton Head International Airport,Savannah,Georgia,US,32.12758333,-81.20213889,America/New_York,7.876258882303226
17,ABE,SFB,397.0,65273.0,81080,118088,5552,36,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,SFB,Orlando Sanford International Airport,Orlando,Florida,US,28.77717806,-81.23491389,America/New_York,11.086333753496243
18,ABE,SRQ,72.0,11056.0,81080,119888,5552,36,ABE,Lehigh Valley International Airport,Allentown,US,40.65236278,-75.44040583,America/New_York,SRQ,Sarasota/Bradenton International Airport,Sarasota/Bradenton,Florida,US,27.39544444,-82.55438889,America/New_York,9.310728546007452
19,ABI,DFW,17.0,2382.0,81088,90384,5335,46,ABI,Abilene Regional Airport,Abilene,US,32.41133333,-99.68188889,America/Chicago,DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth,Texas,US,32.89723306,-97.03769472,America/Chicago,7.775695749915245
20,ABQ,ABI,1.0,144.0,10140,10136,614,8,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ABI,Abilene Regional Airport,Abilene,Texas,US,32.41133333,-99.68188889,America/Chicago,4.969813299576001
22,ABQ,ATL,713.0,110190.0,141960,145558,9668,75,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ATL,Hartsfield - Jackson Atlanta International Airport,Atlanta,Georgia,US,33.63669961,-84.427864,America/New_York,11.609961427481823
23,ABQ,AUS,255.0,33401.0,223080,229306,14389,89,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,AUS,Austin-Bergstrom International Airport,Austin,Texas,US,30.19452722,-97.66987611,America/Chicago,10.416341118636355
24,ABQ,BNA,1.0,187.0,10140,10693,699,6,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,BNA,Nashville International Airport,Nashville,Tennessee,US,36.124475,-86.67818056,America/Chicago,5.231108616854587
26,ABQ,BOS,3.0,474.0,20280,21442,1393,6,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,42.36294444,-71.00638889,America/New_York,6.161207321695077
27,ABQ,BUR,225.0,27716.0,101400,108000,6348,45,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,BUR,Bob Hope Airport,Burbank,California,US,34.20069444,-118.3586667,America/Los_Angeles,10.229765142747272
28,ABQ,BWI,28.0,3973.0,101400,108210,6580,46,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,US,39.17572833,-76.66899111,America/New_York,8.287276755814599
29,ABQ,CHA,1.0,152.0,10140,10980,699,6,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,CHA,Lovell Field,Chattanooga,Tennessee,US,35.03519444,-85.20355556,America/New_York,5.0238805208462765
30,ABQ,CID,1.0,64.0,10140,11003,673,8,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,CID,The Eastern Iowa Airport,Cedar Rapids,Iowa,US,41.88468858,-91.71079861,America/Chicago,4.1588830833596715
31,ABQ,COS,2.0,206.0,20280,22218,1287,7,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,COS,City Of Colorado Springs Municipal Airport,Colorado Springs,Colorado,US,38.80581667,-104.7007764,America/Denver,5.327876168789581
32,ABQ,DAL,903.0,117986.0,212940,236439,14222,99,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,DAL,Dallas Love Field,Dallas,Texas,US,32.84594472,-96.85087667,America/Chicago,11.678321252341242
33,ABQ,DEN,1448.0,176672.0,861900,959820,59551,371,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,DEN,Denver International Airport,Denver,Colorado,US,39.86166667,-104.6731667,America/Denver,12.082050185083771
34,ABQ,DFW,1400.0,204418.0,304200,338940,20522,122,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth,Texas,US,32.89723306,-97.03769472,America/Chicago,12.22792219605671
35,ABQ,DRO,2.0,88.0,10140,11413,629,3,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,DRO,Durango-La Plata County Airport,Durango,Colorado,US,37.15152778,-107.7537778,America/Denver,4.477336814478207
36,ABQ,ELP,4.0,430.0,40560,46160,2509,26,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ELP,El Paso International Airport,El Paso,Texas,US,31.80733333,-106.3763611,America/Denver,6.063785208687608
37,ABQ,EWR,1.0,145.0,10140,11618,694,3,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,EWR,Newark Liberty International Airport,Newark,New Jersey,US,40.69247983,-74.16868678,America/New_York,4.976733742420574
38,ABQ,FAT,1.0,16.0,10140,11638,612,8,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,FAT,Fresno Yosemite International Airport,Fresno,California,US,36.77655556,-119.7188333,America/Los_Angeles,2.772588722239781
39,ABQ,HOU,468.0,66496.0,243360,292584,16512,108,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,HOU,William P Hobby Airport,Houston,Texas,US,29.64579983,-95.27723158,America/Chicago,11.104897074458899
40,ABQ,IAH,269.0,23780.0,344760,417044,22843,146,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,IAH,George Bush Intcntl/Houston Airport,Houston,Texas,US,29.98443528,-95.3414425,America/Chicago,10.076600170244772
41,ABQ,JFK,264.0,33723.0,121680,149736,8414,52,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,JFK,John F Kennedy International Airport,New York,New York,US,40.63992778,-73.7786925,America/New_York,10.425935376129907
42,ABQ,LAS,778.0,98641.0,415740,528449,28358,192,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,36.08004389,-115.1522347,America/Los_Angeles,11.49924227566194
43,ABQ,LAX,1516.0,109248.0,436020,554356,28789,195,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,LAX,Los Angeles International Airport,Los Angeles,California,US,33.94249639,-118.4080486,America/Los_Angeles,11.601375806154113
44,ABQ,MAF,2.0,207.0,20280,26316,1226,16,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,MAF,Midland International Air And Space Port Airport,Midland,Texas,US,31.94252778,-102.2019167,America/Chicago,5.332718793265369
45,ABQ,MCI,2.0,95.0,20280,26396,1224,5,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,MCI,Kansas City International Airport,Kansas City,Missouri,US,39.29761111,-94.71388889,America/Chicago,4.553876891600541
46,ABQ,MDW,276.0,39191.0,223080,291104,15062,97,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,MDW,Chicago Midway International Airport,Chicago,Illinois,US,41.78597222,-87.75241667,America/Chicago,10.57620240758158
47,ABQ,MKE,1.0,76.0,10140,13342,673,4,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,MKE,General Mitchell International Airport,Milwaukee,Wisconsin,US,42.94693194,-87.89706444,America/Chicago,4.330733340286331
48,ABQ,MSP,29.0,3668.0,50700,67435,3396,32,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,44.88197222,-93.22177778,America/Chicago,8.207401833376355
49,ABQ,OAK,180.0,24512.0,141960,193144,9028,73,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,OAK,Metro Oakland International Airport,Oakland,California,US,37.72125,-122.2211389,America/Los_Angeles,10.106918072540317
50,ABQ,OKC,3.0,65.0,30420,41553,1977,7,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,OKC,Will Rogers World Airport,Oklahoma City,Oklahoma,US,35.39307403,-97.60076172,America/Chicago,4.174387269895637
51,ABQ,ONT,1.0,166.0,10140,13891,614,7,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ONT,Ontario International Airport,Ontario,California,US,34.05601417,-117.6011875,America/Los_Angeles,5.111987788356544
52,ABQ,ORD,315.0,31737.0,243360,334320,15831,105,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,41.97694028,-87.90814972,America/Chicago,10.365238471654884
53,ABQ,PDX,1.0,69.0,10140,14057,673,1,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,PDX,Portland International Airport,Portland,Oregon,US,45.58870886,-122.5968694,America/Los_Angeles,4.23410650459726
54,ABQ,PHX,1390.0,155794.0,598260,832313,40388,280,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,33.43427778,-112.0115833,America/Phoenix,11.956289900765796
55,ABQ,PSP,1.0,137.0,10140,14262,612,8,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,PSP,Palm Springs International Airport,Palm Springs,California,US,33.82966667,-116.5066944,America/Los_Angeles,4.919980925828125
56,ABQ,ROW,1.0,24.0,10140,14588,629,2,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,ROW,Roswell Air Center Airport,Roswell,New Mexico,US,33.29986967,-104.5293976,America/Denver,3.1780538303479458
57,ABQ,SAF,4.0,225.0,30420,44022,1893,9,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SAF,Santa Fe Municipal Airport,Santa Fe,New Mexico,US,35.61711111,-106.0894167,America/Denver,5.41610040220442
58,ABQ,SAN,235.0,32986.0,182520,264222,11710,82,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SAN,San Diego International Airport,San Diego,California,US,32.73356278,-117.1896633,America/Los_Angeles,10.403838508008098
59,ABQ,SAT,14.0,2133.0,60840,88098,3992,36,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SAT,San Antonio International Airport,San Antonio,Texas,US,29.53395833,-98.46905694,America/Chicago,7.665284718471351
60,ABQ,SDF,1.0,8.0,10140,14730,612,1,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SDF,Louisville Muhammad Ali International Airport,Louisville,Kentucky,US,38.174085,-85.73649361,America/Kentucky/Louisville,2.0794415416798357
61,ABQ,SEA,1.0,130.0,10140,14747,694,3,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SEA,Seattle-Tacoma International Airport,Seattle,Washington,US,47.44988889,-122.3117778,America/Los_Angeles,4.867534450455582
62,ABQ,SFO,296.0,24920.0,212940,310191,14648,98,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SFO,San Francisco International Airport,San Francisco,California,US,37.61880556,-122.3754167,America/Los_Angeles,10.123425972901389
63,ABQ,SJC,1.0,19.0,10140,14831,629,1,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SJC,Norman Y Mineta San Jose International Airport,San Jose,California,US,37.36299472,-121.9286206,America/Los_Angeles,2.9444389791664403
64,ABQ,SLC,716.0,46351.0,91260,133821,6083,39,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,40.78839333,-111.9777733,America/Denver,10.743998145734295
65,ABQ,SMF,2.0,128.0,20280,29786,1511,11,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,SMF,Sacramento International Airport,Sacramento,California,US,38.69544444,-121.5907778,America/Los_Angeles,4.852030263919617
66,ABQ,TPA,1.0,166.0,10140,15304,888,4,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,TPA,Tampa International Airport,Tampa,Florida,US,27.97547222,-82.53325,America/New_York,5.111987788356544
67,ABQ,TUS,3.0,390.0,20280,30752,1310,15,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,TUS,Tucson International Airport,Tucson,Arizona,US,32.11606917,-110.9410139,America/Phoenix,5.966146739123692
68,ABQ,TYS,1.0,9.0,10140,15412,673,8,ABQ,Albuquerque International Sunport Airport,Albuquerque,US,35.03893156,-106.6082622,America/Denver,TYS,Mc Ghee Tyson Airport,Knoxville,Tennessee,US,35.81109111,-83.99406722,America/New_York,2.1972245773362196
69,ABR,MSP,481.0,14468.0,91269,121383,5663,41,ABR,Aberdeen Regional Airport,Aberdeen,US,45.44679806,-98.42244083,America/Chicago,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,44.88197222,-93.22177778,America/Chicago,9.579694593071988
72,ACK,BDL,1.0,7.0,10154,10529,673,7,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,BDL,Bradley International Airport,Windsor Locks,Connecticut,US,41.93903222,-72.68431583,America/New_York,1.9459101490553132
73,ACK,BOS,126.0,7311.0,50770,53605,3385,33,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,42.36294444,-71.00638889,America/New_York,8.897135342293316
74,ACK,BWI,1.0,35.0,10154,10821,673,7,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,Maryland,US,39.17572833,-76.66899111,America/New_York,3.5553480614894135
75,ACK,CLT,11.0,658.0,30462,33171,2019,21,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,CLT,Charlotte/Douglas International Airport,Charlotte,North Carolina,US,35.21375,-80.94905556,America/New_York,6.489204931325317
76,ACK,DCA,224.0,13010.0,71078,78946,4731,47,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,DCA,Ronald Reagan Washington Ntl Airport,Washington,Dist. Of Columbia,US,38.85144028,-77.03772139,America/New_York,9.47347357150655
77,ACK,HPN,86.0,5266.0,40616,48788,2712,26,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,HPN,Westchester County Airport,White Plains,New York,US,41.06695306,-73.70756611,America/New_York,8.569026340056254
78,ACK,JFK,202.0,11962.0,40616,49912,2712,26,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,JFK,John F Kennedy International Airport,New York,New York,US,40.63992778,-73.7786925,America/New_York,9.389490237604502
79,ACK,LGA,87.0,4773.0,20308,25906,1356,15,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,LGA,Laguardia Airport,New York,New York,US,40.77725,-73.87261111,America/New_York,8.470730317005897
80,ACK,ORD,24.0,1461.0,30462,41790,2019,21,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,41.97694028,-87.90814972,America/Chicago,7.2868764117507
81,ACK,PHL,83.0,4533.0,30462,42300,2019,21,ACK,Nantucket Memorial Airport,Nantucket,US,41.25297506,-70.05991142,America/New_York,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,39.87208389,-75.24066306,America/New_York,8.41913925094085
82,ACT,AUS,1.0,109.0,10155,10423,723,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,AUS,Austin-Bergstrom International Airport,Austin,Texas,US,30.19452722,-97.66987611,America/Chicago,4.6913478822291435
83,ACT,CKB,1.0,36.0,10155,11027,614,1,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,CKB,North Central West Virginia Airport,Clarksburg,West Virginia,US,39.29765472,-80.22753194,America/New_York,3.58351893845611
84,ACT,DFW,3.0,310.0,30465,33894,1961,17,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth,Texas,US,32.89723306,-97.03769472,America/Chicago,5.736572297479192
85,ACT,DSM,1.0,40.0,10155,11423,614,2,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,DSM,Des Moines International Airport,Des Moines,Iowa,US,41.53397278,-93.66307222,America/Chicago,3.6888794541139363
86,ACT,FOE,1.0,31.0,10155,11726,614,1,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,FOE,Topeka Regional Airport,Topeka,Kansas,US,38.95094917,-95.66361361,America/Chicago,3.4339872044851463
87,ACT,LBB,2.0,87.0,20310,25792,1228,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,LBB,Lubbock Preston Smith International Airport,Lubbock,Texas,US,33.66366667,-101.8205556,America/Chicago,4.465908118654584
88,ACT,MCI,2.0,103.0,10155,13198,694,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,MCI,Kansas City International Airport,Kansas City,Missouri,US,39.29761111,-94.71388889,America/Chicago,4.634728988229636
89,ACT,MHK,4.0,138.0,20310,26580,1228,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,MHK,Manhattan Regional Airport,Manhattan,Kansas,US,39.14122222,-96.67180556,America/Chicago,4.927253685157205
90,ACT,OKC,2.0,71.0,10155,13851,614,1,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,OKC,Will Rogers World Airport,Oklahoma City,Oklahoma,US,35.39307403,-97.60076172,America/Chicago,4.2626798770413155
91,ACT,PIT,1.0,39.0,10155,14122,614,1,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,PIT,Pittsburgh International Airport,Pittsburgh,Pennsylvania,US,40.49141667,-80.23269444,America/New_York,3.6635616461296463
92,ACT,SWO,4.0,156.0,20310,30148,1228,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,SWO,Stillwater Regional Airport,Stillwater,Oklahoma,US,36.16138944,-97.08589333,America/Chicago,5.049856007249537
93,ACT,TCL,1.0,44.0,10155,15153,614,1,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,TCL,Tuscaloosa Ntl Airport,Tuscaloosa,Alabama,US,33.22062889,-87.61140389,America/Chicago,3.784189633918261
94,ACT,TUP,1.0,101.0,10155,15374,698,3,ACT,Waco Regional Airport,Waco,US,31.61219444,-97.23030556,America/Chicago,TUP,Tupelo Regional Airport,Tupelo,Mississippi,US,34.269,-88.76988889,America/Chicago,4.61512051684126
95,ACV,BFF,1.0,48.0,10157,10558,629,8,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,BFF,Western Nebraska Regional/William B Heilig Field,Scottsbluff,Nebraska,US,41.87402778,-103.5956389,America/Denver,3.871201010907891
96,ACV,BFL,1.0,53.0,10157,10561,673,3,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,BFL,Meadows Field,Bakersfield,California,US,35.43386111,-119.0576667,America/Los_Angeles,3.970291913552122
97,ACV,COS,1.0,48.0,10157,11109,629,6,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,COS,City Of Colorado Springs Municipal Airport,Colorado Springs,Colorado,US,38.80581667,-104.7007764,America/Denver,3.871201010907891
98,ACV,DEN,231.0,10270.0,91413,101628,5749,38,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,DEN,Denver International Airport,Denver,Colorado,US,39.86166667,-104.6731667,America/Denver,9.236982302922604
99,ACV,GJT,2.0,50.0,20314,23842,1258,13,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,GJT,Grand Junction Regional Airport,Grand Junction,Colorado,US,39.12241667,-108.52675,America/Denver,3.912023005428146
100,ACV,LAR,1.0,48.0,10157,12888,629,7,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,LAR,Laramie Regional Airport,Laramie,Wyoming,US,41.31205556,-105.675,America/Denver,3.871201010907891
101,ACV,LAX,231.0,9219.0,101570,128920,6466,45,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,LAX,Los Angeles International Airport,Los Angeles,California,US,33.94249639,-118.4080486,America/Los_Angeles,9.129021850798594
102,ACV,PHX,213.0,9455.0,91413,126963,5677,37,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,33.43427778,-112.0115833,America/Phoenix,9.154298981092557
104,ACV,RAP,1.0,48.0,10157,14457,629,7,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,RAP,Rapid City Regional Airport,Rapid City,South Dakota,US,44.04533333,-103.0573611,America/Denver,3.871201010907891
106,ACV,SFO,691.0,34416.0,142198,206794,9160,67,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,SFO,San Francisco International Airport,San Francisco,California,US,37.61880556,-122.3754167,America/Los_Angeles,10.44627685150751
107,ACV,SLC,2.0,27.0,20314,29738,1302,4,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US,40.97782639,-124.1084692,America/Los_Angeles,SLC,Salt Lake City International Airport,Salt Lake City,Utah,US,40.78839333,-111.9777733,America/Denver,3.295836866004329
109,ACY,ATL,103.0,10103.0,91422,93573,6290,53,ACY,Atlantic City International Airport,Atlantic City,US,39.45758333,-74.57716667,America/New_York,ATL,Hartsfield - Jackson Atlanta International Airport,Atlanta,Georgia,US,33.63669961,-84.427864,America/New_York,9.220587688427733
